LAR_EUS_EGOK	LAR_EUS_ORIG	LAR_EUS_UNIDECODE	SARASOLA	SARASOLA1745	WIKIDATA	OEH
galdutsua	galdutsua	galdutſua				galdutsu
galdutia	galdutia	galdutia				galduti
galtsua	galtsua	galtſua	galtsu			
galduan	galduan	galduan	galduan	galduan		
sutasitu	sutasitu	ſutaſitu				
sutasitua	sutasitua	ſutaſitua				sutasitu
eperkumea	epercumea	epercumea	eperkume			eperkume
perdido	perdido	perdido				
perdigoia	perdigoya	perdigoya	perdigoi		perdigoi	perdigoi
beroiska	beroisca	beroiſca				
epertaria	epertaria	epertaria				epertari
perdida	perdida	perdida				
perdizion	perdicion	perdicion				
doazila	doacilla	doacilla				
barkatzailea	barcatzallea	barcatzallea	barkatzaile			barkatzaile
doazilaria	doacillaria	doacillaria				
perdon	perdon	perdon				
doazilatu	doacillatu	doacillatu				
doazildu	doacildu	doacildu				
barkabiezat	barcabiezat	barcabiezat				
barkabegi	barcabegui	barcabegui				
barkaziozkatu	barcaciozcatu	barcaciozcatu				
barkatua	barcatua	barcatua	barkatu		barkatu	barkatu
doazilatua	doacillatua	doacillatua				
doaltzidua	doalcidua	doalcidua				
kitatua	quitatua	quitatua	kitatu		kitatu	kitatu
gal-	gal-	gal-				
betiraungarria	betiraungarria	betiraungarria				betiraungarri
betikoro	beticoro	beticoro				
berantu	berantu	berantu				
galbidea	galbidea	galbidea	galbide		galbide	galbide
izakaldu	izacaldu	izacaldu				
izakaldua	izacaldua	izacaldua				izakaldu
jorrutea	jorrutea	jorrutea				jorrute
bidagoa	bidagoa	bidagoa				bidago
beila	beilla	beilla	beila		beila	beila
jorrutiro	jorrutiro	jorrutiró				
jorrutitu	jorrutitu	jorrutitu				
bidagotu	bidagotu	bidagotu				
beilatu	beillatu	beillatu	beilatu		beilatu	beilatu
bidaisaria	bidaisaria	bidaiſaria				bidaisari
beilaria	beillaria	beillaria	beilari	beilari	beilari	beilari
jorru	jorru	jorru				
pelanduka	pelanduca	pelanduca				
pendientes	pendientes	pendientes				
betiraunkia	betiraunquia	betiraunquia				
betitasuna	betitasuna	betitaſuna				betitasun
betikotasuna	beticotasuna	beticotaſuna	betikotasun		betikotasun	betikotasun
tiraunea	tiraunea	tiraunea				
epondero	epondero	epondero				
epondekiro	epondequiro	epondequiro				
perrexila	perrexilla	perrexilla	perrexil	perrexil	perrexil	perrexil
bagaitasunk	bagaitasunc	bagaitaſunc				
alfertasuna	alfertasuna	alfertaſuna	alfertasun		alfertasun	alfertasun
aler	aler	aler				
nagiro	naguiro	naguiro	nagiro	nagiro		
nagikiro	naguiquiro	naguiquiro				
bagairo	bagairo	bagairó				
bagaikir	bagaiquir	bagaiquir				
afer	afer	afer	afer			
bagaia	bagaya	bagaya	bagaia	bagai		bagai
obetandea	obetandea	obetandea				
obetanduro	obetanduro	obetanduro				
obetantzailea	obetantzallea	obetantzallea				
obetaniga	obetaniga	obetaniga				
obetan	obetan	obetan				
dua	dua	dua				
obetandn	obetandn	obetandn				
ob@etandua	ob@etandua	ob@etandua				
fedekabea	fedecabea	fedecabea				
desleiala	desleyala	desleyalá	desleial		desleial	desleial
politak	politac	politac	polit		polit	polit
zealdea	cealdea	cealdea				zealde
magaindu	magaindu	magaindu				
magaindua	magaindua	magaindua				magaindu
zealdetu	cealdetu	cealdetu				
zealdetua	cealdetua	cealdetua				zealdetu
lurrinkaigilea	lurrincaiguillea	lurrincaiguillea				
lurrunkaigilea	lurruncaiguillea	lurruncaiguillea				
lurrikontzia	lurriconcia	lurriconcia				lurrikontzi
lurrukontzia	lurruconcia	lurruconcia				
lurrunlu	lurrunlu	lurrunlu				
lurrina	lurrina	lurrina	lurrin	lurrin	lurrin	lurrin
lurruna	lurruna	lurruna	lurrun		lurrun	lurrun
lurrintegia	lurrinteguia	lurrinteguia				lurrintegi
erfumador	erfumador	erfumador				
arinkia	arinquia	arinquia	arinki			arinki
bilorruskia	bilorrusquia	bilorruſquia	bilorruski	bilorruski		bilorruski
somaritu	somaritu	ſomaritu				
somaria	somaria	ſomariá				
biotsarea	biotsarea	biotſarea				
sarile	sarille	ſarille				
andrazalea	andrazalea	andrazalea				
erikoa	ericoa	ericoa	eriko			
abaniko	abanico	abanico				
kaskalarrua	cascalarrua	caſcalarrua				
batarotarrak	batarotarrac	batarotarrac				
perraizta	perraizta	perraizta				
perraiztak	perraiztac	perraiztac				
larrusekia	larrusequia	larruſequia				larruseki
udaretxoa	udarechoa	udarechoa				
madaritxoa	madarichoa	madarichoa				madaritxo
biloreak	billoreac	billoreac				bilore
perinola	perinola	perinola				perinol
arinola	arinola	arinola				
barinola	barinola	barinola				
bertaerakoa	bertaeracoa	bertaeracoa				
bertaera	bertaera	bertaera				
hitzerosa	hitzerosa	hitzeroſá				
kaskalarrupea	cascalarrupea	caſcalarrupea				
zirkunferentzia	circunferencia	circunferencia	zirkunferentzia		zirkunferentzia	zirkunferentzia
geizaldu	gueizaldu	gueizaldu				
geizaldua	gueizaldua	gueizaldua				
geizaldea	gueizaldea	gueizaldea				
itzalingurukoak	itzalingurucoac	itzalingurucoac				
estabultzaria	estabultzaria	eſtabultzaria				
kalteztu	calteztu	calteztu				
kalteztua	calteztua	calteztua				kalteztu
kalteduna	calteduna	calteduna	kaltedun	kaltedun	kaltedun	kaltedun
kalteztaria	calteztaria	calteztaria				kalteztari
perjuro	perjuro	perjuro				
faltsoan	falsoan	falſoan				
gezurtzina	guezurcina	guezurcina				
gezurrezk	guezurrezc	guezurrezc				
jezurrezko	gezurrezco	gezurrezco				
juramentugnilea	juramentugnillea	juramentugnillea				
altiitea	altiitea	altiitea				
perla	perla	perla	perla		perla	perla
edrto	edrto	edrtó				
Prelado	Prelado	Prelado				
gozainen	gozainen	gozaiñen				
galkordez	galcordez	galcordez				
galkordea	galcordea	galcordea				galkorde
bertiraun	bertiraun	bertiraun				
bertiraundu	bertiraundu	bertiraundu				
bertiraundea	bertiraundea	bertiraundea				
bertiraunlea	bertiraunlea	bertiraunlea				
bapimena	bapimena	bapimena				
bialuztea	bialuztea	bialuztea				
zilegnitzea	cilegnitzea	cilegnitzea				
zilegiera	cileguiera	cileguiera				
permiszion	permiscion	permiſcion				
baimenaria	baimenaria	baimenaria				
bia-	bia-	bia-				
baimenu	baimenu	baimenu				
bialutzi	bialutzi	bialutzi				
zilegitu	cileguitu	cileguitu	zilegitu		zilegitu	zilegitu
baimendua	baimendua	baimendua	baimendu	baimendu	baimendu	baimendu
bialutzia	bialutzia	bialutzia				
zile	cile	cile				
zilegitua	cileguitua	cileguitua	zilegitu		zilegitu	zilegitu
betoria	betoria	betoria				
betoritu	betoritu	betoritu				
ganbiatua	gambiatua	gambiatua				ganbiatu
arremana	arremana	arremana				arreman
betoritua	betoritua	betoritua				
bernada	bernada	bernada				
bernatzarra	bernatzarra	bernatzarra				
bernetzarra	bernetzarra	bernetzarra				
oinigiroa	oiniguiroa	oiniguiroa				
bernegiroa	berneguiroa	berneguiroa				
zankoai	zancoai	zancoai				
bernidikia	bernidiquia	bernidiquia				
zankozabala	zancozabala	zancozabala				
kaltarkiro	caltarquiro	caltarquiro				
kaltarkitfua	caltarquitfua	caltarquitfua				
eltar	eltar	eltar				
atik	atic	atic				
dakaitu	dacaitu	dacaitu				
urdazpia	urdazpia	urdazpia				urdazpi
rdaiazpia	rdaiazpia	rdaiazpia				
urdaiaz	urdaiaz	urdaiaz				
elgontz@	elgontz@	elgontz@				
ariaa	ariaa	ariaa	aria		aria	aria
ultzaboa	ultzaboa	ultzaboa				ultzabo
kakomotza	cacomotza	cacomotza				
leorik	leoric	leoric				
udaresagarra	udaresagarra	udareſagarra				
bainan	bainan	bainan	bainan			
peren	peren	peren				
bertzela	bercela	bercela	bertzela			
berdad	verdad	verdad				
perola	perola	perola				
berolea	berolea	berolea				
bernezur	bernezur	bernezur	bernezur	bernezur		
bilhitzaldia	bilhitzaldia	bilhitzaldia				
bilhitzalditu	bilhitzalditu	bilhitzalditu				
txusena	chusena	chuſena				
artezau	artezau	artezau				
berdikaia	berdicaya	berdicaya				
dilindaria	dilindaria	dilindaria				dilindari
kometer	cometer	cometer				
loretxe	loreche	loreche				
iraungiro	iraunguiro	iraunguiro				
bet	bet	bet				
iraungitu	iraunguitu	iraunguitu				
Grauarazi	Grauaraci	Grauaraci				
iraungitua	iraunguitua	iraunguitua				iraungitu
iraunerazoda	iraunerazoda	iraunerazoda				
iraungitea	iraunguitea	iraunguitea				
betikoaldia	beticoaldia	beticoaldia				betikoaldi
iraungia	iraunguia	iraunguia	iraungi		iraungi	iraungi
elearria	elearria	elearria				
dudaldiro	dudaldiro	dudaldiro				
kanduraro	canduraro	canduraro				
ak-	ac-	ác-				
beingeroro	beingueroro	beingueroró				
dudaldia	dudaldia	dudaldia				dudaldi
kandura	candura	candura				
beingeroa	beingueroa	beingueroa				
zalantza	zalantza	zalantzá	zalantza	zalantza	zalantza	zalantza
aspesan	aspesan	aſpeſan				
dudaldian	dudaldian	dudaldian				
kanduran	canduran	canduran				
beingeroan	beingueroan	beingueroan				
zalantzan	zalantzan	zalantzan				
berke	berque	berque				
berakea	beraquea	beraquea				
zakurdia	zacurdia	zacurdia				zakurdi
oradia	oradia	oradia				oradi
zakurtzarra	zacurtzarra	zacurtzarra	zakurtzar	zakurtzar		zakurtzar
oratzarra	oratzarra	oratzarra				oratzar
aiserre	aiserre	aiſerre				
axerre	asyerre	aſyerre				
txakurmota	chacurmota	chacurmota				
txakurtegia	chacurteguia	chacurteguia			txakurtegi	txakurtegi
oratokia	oratoquia	oratoquia				oratoki
aunogarri	aunogarri	aunogarri				
txakurdia	chacurdia	chacurdia				txakurdi
ikaoea	icaoea	icaoea				
orazaina	orazaina	orazaina				
txakurtzalea	chacurzalea	chacurzalea				
txakurkumea	chacurcumea	chacurcumea			txakurkume	txakurkume
orakumea	oracumea	oracumea				orakume
txakurtxoa	chacurchoa	chacurchoa				txakurtxo
oratxoa	orachoa	orachoa				oratxo
gatilo	gatillo	gatillo				
porrua	porrua	porrua	porru		porru	porru
uatxaeurra	uachaeurra	uáchaeurra				
ordaearia	ordaearia	ordaearia				
auzkaria	auzcaria	auzcaria				
masteleros	masteleros	maſteleros				
zaiogia	zayoguia	zayoguia				
oratarra	oratarra	oratarra				oratar
pertsekuzioa	persecucioa	perſecucioa	pertsekuzio	pertsekuzio	pertsekuzio	pertsekuzio
kaltarraia	caltarraya	caltarraya				kaltarrai
pertsegitzailea	perseguitzallea	perſeguitzallea	pertsegitzaile	pertsegitzaile		pertsegitzaile
pertsekutaria	persecutaria	perſecutaria				
kaltarraitaria	caltarraitaria	caltarraitaria				
kaltarraitzailea	caltarraitzallea	caltarraitzallea				
pertsegitu	perseguitu	perſeguitu	pertsegitu		pertsegitu	pertsegitu
kaltarraitu	caltarraitu	caltarraitu	kaltarraitu	kaltarraitu		
pertsegitua	perseguitua	perſeguitua	pertsegitu		pertsegitu	pertsegitu
kaltarraitua	caltarraitua	caltarraitua	kaltarraitu	kaltarraitu		kaltarraitu
prosebantea	prosevantea	proſevantea				
irauntza	irauntza	irauntza				irauntz
arteranoko	arteranoco	arterañoco				
irautia	irautia	irautia				irauti
irauntia	irauntia	irauntia				
pertsiana	persiana	perſiana			pertsiana	pertsiana
zinatu	cinatu	ciñatu			zinatu	zinatu
muxia	musyia	muſyia				muxi
ertsiarra	ersiarra	erſiarra				
sentegoia	sentegoya	ſentegoya				sentegoi
sentegoitu	sentegoitu	ſentegoitu				
sentegoilea	sentegoilea	ſentegoilea				
arek	arec	arec				
pertsonatoa	personatoa	perſonatoa				pertsonato
gizanoblea	guizanoblea	guizanoblea				
pertsonajea	personagea	perſonagea	pertsonaje			pertsonaje
pertsonarena	personarena	perſonarena				
pertsonari	personari	perſonari				
izapeekoa	izapeecoa	izapeecoa				
izapedea	izapedea	izapedea				izapede
bkarkizantza	bcarquizantza	bcarquizantza				
zaizex	zaizex	zaizex				
bearkizaia	bearquizaya	bearquizaya				
antagiria	antaguiria	antaguiria				
ikuskari	icuscari	icuſcari	ikuskari		ikuskari	ikuskari
ikuskai	icuscai	icuſcai				
ziurtea	ciurtea	ciurtea				ziurte
ziurrera	ciurrera	ciurrera				
ziartea	ciartea	ciartea				
ziarta	ciarta	ciartá				
klaridad	claridad	claridad				
ganarazi	ganaraci	ganaraci				
ganerazo	ganerazo	ganerazo				
ganarazten	ganarazten	ganarazten				
sinisterazo	sinisterazo	ſiniſterazo	sinisterazo	sinisterazo		
sinistarazi	sinistaraci	ſiniſtaraci	sinistarazi	sinistarazi		
iste	iste	iſte				
sinistu	sinistu	ſiniſtu	sinistu		sinistu	sinistu
ganarazoa	ganarazoa	ganarazoa				
ganarazia	ganaracia	ganaracia				
eragoqgitua	eragoqguitua	eragoqguitua				
sinistua	sinistua	ſiniſtua	sinistu		sinistu	
siieisitu	siieisitu	ſiieiſitu				
siiisgarria	siiisgarria	ſiiiſgarria				
ditot	ditot	ditot				
diago	diago	diago				
dgotzue	dgotzue	dgotzue				
diagote	diagote	diagote				
zetan	cetan	cetan				
kgotzun	cgotzun	cgotzun				
egoka	egoca	egoca				
Guri	Guri	Guri				
zegokun	cegocun	cegocun				
zegotzuen	cegotzuen	cegotzuen				
aiet@zegoten	ayet@cegoten	ayet@cegoten				
dagotala	dagotala	dagotala				
dagotana	dagotana	dagotana				
dagotznla	dagotznla	dagotznla				
dagotzuna	dagotzuna	dagotzuna				
dagokala	dagocala	dagocala				
dagokula	dagocula	dagocula				
dagokuna	dagocuna	dagocuna				
balegot	balegot	balegot				
balegotzu	balegotzu	balegotzu				
balegoku	balegocu	balegocu				
balegozue	balegozue	balegozue				
balegokate	balegocate	balegocate				
balegokee	balegoquee	balegoquee				
dagokio	dagoquio	dagoquio				
dagokizute	dagoquizute	dagoquizute				
da@okiote	da@oquiote	da@oquiote				
oegoekidan	oegoequidan	oegoequidan				
zegokizu	cegoquizu	cegoquizu				
zegokion	cegoquion	cegoquion				
zegokiotea	cegoquiotea	cegoquiotea				
okio	oquio	oquio				
alegokigu	alegoquigu	alegoquigu				
balegokizute	balegoquizute	balegoquizute				
dagoztzu	dagoztzu	dagoztzu				
diagoz	diagoz	diagoz				
djezka	dgezca	dgezca				
dagozqiit	dagozqiit	dagozqiit				
dagzkzu	dagzquzu	dagzquzu				
dagozkio	dagozquio	dagozquio				
zegoetan	cegoetan	cegoetan				
zegoztzun	cegoztzun	cegoztzun				
ozkizun	ozquizun	ozquizun				
egoqi	egoqi	egoqi				
esitr	esitr	eſitr				
a@iai	a@iai	a@iai				
neurragaia	neurragaya	neurragaya				neurragai
orgalan	orgalan	orgalan				
gurdilantza	gurdilantza	gurdilantza				
ertikea	ertiquea	ertiquea				
zigortaria	cigortaria	cigortaria				zigortari
burukoidea	burucoidea	burucoidea				burukoide
setatia	setatia	ſetatia	setati	setati	setati	setati
setatiro	setatiro	ſetatiró				
burukoiro	burucoiro	burucoiró				
burukoikiro	burucoiquiro	burucoiquiró				
hisitiro	hisitiro	hiſitiró				
ezkutesi	ezcutesi	ezcuteſi				
ezkutksia	ezcutcsia	ezcutcſia				
ezkutesiak	ezcutesiac	ezcuteſiac				ezkutesi
genasdea	guenasdea	guenasdea				
genaskiro	guenasquiro	guenaſquiro				
genaskaria	guenascaria	guenaſcaria				
genaslea	guenaslea	guenaslea				
genasi	guenasi	guenaſi				
genasia	guenasia	guenaſia				genasi
atxudarea	achudarea	achudarea				
makaztia	macaztia	macaztia				makazti
atxereaga	achereaga	achereaga				
biurriro	biurriro	biurriró				
biurridea	biurridea	biurridea				
biurritzea	biurritzea	biurritzea				
biurritaria	biurritaria	biurritaria				
biurritu	biurritu	biurritu				
biurritua	biurritua	biurritua				
astu-	astu-	aſtu-				
astundoro	astundoro	aſtundoró				
astuua	astuua	aſtuua				
lozorroa	lozorroa	lozorroá	lozorro		lozorro	lozorro
ameskaitza	amescaitza	ameſcaitza	ameskaitz	ameskaitz		ameskaitz
dolaa	dolaa	dolaa				
damudeta	damudeta	damudeta				
damudetak	damudetac	damudetac				damudet
damualdia	damualdia	damualdia				damualdi
kimendua	quimendua	quimendua				
damurik	damuric	damuric	damurik			
pisatua	pisatua	piſatua	pisatu		pisatu	pisatu
arrantza	arrantza	arrantza	arrantza		arrantza	arrantza
arraina	arraina	arraina	arrain		arrain	arrain
arraitegia	arraiteguia	arraiteguia				
arrandaria	arrandaria	arrandaria				arrandari
arraitxo	arraicho	arraicho				
arrantzatua	arranzatua	arranzatua	arrantzatu	arrantzatu	arrantzatu	arrantzatu
bakailao	bacallao	bacallao	bakailao		bakailao	bakailao
arrantzaria	arranzaria	arranzaria	arrantzari		arrantzari	arrantzari
arrantzalea	arranzalea	arranzalea	arrantzale		arrantzale	arrantzale
peskantea	pescantea	peſcantea				peskante
lankeuskaria	lanqueuscaria	lanqueuſcaria				
arrantzatu	arranzatu	arranzatu	arrantzatu	arrantzatu	arrantzatu	arrantzatu
arrantzan	arranzan	arranzan				
matrailekoa	matrallecoa	matrallecoa			matraileko	
masailekoa	masallecoa	maſallecoa	masaileko	masaileko	masaileko	
lepalodia	lepalodia	lepalodia				
idunlodia	idunlodia	idunlodia				
estrabia	estrabia	eſtrabia	estrabi			estrabi
maja	maja	maja				
dera	dera	dera				
ganbela	gambela	gambelá	ganbela	ganbela	ganbela	ganbela
maniatra	maniatra	maniatra				
astalamia	astalamia	aſtalamia				
manjedera	mangedera	mangedera	manjedera			
majaderadia	majaderadia	majaderadia				
ointegia	ointeguia	ointeguia				
peseta	peseta	peſeta	peseta	peseta		
errealbikoa	errealbicoa	errealbicoa				
biraua	biraua	birauá				
pesa	pesa	peſa				
pisukboa	pisucboa	piſucboa				
pisukaia	pisucaya	piſucaya				pisukai
erreale	erreale	erreale				
pisukoa	pisucoa	piſucoa				pisuko
frisoler	frisoler	friſoler				
jospolitu	jospolitu	joſpolitu				
pospolitua	pospolitua	poſpolitua				
jospolita	jospolita	joſpolita				jospolit
arrantzategia	arranzateguia	arranzateguia				arrantzategi
dongero	donguero	donguero	dongero			
betulea	betulea	betulea				betule
bepiloa	bepiloa	bepiloa				
geldirik	gueldiric	gueldiric	geldirik			
izurria	izurria	izurria	izurri		izurri	izurri
izurritea	izurritea	izurritea	izurrite		izurrite	izurrite
izurrigarria	izurrigarria	izurrigarria				izurrigarri
izurrikaba	izurricava	izurricava				
izurrigarriro	izurrigarriro	izurrigarriro				
izurrikairo	izurricairo	izurricairo				
lepazakia	lepazaquia	lepazaquia	lepazaki	lepazaki		lepazaki
beatzala	beatzala	beatzala				
isurina	isurina	iſuriña				isurin
larrutxa	larrucha	larrucha	larrutx		larrutx	larrutx
petardoaz	petardoaz	petardoaz				
estafar	estafar	eſtafar				
petardaria	petardaria	petardaria				petardari
estafador	estafador	eſtafador				
petardoa	petardoa	petardoa	petardo		petardo	petardo
atauskaria	atauscaria	atauſcaria				
estafa	estafa	eſtafa				
eszeria	esceria	eſceria				
eskatzea	escatzea	eſcatzea				eskatze
petiloa	petilloa	petilloa				
bularreko	bularreco	bularreco	bularreko		bularreko	bularreko
apaina	apaina	apaiña	apain		apain	apain
gizandderea	guizanyerea	guizanyerea				gizanddere
eskabidekoa	escabidecoa	eſcabidecoa				eskabideko
bulakarma	bulacarma	bulacarma				
petilo	petillo	petillo				
pretal	pretal	pretal				
pedrea	pedrea	pedrea				
arritan	arritan	arritan				
pretil	pretil	pretil				
pretina	pretina	pretina				
arriolioa	arriolioa	arriolioa	arriolio	arriolio		
lotsabekeria	lotsabequeria	lotſabequeria				
arraianrrea	arraianrrea	arraianrrea				
pikea	piquea	piquea	pike			
pikez	piquez	piquéz				
pik	piqu	piqu	pik			
tita	tita	tita	tita		tita	tita
aiskondoa	aiscondoa	aiſcondoa				
aiskondarria	aiscondarria	aiſcondarria				
edojkaia	edojcaya	edojcaya				
Phalanje	Phalange	Phalange				
phalanjio	phalangio	phalangio				
phalaris	phalaris	phalaris				
phantasea	phantasea	phantaſea				
phantasia	phantasia	phantasia				
phantasma	phantasma	phantaſma				
phantastiko	phantastico	phantaſtico				
pharinje	pharinge	pharinge				
Pha	Pha	Pha				
riseo	riseo	riſeo				
pharmazeutiko	pharmaceutico	pharmaceutico				
pharmazia	pharmacia	pharmacia				
pharmako	pharmaco	pharmaco				
pharmakopea	pharmacopea	pharmacopea				
pharmakopola	pharmacopola	pharmacopola				
phase	phase	phaſe				
plbases	plbases	plbaſes				
phebeo	phebeo	phebeo				
phebo	phebo	phebo				
phenikoptero	phenicoptero	phenicoptero				
phenion	phenion	phenion				
phenir	phenir	phenir				
phenomeno	phenomeno	phenomeno				
philantropos	philantropos	philantropos				
philauzia	philaucia	philaucia				
philolojia	philologia	philologia				
philologo	philologo	philologo				
philomena	philomena	philomena				
pbilonio	pbilonio	pbilonio				
pbilosophar	pbilosophar	pbiloſophar				
philosophia	philosophia	philoſophia				
pbilosopho	pbilosopho	pbiloſopho				
philtro	philtro	philtro				
phoka	phoca	phoca				
phosphoro	phosphoro	phoſphoro				
hrase	hrase	hraſe				
hiseter	hyseter	hyſeter				
Pbiska	Pbysca	Pbyſca				
sonomia	sonomia	ſonomia				
phisonomo	phisonomo	phiſonomo				
pbithonisa	pbythonisa	pbythoniſa				
piada	piada	piada				
piatzailea	piatzallea	piatzallea				
piokaria	piocaria	piocaria				piokari
biotzukiro	biotzuquiro	biotzuquiro				
biotzberaro	biotzberaro	biotzberaro				
naltsoro	nalsoro	nalſoro				
urrikaltsuro	urricalsuro	urricalſuro				
urrikaltia	urricaltia	urricaltia	urrikalti	urrikalti		urrikalti
iotzher	iotzher	iotzher				
piadosamente	piadosamente	piadoſamente				
piatu	piatu	piatu				
pioka	pioca	pioca	pioka	pioka		
mamante	mamante	mamante				
manada	manada	manada				
rebano	rebano	rebaño				
pika	pica	pica	pika		pika	pika
