source_id,wikibase_lexeme,p6st
14805,L101788,L101788-73F31679-DCFF-4245-BAD4-30BFF09E4B65
14806,L101789,L101789-88201C29-D545-4119-AADC-08EA29067BCB
14807,L101790,L101790-2AB76E43-F195-45E0-A553-DE1A9C9A8377
14808,L101791,L101791-85EBA301-EFFC-4D44-B961-F61DDBA80E37
14809,L101792,L101792-B97DC602-1289-4264-A856-82432FCB4541
14810,L101793,L101793-B53D6EB9-2B30-48C3-8366-C871EA405B45
14811,L101794,L101794-8007260E-5F62-491E-BBAA-998963137E25
14812,L101795,L101795-B923B4A6-EFE9-4B24-814B-6ABCC43C281D
14813,L101796,L101796-DD3DC219-3F9D-49F9-934F-78DFE829D6C2
14814,L101797,L101797-0DC46DC0-5D7B-4F47-AE0B-455F9D125FD1
14815,L101798,L101798-C060692B-BFBC-4367-904C-AE58428F943F
14816,L101799,L101799-C942DB87-50F3-4DA9-B73A-7AB6B9C5AE12
14817,L101800,L101800-5830F199-6934-4AE0-94D3-548B995B0A44
14818,L101801,L101801-F42BEAC7-05C2-45ED-BCB2-54B3F3620040
14819,L101802,L101802-9F417B3E-783E-400C-81DC-E402B75966C0
14820,L101803,L101803-70D96A13-72A2-41AF-84F5-B931D6B89A0C
14821,L101804,L101804-6F09300F-74FB-4421-9739-BEE073637DE8
14822,L101805,L101805-91204DAE-A81F-4A4A-A497-F71146F14A77
14823,L101806,L101806-B0E0628E-B9B6-416E-AF7E-A8E34556EB83
14824,L101807,L101807-33734C43-9224-4F71-AEE5-4E6FDCA004D0
14825,L101808,L101808-02EAB3F1-D2C4-4B88-B8D9-62F28B61C10B
14826,L101809,L101809-8909AD45-94BE-4E4E-ACAF-9A9E1683C1B9
14827,L101810,L101810-42DCB53F-8A6A-4A74-BB96-36463FC059E2
14828,L101811,L101811-4E911F55-95F7-4F84-9E0E-0487BF9CF4DE
14829,L101812,L101812-10043D36-B314-4BE1-9897-0CA76AA92FD4
14830,L101813,L101813-DFBEED6D-EE38-4B0B-855F-E878AFFA8910
14831,L101814,L101814-C7F1A897-6DCA-4D47-B4CB-82EC0BFEF484
14832,L101815,L101815-1E20DC58-5D2B-4CD5-9131-9B853ECE6824
14833,L101816,L101816-7587D0EE-44CC-4E0C-9123-9AF398F708B9
14834,L101817,L101817-20CCCA45-82A9-45E1-84B9-FDFCB7C4B6BD
14835,L101818,L101818-734157D1-8CC7-4DB0-B63A-ECC27FA08F7C
14836,L101819,L101819-46FCFF74-12B7-4389-97A1-37DB75213184
14837,L101820,L101820-C2FE0297-ED90-401D-ACF8-D470D0B0D520
14838,L101821,L101821-E6AA28D7-8CD4-4F02-BB33-210636C26954
14839,L101822,L101822-0E6843D3-6607-41A8-ACC1-57EC66551B4D
14840,L101823,L101823-44F6F6D6-1945-4F49-B72F-180F82630BF3
14841,L101824,L101824-182AF3DB-F572-473F-9C7C-08FBD5FB9F85
14842,L101825,L101825-5CE98663-16BD-4EC9-8C86-2516EB7378F9
14843,L101826,L101826-A8DE4E20-4D35-41A2-9B17-A87B664A4CD9
14844,L101827,L101827-AB263A80-56C0-44D3-BED6-DCC81BF99134
14845,L101828,L101828-FA75C064-6B1C-462C-B5BC-E22FA1EACF82
14846,L101829,L101829-0EDB360A-2491-4525-A5EA-B338EE0842B0
14847,L101830,L101830-7BE00C6F-344F-454A-BFBE-0D888A22888A
14848,L101831,L101831-D81DE02C-B354-4E84-A551-EA0352CD980D
14849,L101832,L101832-9EF47D55-6774-4112-9BE0-0DFDE71F934D
14850,L101833,L101833-9AFE8BC9-8334-46C5-9331-417230D429AD
14851,L101834,L101834-D320E061-DD17-4B5B-9014-06F0D34B2CE7
14852,L101835,L101835-80FC96EB-D508-44BE-BC9F-12582FF5DE37
14853,L101836,L101836-8A20C0C1-F076-4B93-B74C-C14D2C8603B9
14854,L101837,L101837-AC6C64AD-1B04-428F-86DE-3D98CE0B1B29
14855,L101838,L101838-A7C98247-4742-489D-A6A7-19E07FC4AA1D
14856,L101839,L101839-ECB2DB23-54A5-42C7-AF3E-05E737121C7A
14857,L101840,L101840-1BA005CB-61E0-482E-8F6F-8EDD55DA96F9
14858,L101841,L101841-40FE3343-B031-4B65-9E98-C2B6B5AC3EF2
14859,L101842,L101842-D2FF06F5-BB2D-48EC-B246-05697333B8F5
14860,L101843,L101843-D9BACF10-8C6B-475A-B4B3-77A0CE39FAA0
14861,L101844,L101844-2B5B6080-DD91-4A55-B941-CC64A6D0ED1A
14862,L101845,L101845-6D25DC7A-C119-459E-BEE3-4D6EB10D4173
14863,L101846,L101846-11149686-EBF5-4087-925F-97E56C88BE31
14864,L101847,L101847-D81BED42-FA22-4CF4-B672-E0BEB1C9B52F
14865,L101848,L101848-A71258B1-0061-4ED3-A5C8-70924437B3D8
14866,L101849,L101849-36431738-ED86-4602-96C3-C6D5862B9401
14867,L101850,L101850-D6EFBC88-111D-4C8C-9570-3C8351FD27A4
14868,L101851,L101851-AAA08721-79D7-4980-A398-D3BB03879402
14869,L101852,L101852-26A588AC-541E-4FB8-A098-BEB8218231BD
14870,L101853,L101853-CC244413-BED3-4919-B3E4-0D14270861CF
14871,L101854,L101854-D9D9B05B-0A2D-4708-84BD-95718E2E1CFF
14872,L101855,L101855-01D11D5E-13E7-4490-AC63-1D380128492E
14873,L101856,L101856-6809AC12-B3B0-4D99-9664-BF117782AEFF
14874,L101857,L101857-FBEDEBCA-603B-44BB-B609-A8B58F1C688F
14875,L101858,L101858-5490DB16-B5D4-4A95-A80A-18C74C649F17
14876,L101859,L101859-EEC8404E-B9BB-46A9-914F-9890F1963B57
14877,L101860,L101860-06AF14F7-1352-44B1-93E1-F7348DECE56A
14878,L101861,L101861-7FA79D5F-0B82-4A58-B516-C2130CDDFC43
14879,L101862,L101862-D00E8F79-BC05-4B47-8487-8FFF66A8B6D0
14880,L101863,L101863-1B67E944-A440-432E-BFF8-916DF876656C
14881,L101864,L101864-655782DC-591A-45F0-941B-A4D410B1872E
14882,L101865,L101865-B29817B8-42B6-413B-8044-C971A6F0351A
14883,L101866,L101866-5C99E8EE-6ED2-466A-9175-F1F2F972AC3B
14884,L101867,L101867-906235A0-A533-410F-B8EC-3A950F883F79
14885,L101868,L101868-7C0A444C-7157-4B98-8F3D-E80261A53B9D
14886,L101869,L101869-E98028CA-FA81-488E-AB87-2C5159FDAC74
14887,L101870,L101870-B4C0BB78-9319-4FB7-AC89-39D828A970B7
14888,L101871,L101871-C27089E2-BF3C-4796-B576-1E3C62D7681B
14889,L101872,L101872-6E84CE67-0339-488B-947F-E7CA82F61BA2
14890,L101873,L101873-00585589-0351-436D-AE34-A2444BD6C110
14891,L101874,L101874-D489D206-76A7-4177-B6C1-CD871951109A
14892,L101875,L101875-B2524E29-8C62-4385-919C-52175DBE18B1
14893,L101876,L101876-E0AEF4C8-1ECD-4861-AB25-263A7F9B926F
14894,L101877,L101877-E23ACEF1-D8E1-4193-B8D6-08CAB146F6F6
14895,L101878,L101878-347DB7F5-B1A5-454F-AF65-6D8D3242DF85
14896,L101879,L101879-8D4463B3-C908-4DCB-94A6-173992708E53
14897,L101880,L101880-8A9A9441-E5EC-423A-995F-B440E43952FA
14898,L101881,L101881-6A9BCDE1-F3E6-4BA7-80CE-0ABA7D6EFAF9
14899,L101882,L101882-BE9D6303-5ABE-4E63-AA65-15392939C91D
14900,L101883,L101883-41C98611-AED7-4A9F-B77E-3FC1A39614C1
14901,L101884,L101884-A0B865AB-EE18-4F10-86C3-2CFA819FAFEE
14902,L101885,L101885-1AE956DA-D2B8-4E3E-9D93-705F1AC1D92F
14903,L101886,L101886-A97EFD0D-7481-4849-BFBA-C01B5FD55D50
14904,L101887,L101887-73E84001-03ED-4B85-85C4-E74976D2B8D0
14905,L101888,L101888-C16665A1-D608-4041-A1B5-D7553E00B277
14906,L101889,L101889-F010E8E3-D312-449D-9569-A95E84AC2B26
14907,L101890,L101890-8A664677-0E5D-4959-A204-80E46F2E0871
14908,L101891,L101891-F65C476A-8695-4ED1-842C-5D92BB48B386
14909,L101892,L101892-61AC0E3E-CCA0-4BD7-915F-42238752A483
14910,L101893,L101893-A64E116C-16D3-49F3-9359-C53DA49E3C21
14911,L101894,L101894-98111805-0676-4536-97C6-874CE92E0C7E
14912,L101895,L101895-9EAA32C0-3ADD-4E7F-B65C-4BB51EF810F6
14913,L101896,L101896-D2B48218-C494-4ABC-BD66-E23736EAA9B7
14914,L101897,L101897-904EB45D-C899-4F67-BBA4-14B26D0083DC
14915,L101898,L101898-B2A744F8-8B5C-4D7A-A7F5-EA4DC58426DA
14916,L101899,L101899-FBDC0F37-8637-4039-A843-78DC495390A2
14917,L101900,L101900-5CDFA6F1-D02C-48FF-A03C-1869A29A7D8C
14918,L101901,L101901-42CF6B75-6794-452E-98F0-1EBB6D29C585
14919,L101902,L101902-7F7665C3-4F0F-4EF0-B869-7686AA322222
14920,L101903,L101903-53F3FA60-3902-439C-A2F0-01C943F62F1D
14921,L101904,L101904-FE048CD0-FCD4-4E57-B7E1-3ED29B231B98
14922,L101905,L101905-C4ADE89C-6CF9-410F-9CA1-B2D7B6F57585
14923,L101906,L101906-4F2B360C-DDAB-42FA-8B86-7D53D010123F
14924,L101907,L101907-8E18E2BE-8D6E-494C-86FC-6A9233A26B2E
14925,L101908,L101908-57CFCEB5-4912-4883-9837-A9411D15F376
14926,L101909,L101909-99D843B0-79F6-48E0-BCE6-FD8B564E1EE5
14927,L101910,L101910-5E6060A8-07B7-4568-8D01-21BE24117312
14928,L101911,L101911-E55A8D64-57C1-4086-AF07-940358333ECC
14929,L101912,L101912-CBF54268-DF7D-40A9-8E71-E1C7015EF2E9
14930,L101913,L101913-853B63CE-D5D6-453C-B1F5-C86BBA066A93
14931,L101914,L101914-5B3C8627-706D-4631-9FA5-930C559D650E
14932,L101915,L101915-A2B6B12D-5501-4130-9FD3-C1F815C07D16
14933,L101916,L101916-99AE8A21-EC63-4405-9D4D-6C7E2DF8B79A
14934,L101917,L101917-BDD3ABA3-0FE6-48C9-B40C-67C03EA99305
14935,L101918,L101918-0354C43C-38B6-4B7D-B4A6-3836C5F1BCC9
14936,L101919,L101919-CC2D6ED6-D14C-4FD0-8E84-5349053BABD9
14937,L101920,L101920-C848A58C-5AAB-4293-9353-D6E8135CA75F
14938,L101921,L101921-DAA749EC-A33F-42A9-AB2F-C31F03B1E137
14939,L101922,L101922-309C755F-55CA-41F7-8EE9-D811A4BA1E4F
14940,L101923,L101923-C7781518-1247-4E42-8656-2A2D5947B180
14941,L101924,L101924-D4A643B7-BCFE-4F10-9668-28C1BDAD091F
14942,L101925,L101925-88B2D034-EE2D-4BFE-962C-FDD7EEC88111
14943,L101926,L101926-8A1C80E2-8A58-48BF-918E-0E7DD67449AC
14944,L101927,L101927-D0290EB0-9167-4C3D-8726-624ECFC1925A
14945,L101928,L101928-8E20D09F-6931-4EFA-AEEF-8122F682A43E
14946,L101929,L101929-583B5B2D-8A28-4AC0-B824-2BCB53EBAC04
14947,L101930,L101930-772DCF00-1500-44F9-B83E-B0136D5CFE9A
14948,L101931,L101931-4D43D1AC-638E-4502-9C21-FCBB8D3813F0
14949,L101932,L101932-2D05CB16-BF4F-430D-90AC-5661767C1277
14950,L101933,L101933-22F89289-2AEF-4B1D-A1A0-0BA21D038BF8
14951,L101934,L101934-CDAACB0B-4A95-4CDE-8ED1-40F91C7FC53B
14952,L101935,L101935-FF014E26-3119-4F1A-BD96-7F1FF237EA3A
14953,L101936,L101936-9910FF29-10DA-47BC-9052-FC975572A722
14954,L101937,L101937-D561B390-6439-47B5-AA21-9BE724544712
14955,L101938,L101938-3FC33AA8-3B03-4D16-B2AB-32B8F08F9722
14956,L101939,L101939-AFE85E10-FA36-408E-9001-683B3057670D
14957,L101940,L101940-27A56240-3EEC-453C-8359-92BA65F98015
14958,L101941,L101941-119641D8-D27C-4A99-810C-F32E6DCF05AD
14959,L101942,L101942-75492961-82FF-43B4-A2B6-A3DEFD60A2FB
14960,L101943,L101943-57CE7704-6E9A-4D07-871D-3B75E627F73B
14961,L101944,L101944-8AFF097A-27F6-4A72-A48A-6B509687BD03
14962,L101945,L101945-8886F2E9-DC3B-42F9-B202-53FEB01D4383
14963,L101946,L101946-B4185975-86D6-4F70-947E-3512D15A027E
14964,L101947,L101947-F5D46697-7DF3-4546-9ECC-615CE4F25DFF
14965,L101948,L101948-D39FD060-F8BA-455F-AC31-0C342E28D9EF
14966,L101949,L101949-54E3EF2A-914A-464C-9F8D-1776C0F1A28E
14967,L101950,L101950-1F36FE35-45BF-4215-8D7A-B3CBA56DF055
14968,L101951,L101951-A9FD07D7-AA39-4F9E-8C98-038A7F581E3B
14969,L101952,L101952-831A1CAB-D2D9-4751-A633-9ED3AD2F4DBC
14970,L101953,L101953-F646CBBA-F888-4496-BE39-292548E8D26F
14971,L101954,L101954-2DCA317D-6818-43C1-9F9B-60BB82C20B94
14972,L101955,L101955-F6E6058B-0CD3-4DA0-9B02-AF1745CC1D2B
14973,L101956,L101956-52E02790-45B3-406F-8EA7-D64A3E79BB99
14974,L101957,L101957-E2BFE57E-798D-47D5-9CE8-0EEEB27FDBD5
14975,L101958,L101958-A3362BF9-27E8-43A7-8ED3-07A7FC6C9639
14976,L101959,L101959-47B2AAD7-63A3-48CD-944C-20F7541EBF07
14977,L101960,L101960-BC5A823F-EEAA-4F4F-8F6C-B1662ACEAC85
14978,L101961,L101961-CC5F9DB2-96B3-4D63-9923-5F93EDB9474F
14979,L101962,L101962-1343A99F-B3CF-4077-A518-758A815147D6
14980,L101963,L101963-457871CB-83E4-4186-A126-3B7C99B58D7C
14981,L101964,L101964-16332300-88E2-4CC7-BB0C-451FA8ED1890
14982,L101965,L101965-0D0E92D0-6117-4A06-824F-D3C6B46E748A
14983,L101966,L101966-15533EFB-4DB7-4420-8EEB-57E299DE42A6
14984,L101967,L101967-1C8D0C86-250B-4988-8799-CD2B9DAD379E
14985,L101968,L101968-8AD95391-8C56-4975-B6F3-57035F0A9D5E
14986,L101969,L101969-1AE87FCD-08DA-48ED-B9CE-8E9A682685B0
14987,L101970,L101970-18DA96C1-C437-47E1-86DF-BA55609B3CDD
14988,L101971,L101971-65508F24-838F-43DD-9182-76A5757032AD
14989,L101972,L101972-51014C03-0ED8-48D9-A304-FC004BA46C3D
14990,L101973,L101973-97BEA72D-EA02-48EE-9ADE-DFF505E6D546
14991,L101974,L101974-C465FBD1-6333-41E9-8D54-C806049BA6AE
14992,L101975,L101975-2427FECB-223C-455A-9378-4607AE77F608
14993,L101976,L101976-D9A118C7-60C1-4404-A7B9-DC9DA153E23E
14994,L101977,L101977-D6BD83E9-D783-4924-A649-8470BD899BE7
14995,L101978,L101978-9FA8123E-4920-4560-8198-6597164F5D1D
14996,L101979,L101979-4BDB3E73-1065-4207-B8E5-B5908919A950
14997,L101980,L101980-8B3F22B0-68E5-463A-8833-6AD47FDB1ECC
14998,L101981,L101981-7655E28E-2C5E-46DA-93C1-E14C879B1E30
14999,L101982,L101982-91BCF4F4-2C0C-457C-934E-FE83555C96AC
15000,L101983,L101983-3152B457-7AC1-4910-BA09-0D76F2AD61D6
15001,L101984,L101984-31FE259B-708B-42EC-B148-4092C5D334E6
15002,L101985,L101985-B98FF4C2-7603-4105-A193-C0BD5A6D098A
15003,L101986,L101986-80AE3F32-E90B-4B77-B748-625CB23525FD
15004,L101987,L101987-59D0021F-9D10-4D91-B244-865AC9575499
15005,L101988,L101988-54C23EC3-620C-4C6E-8878-019C74A6AA21
15006,L101989,L101989-8BC27022-2BAA-49F5-BFC0-9555B2A28A92
15007,L101990,L101990-B290FB05-5AC6-46A1-960F-77859948FA13
15008,L101991,L101991-013EC5DC-6D9E-4731-859D-3DB443D00C07
15009,L101992,L101992-ED563BC1-FC66-4C84-97AF-0F0B535BF87C
15010,L101993,L101993-1E9BD5D4-297F-46DB-A24C-713D2AF9DBDA
15011,L101994,L101994-D79E0F9D-FF62-45A2-892B-5A3FDF439218
15012,L101995,L101995-31836957-9A92-44D9-A03E-D6524DB15E79
15013,L101996,L101996-C9A83A83-65ED-472E-8DE0-87FFE1A763C9
15014,L101997,L101997-2EFA45A2-9E29-4881-BA05-A06579FC403E
15015,L101998,L101998-DA775C8D-7A86-4225-A196-90D1E6EFB438
15016,L101999,L101999-9A4EC321-FB33-4230-9591-E9F11A16F9BB
15017,L102000,L102000-6D66E822-7ECD-449A-BDD2-611003AF30D0
15018,L102001,L102001-4F6E6674-BCE3-4F43-B5FA-AF2F9B1296AE
15019,L102002,L102002-F9A60D00-EDAB-4862-9362-66DDDC9C22A5
15020,L102003,L102003-1C10FBF2-B85B-4758-8B87-D00A401492F0
15021,L102004,L102004-063F2372-10F7-4E02-9B24-AB41E77EADE7
15022,L102005,L102005-8408D119-350C-4E02-A277-6F5A6FA1DE87
15023,L102006,L102006-BF856909-AE69-4A5B-BE15-956A688DD014
15024,L102007,L102007-ECD40725-65FE-4608-AFB0-F2B76A0911CE
15025,L102008,L102008-2CB81992-F693-41B6-BB4A-AD51EC53F6A5
15026,L102009,L102009-E7617560-A0D2-4B45-889B-E224FD1214D8
15027,L102010,L102010-F5F36F4A-60C0-4EA6-A634-A7D5990FF830
15028,L102011,L102011-CCF0C55B-B671-436F-B240-D12FC730718D
15029,L102012,L102012-C2058B22-B6DD-4A45-90BF-97EE722D99EB
15030,L102013,L102013-8F956A27-6F5C-4D69-A16E-BEB5AA9B2AEF
15031,L102014,L102014-2D392762-03C4-4E4D-979F-5EA7FD7814EA
15032,L102015,L102015-B6E4CB0C-458E-42F1-94E5-CE633523D6FA
15033,L102016,L102016-28E57915-68FF-430B-A7CC-080E3B602A2F
15034,L102017,L102017-F43B71D4-22B0-44F0-AD4D-C6573E5A2C8C
15035,L102018,L102018-043FE9B7-E293-456E-A45D-EB87EEBB4A0B
15036,L102019,L102019-EAAE5595-C05B-4A19-A18A-2CB1DD7766E9
15037,L102020,L102020-4BF88CF5-A33B-4221-B23D-756B8484B345
15038,L102021,L102021-DA1E5B29-81B1-4D15-B4B1-43B954614DCF
15039,L102022,L102022-9E02CE49-565B-4311-885B-94C6F37E1553
15040,L102023,L102023-C398409D-F46E-41D3-84C5-0E1A5B6BCECA
15041,L102024,L102024-C1EB5E83-C0C6-4133-99C0-9A1AA55777AB
15042,L102025,L102025-A43A62B1-0647-42B2-9637-381BBE9CBE4B
15043,L102026,L102026-63F88545-8609-43DE-8768-DE0A8F6C513E
15044,L102027,L102027-15603459-2FEF-4038-9FED-59A2488F8554
15045,L102028,L102028-AE574E68-6968-407B-8DA0-60B7F60B9CE6
15046,L102029,L102029-F9FF8C2F-9269-4617-BBED-E47FF8153C12
15047,L102030,L102030-BB3E9597-B20D-4A34-9C6A-7DFEE6DE3D1F
15048,L102031,L102031-DBA7801C-BF22-4335-87F0-BF3215EC237F
15049,L102032,L102032-2FA44A34-4DC9-411B-B787-BD189266C39F
15050,L102033,L102033-35B5B897-92A6-4106-B5DA-D3CD52CAF7DB
15051,L102034,L102034-E9591E3F-C68B-488E-8D90-ECA3C5131B49
15052,L102035,L102035-8D876CAC-0424-4F94-9B63-BE40226FAD6D
15053,L102036,L102036-02B3D4C2-6A51-4551-B86F-EAD336648060
15054,L102037,L102037-036A718D-903D-468E-ACB5-67EB305DB13C
15055,L102038,L102038-D22E2DAC-AA3B-4DCB-958A-6F026453BB59
15056,L102039,L102039-2FE38EC9-78C9-4EE9-959D-9CB31C3BB3FF
15057,L102040,L102040-006F0CEA-B393-4A59-9871-D382467BD2A9
15058,L102041,L102041-B2E896B6-4F8C-454C-897F-23AD9016CE4F
15059,L102042,L102042-9DB0D4B0-CEDC-4582-AA9E-F0D6704BBFCC
15060,L102043,L102043-0E15F12C-23B2-4477-962F-ADDFAB3087A2
15061,L102044,L102044-74C0285C-5C3B-4AEE-8CEA-F77C3D44B6B2
15062,L102045,L102045-AE261164-3957-4440-833E-B92D12BAFFD4
15063,L102046,L102046-A12AB8F8-F325-4C0F-B7C6-F5DAB6CE73BF
15064,L102047,L102047-94A1A73D-5BE9-43AA-8DAC-73E9CA998259
15065,L102048,L102048-6704BEBF-0B12-4D74-8E93-65E610C0FBF8
15066,L102049,L102049-A1953C9C-2DB6-41C6-ABF4-1347C94BD05C
15067,L102050,L102050-171C11B4-0EAD-41A0-A714-361E7C8A7C92
15068,L102051,L102051-AA287CA5-93F4-42E8-854E-4EE1EAE5093A
15069,L102052,L102052-7EA94CB5-6C4C-4DEF-B0ED-17B68354BB3B
15070,L102053,L102053-60115EFB-9B18-4A98-A686-EB2A16313018
15071,L102054,L102054-F1A841CE-FD6C-46AD-AE44-AD5686AC41C2
15072,L102055,L102055-A8315698-4A49-45F5-8DC8-580DB82803AC
15073,L102056,L102056-DC818B5B-B100-45FA-BD40-BCB1D9BF9A18
15074,L102057,L102057-2755FD29-04AC-47C4-A755-725C1962C793
15075,L102058,L102058-625CFFE8-FA79-409D-8029-BF4369D84ECB
15076,L102059,L102059-AF4876E0-51E5-4D23-A9CD-F9D0D209411A
15077,L102060,L102060-4BCE3A1C-7C9F-49BE-8CFD-FE4E03ABF44D
15078,L102061,L102061-5385BED7-1319-4D02-9BD2-AC99E050329F
15079,L102062,L102062-2B6A9D58-5B6B-40B0-87B8-3995DDA3F047
15080,L102063,L102063-D6394ACD-8BF1-4801-9096-5A7F0F36EB31
15081,L102064,L102064-ACE485A3-340E-49D5-A155-D89750B9D210
15082,L102065,L102065-89D06540-1C46-4DC9-9ABC-2661491734F4
15083,L102066,L102066-8108C8E2-1C50-4A79-82BF-C2AFF0C34676
15084,L102067,L102067-DEC8368C-A09C-4B25-B6E6-7A6D4C4A082E
15085,L102068,L102068-869D7F7F-AF1B-4AD8-9986-1AC2E77CF2D7
15086,L102069,L102069-A263A08C-13C3-430E-AB52-7175F26CC9AD
15087,L102070,L102070-472673DA-B386-49FD-901F-9D0DF3AECDBF
15088,L102071,L102071-6BC64290-7585-4567-B0F5-F7EE3FF7314E
15089,L102072,L102072-39A39226-EA9E-4A26-A62D-42D89117F1DD
15090,L102073,L102073-F4BF3F62-1DAF-4B58-8390-825A3D4914B1
15091,L102074,L102074-1F6D4BD1-292D-46D5-A44B-0057374B8FDC
15092,L102075,L102075-3CDDF589-BB41-4DF9-B096-81F2C5B8227B
15093,L102076,L102076-44FB3E4E-427F-4CDF-A2BC-92BB18BD156C
15094,L102077,L102077-29820234-8A80-4C48-BE2D-67FFB0CB26F4
15095,L102078,L102078-C29DE6C7-3532-4AE4-8685-7D04AE838DE8
15096,L102079,L102079-B4D2BB8E-E650-47BB-91B0-80B5C375B7FB
15097,L102080,L102080-F9AFE99F-55F7-4F28-8921-4094677BE7CB
15098,L102081,L102081-96F28761-4E00-428A-9A02-C85C71AE636E
15099,L102082,L102082-E93BEDB1-CFC1-4896-B2FE-DD02813DDB3E
15100,L102083,L102083-5AF68B8B-4390-4647-828C-FDFC98BC5D65
15101,L102084,L102084-8079930B-74A1-401F-B1D8-82F0619927BB
15102,L102085,L102085-202E4F85-1170-4974-87C5-624EE348B4D0
15103,L102086,L102086-F74B34D9-4A94-4874-906D-3C67AC839773
15104,L102087,L102087-0C05E63C-FAED-453B-9D15-1A1588C8D99E
15105,L102088,L102088-5ABD994D-E2E0-49D8-ABC7-689F576222B8
15106,L102089,L102089-56E01762-A85F-45F2-B59B-3152D617CAFE
15107,L102090,L102090-4346CD32-90FB-402A-BD3B-4EAFFBE2A99C
15108,L102091,L102091-265AE60E-5CEE-450A-A7DE-97F7468D0368
15109,L102092,L102092-C2FC49B4-70E8-4C51-A0DF-33AB8BC5314E
15110,L102093,L102093-E0F0BF6B-D192-48D3-9F94-02430C0DDA9F
15111,L102094,L102094-90E93394-155A-4028-8B8B-4968F09808DE
15112,L102095,L102095-328D74DF-773A-467F-B7CA-97AC74C26D6A
15113,L102096,L102096-8EF9DA1F-3F00-4AD5-BE65-075389A3D90D
15114,L102097,L102097-805A3489-0505-4A84-8D2E-131C10164AF7
15115,L102098,L102098-D56E4AF2-B4FA-426A-941C-BCD23D1048DF
15116,L102099,L102099-8B98EAB6-FE0E-42DB-A7FF-F58D429C7FCF
15117,L102100,L102100-14C88B55-3BB2-40B2-A4E3-DEF493BAF44C
15118,L102101,L102101-4C974F7E-F868-41A0-8CB1-76A1B4202A5A
15119,L102102,L102102-0C981F0E-4776-42F4-B031-B518D43B8E72
15120,L102103,L102103-081CD422-EA68-4EE3-8184-86A572E3C6FE
15121,L102104,L102104-3B47F2E5-3F03-466A-95CE-D03066076E30
15122,L102105,L102105-8644F23A-AFA6-447B-BC49-DF7916FE386D
15123,L102106,L102106-AEDCE58C-E4D6-4D5C-89A7-433CD3876EB6
15124,L102107,L102107-8D394FE0-3EA5-4E5F-B207-3088B73E5F00
15125,L102108,L102108-4FDB3033-6951-405E-924E-169E7C719AC7
15126,L102109,L102109-D4E695C8-9C90-4124-95BB-C615962BCFBB
15127,L102110,L102110-9162964A-33C9-4503-BD8C-901E8AACE00D
15128,L102111,L102111-6EBEDCCD-0E67-438C-A2CF-583BC40D7A50
15129,L102112,L102112-CD8D195A-5ABD-494D-834E-8A11048230CA
15130,L102113,L102113-2DE437FF-229F-41AB-92F4-735500187F8B
15131,L102114,L102114-C1BFAEA0-0BEA-408C-945F-444D23F3AF91
15132,L102115,L102115-4404A4A7-0354-4BD1-8A63-F3415848F242
15133,L102116,L102116-F218B8ED-D9A5-4E46-8A3F-5D6F929D73C7
15134,L102117,L102117-555516A5-AB28-4F87-A48F-0324F24E0253
15135,L102118,L102118-447DF943-B3E7-4970-A122-0D36F62BA05C
15136,L102119,L102119-B8AB32C3-CF07-42A1-8D91-8555C251C322
15137,L102120,L102120-6E34AA4A-8A8A-47B4-A808-4FDFB988212F
15138,L102121,L102121-1D7F1C12-5747-4BC5-8FE5-F9CFA90D67F4
15139,L102122,L102122-129D0F2A-4263-46E8-BC19-5902B5828D96
15140,L102123,L102123-3D4A099E-B963-408B-B599-17E4F8801B53
15141,L102124,L102124-C2450847-86AC-4F8C-8A73-3B15A846869E
15142,L102125,L102125-30753DB2-A5AC-41D5-BC2F-36B3EFCB3F56
15143,L102126,L102126-AE9FBEB6-B26D-43C4-884F-5D6A797A2DA8
15144,L102127,L102127-8669D3E5-ACBA-4006-9A3C-6BC83FE16BA9
15145,L102128,L102128-9434C7D8-370B-4A39-AD47-0F4EA5249A26
15146,L102129,L102129-1A855EC3-24BD-442C-9A54-ED6092302DCB
15147,L102130,L102130-647C3BC5-2529-4CAF-AEA6-475CFCF7B879
15148,L102131,L102131-1BAE5FB9-C7DC-4A23-A4C3-8FE5A8AD8E5A
15149,L102132,L102132-030BCD7F-24C6-44BB-BC3D-35E5021AB732
15150,L102133,L102133-14F17ED3-2356-4035-BE41-9DFA6E0C04B1
15151,L102134,L102134-08202CC1-52BE-49DC-868B-5AD8D03929B0
15152,L102135,L102135-FF6AF200-CA66-40F6-AD84-E5AEF7DA8AA3
15153,L102136,L102136-78BB4872-7BD5-4024-B371-5364412C024B
15154,L102137,L102137-7A6A8717-BAAA-4A96-8D54-904AF00D8F33
15155,L102138,L102138-99FFE1DC-3D9C-4DBD-8828-8877087F1B94
15156,L102139,L102139-56736041-0725-48E1-BC03-E63F18782757
15157,L102140,L102140-09960FC1-92D4-4842-A93B-5891C9B4DE2E
15158,L102141,L102141-E8676D5C-9587-4339-BED6-1E6CD8AF6C4E
15159,L102142,L102142-F67589EE-DEA8-41CF-92A0-17E441DBD29D
15160,L102143,L102143-B007E606-A130-4391-9DFB-6C62C9BC94EE
15161,L102144,L102144-6E2242EC-3687-4641-8A04-4E44563ED79E
15162,L102145,L102145-D9FE37A5-2246-4AAB-9409-F5464CF0D7FC
15163,L102146,L102146-22EA7C55-FF24-4CB1-B051-286E5872FF72
