id	lemmaRaw	wr	upostag	lilaRef	matchType	modLemma
382	aequaevus, -a, -um:	aequaeuus	ADJ	lemma/87820	ONE	NULL
383	aequālis, -e:	aequalis	NOUN	lemma/5943,lemma/87821	*many*	NULL
384	aequālitās, -ātis,	aequalitas	NOUN	lemma/87822	ONE	NULL
385	aequātio, -ōnis,	aequatio	NOUN	lemma/87829	ONE	NULL
386	aequē	aeque	NULL	hypolemma/1229,hypolemma/56943	*many*	NULL
387	aequiparo	aequiparo	NULL	lemma/87859	*one*	NULL
388	aequitās, -ātis,	aequitas	NOUN	lemma/87865	ONE	NULL
389	aequo	aequo	NULL	lemma/87869	*one*	NULL
390	aequor, -oris,	aequor	NOUN	lemma/87870	ONE	NULL
391	aequoreus, -a, -um:	aequoreus	ADJ	lemma/87871	ONE	NULL
392	āēr, āeris,	aer	NOUN	lemma/87873	ONE	NULL
393	aerārium, -i,	aerarium	NOUN	lemma/87881	ONE	NULL
394	aerārius, -a, -um:	aerarius	ADJ	lemma/87878	ONE	NULL
395	arātus, -a, -um:	aratus	ADJ	hypolemma/3254	ONE	NULL
396	āëreus, -a, -um:	aereus	ADJ	lemma/87885,lemma/87894	MANY	NULL
397	aereus, -a, -um:	aereus	ADJ	lemma/87885,lemma/87894	MANY	NULL
398	aerifer, -fera, -ferum:	aerifer	ADJ	lemma/87889	ONE	NULL
399	āërius, -a, -um:	aerius	ADJ	lemma/27782,lemma/87894	MANY	NULL
400	aerūgo, -inis,	aerugo	NOUN	lemma/87909	ONE	NULL
401	aerumna, -ae,	aerumna	NOUN	lemma/87911	ONE	NULL
402	aes, aeris,	aes	NOUN	lemma/27789,lemma/87918	MANY	NULL
403	aesculētum, -i,	aesculetum	NOUN	lemma/87923	ONE	NULL
404	aesculus, -i,	aesculus	NOUN	lemma/87927	ONE	NULL
405	aestās, -ātis,	aestas	NOUN	lemma/87931	ONE	NULL
406	aestifer, -fera, -ferum:	aestifer	ADJ	lemma/87932	ONE	NULL
407	aestimātio, -ōnis,	aestimatio	NOUN	lemma/87934	ONE	NULL
408	aestimātor, -ōris,	aestimator	NOUN	lemma/87935	ONE	NULL
409	aestimo	aestimo	NULL	lemma/87940	*one*	NULL
410	aestīva, -ōrum,	aestiua	NOUN	lemma/87946	ONE	NULL
411	aestīvus, -a, -um:	aestiuus	ADJ	lemma/87945	ONE	NULL
412	aestuārium, -i,	aestuarium	NOUN	lemma/87948	ONE	NULL
413	aestumo	aestumo	NULL	lemma/87940	*one*	NULL
414	aestuo	aestuo	NULL	lemma/87951	*one*	NULL
415	aestuōsus, -a, -um:	aestuosus	ADJ	lemma/87952	ONE	NULL
416	aestus, -ūs,	aestus	NOUN	lemma/87954	ONE	NULL
417	aetās, -ātis,	aetas	NOUN	lemma/87955	ONE	NULL
418	aetatula, -ae,	aetatula	NOUN	lemma/87956	ONE	NULL
419	aeternitās, -ātis,	aeternitas	NOUN	lemma/87959	ONE	NULL
420	aeterno	aeterno	NULL	lemma/87960,hypolemma/112819	*many*	NULL
421	aeternus, -a, -um:	aeternus	ADJ	lemma/87961	ONE	NULL
422	aether, -eris,	aether	NOUN	lemma/27809,lemma/87965	MANY	NULL
423	aetherius, -a, -um:	aetherius	ADJ	lemma/87966	ONE	NULL
424	aevum, -i,	aeuum	NOUN	lemma/87978	ONE	NULL
425	Afer, Afra, Afrum:	afer	ADJ	lemma/7013	ONE	NULL
426	affatim	affatim	NULL	lemma/90910	*one*	NULL
427	affātus, -ūs,	affatus	NOUN	lemma/91030	ONE	NULL
428	affēci	affeci	NULL	lemma/88003	*one*	NULL
429	affectātio, -ōnis,	affectatio	NOUN	lemma/87990	ONE	NULL
430	affectio, -ōnis,	affectio	NOUN	lemma/87993	ONE	NULL
431	affecto	affecto	NULL	lemma/87998	*one*	NULL
432	affectus, -a, -um:	affectus	ADJ	hypolemma/1373	ONE	NULL
433	affectus, -ūs,	affectus	NOUN	lemma/27876,lemma/87975	MANY	NULL
434	affero, attuli, allātum	affero	VERB	lemma/27882,lemma/88001	MANY	NULL
435	afficio, -fēci, -fectum	afficio	VERB	lemma/88003	ONE	NULL
436	affictus, -a, -um:	affictus	ADJ	hypolemma/1377,hypolemma/1383	MANY	NULL
437	affīgo, -fixi, -fixum	affigo	VERB	lemma/88006	ONE	NULL
438	affingo, -finxi, -fictum	affingo	VERB	lemma/88009	ONE	NULL
439	affīnis, -e:	affinis	NOUN	lemma/88010	*one*	NULL
440	affinxi	affinxi	NULL	lemma/88009	*one*	NULL
441	affirmo	affirmo	NULL	lemma/88015	*one*	NULL
442	affixi	affixi	NULL	lemma/27936,lemma/88006	*many*	NULL
443	affixus, -a, -um:	affixus	ADJ	hypolemma/1377	ONE	NULL
444	afflātus, -ūs,	afflatus	NOUN	lemma/91031	ONE	NULL
445	affleo	affleo	NULL	lemma/88021	*one*	NULL
446	afflicto	afflicto	NULL	lemma/88023	*one*	NULL
447	afflictus, -a, -um:	afflictus	ADJ	hypolemma/1407	ONE	NULL
448	afflīgo, -flixi, -flictum	affligo	VERB	lemma/88026	ONE	NULL
449	afflixi	afflixi	NULL	lemma/88026	*one*	NULL
450	afflo	afflo	NULL	lemma/88027	*one*	NULL
451	afluens, -entis:	afluens	NOUN	hypolemma/1435	*one*	NULL
452	affluo, -fluxi, —	affluo	VERB	lemma/88030	ONE	NULL
453	affor	affor	NULL	lemma/88034	*one*	NULL
454	affore	affore	NULL	lemma/27973,lemma/87642	*many*	NULL
455	affūdi	affudi	NULL	lemma/88041	*one*	NULL
456	affui	affui	NULL	lemma/87642	*one*	NULL
457	affulgeo, -fulsi, —	affulgeo	VERB	lemma/88040	ONE	NULL
458	affulsi	affulsi	NULL	lemma/88040	*one*	NULL
459	affundo, -fūdi, -fūsum	affundo	VERB	lemma/28027,lemma/88041	MANY	NULL
460	affūsus, -a, -um:	affusus	ADJ	hypolemma/1429	ONE	NULL
461	āfore	afore	NULL	lemma/87040	*one*	NULL
462	āfui	afui	NULL	lemma/87040	*one*	NULL
463	agāso, -ōnis,	agaso	NOUN	lemma/88054	ONE	NULL
464	age	age	NULL	lemma/28127,lemma/88139	*many*	NULL
465	agellus, -i,	agellus	NOUN	lemma/88058	ONE	NULL
466	ager, agri,	ager	NOUN	lemma/88060	ONE	NULL
467	agesis	agesis	NULL	lemma/88139	*one*	NULL
468	agite(dum)	agitedum	NULL	lemma/88139	*one*	NULL
469	agger, -eris,	agger	NOUN	lemma/88069	ONE	NULL
470	aggero	aggero	NULL	lemma/88073,lemma/88074	*many*	NULL
471	aggero, -gessi, -gestum	aggero	VERB	lemma/88073,lemma/88074	MANY	NULL
472	aggessi	aggessi	NULL	lemma/88073	*one*	NULL
473	aggestus, -a, -um:	aggestus	ADJ	hypolemma/1448	ONE	NULL
474	agglomero	agglomero	NULL	lemma/88076	*one*	NULL
475	agglūtino	agglutino	NULL	lemma/88078	*one*	NULL
476	aggravo	aggrauo	NULL	lemma/88081	*one*	NULL
477	aggredior, -gressus	aggredior	NOUN	lemma/88082	*one*	NULL
478	aggrego	aggrego	NULL	lemma/91150	*one*	NULL
479	aggressus, -a, -um:	aggressus	ADJ	hypolemma/1464	ONE	NULL
480	agilis, -e:	agilis	NOUN	lemma/8064,lemma/8065,lemma/88092	*many*	NULL
481	agito	agito	NULL	lemma/88103	*one*	NULL
482	agmen, -inis,	agmen	NOUN	lemma/88106	ONE	NULL
483	agna, -ae,	agna	NOUN	lemma/88109,lemma/88137	MANY	NULL
484	agnālia, -ium,	agnalia	NOUN	lemma/8213	*one*	NULL
485	agnascor, -gnātus	agnascor	NOUN	lemma/88110	*one*	NULL
486	agnātus, -a, -um:	agnatus	ADJ	hypolemma/1490	ONE	NULL
487	agnātus, -i,	agnatus	NOUN	lemma/88089	ONE	NULL
488	agnellus, -i,	agnellus	NOUN	lemma/88114	ONE	NULL
489	agnīna, -ae,	agnina	NOUN	lemma/88124	ONE	NULL
490	agnīnus, -a, -um:	agninus	ADJ	lemma/88123	ONE	NULL
491	agnitio, -ōnis,	agnitio	NOUN	lemma/88125	ONE	NULL
492	agnitus, -a, -um:	agnitus	ADJ	hypolemma/1512	ONE	NULL
493	agnōmen, -inis,	agnomen	NOUN	lemma/88128	ONE	NULL
494	agnosco, agnōvi, agnitum	agnosco	VERB	lemma/88134	ONE	NULL
495	agnōvi	agnoui	NULL	lemma/88134	*one*	NULL
496	agnus, -i,	agnus	NOUN	lemma/88138	ONE	NULL
497	ago, ēgi, actum	ago	VERB	lemma/88140	ONE	NULL
498	agōn, -ōnis,	agon	NOUN	lemma/88143	ONE	NULL
499	agōnālia, -ium,	agonalia	NOUN	lemma/8409	*one*	NULL
500	agrārius, -a, -um:	agrarius	ADJ	lemma/88163	ONE	NULL
501	agrestis, -e:	agrestis	NOUN	lemma/8653,lemma/88170	*many*	NULL
502	agricola, -ae,	agricola	NOUN	lemma/28344,lemma/88174	MANY	NULL
503	agripeta, -ae,	agripeta	NOUN	lemma/88182	ONE	NULL
504	ahēneus	aheneus	NULL	lemma/89359	*one*	NULL
505	āin, aisne:	ain	NOUN	lemma/28469	ONE	NULL
506	āio, —, —	aio	VERB	lemma/88191	ONE	NULL
507	āla, -ae,	ala	NOUN	lemma/88198	ONE	NULL
508	alabaster, -tri,	alabaster	NOUN	lemma/88199	ONE	NULL
509	alacer, -cris, -cre:	alacer	ADJ	lemma/156491,lemma/88205	MANY	NULL
510	alacritās, -ātis,	alacritas	NOUN	lemma/88207	ONE	NULL
511	alapa, -ae,	alapa	NOUN	lemma/88208	ONE	NULL
512	ālāris, e	alaris	NOUN	lemma/88213	*one*	NULL
513	ālātus, -a, -um:	alatus	ADJ	hypolemma/77838	ONE	NULL
514	alauda, -ae,	alauda	NOUN	lemma/88219	ONE	NULL
515	albātus, -a, -um:	albatus	ADJ	hypolemma/1622	ONE	NULL
516	albeo, —, —	albeo	VERB	lemma/91077	ONE	NULL
517	albesco, —, —	albesco	VERB	lemma/88232	ONE	NULL
518	albico	albico	NULL	lemma/88242	*one*	NULL
519	albidus, -a, -um:	albidus	ADJ	lemma/88246	ONE	NULL
520	albus, -a, -um:	albus	ADJ	lemma/88265	ONE	NULL
521	alces, -is,	alces	NOUN	lemma/88269	ONE	NULL
522	ālea, -ae,	alea	NOUN	lemma/88282	ONE	NULL
523	āleātōrius, -a, -um:	aleatorius	ADJ	lemma/88287	ONE	NULL
524	āles, -itis,	ales	NOUN	lemma/156429,lemma/88292	MANY	NULL
525	algeo, alsi, —	algeo	VERB	lemma/88297	ONE	NULL
526	algidus, -a, -um:	algidus	ADJ	lemma/88301	ONE	NULL
527	algor, -ōris,	algor	NOUN	lemma/88305	ONE	NULL
528	aliā	alia	NULL	lemma/10376,lemma/88282,hypolemma/1834	*many*	NULL
529	aliās	alias	NULL	hypolemma/1834	*one*	NULL
530	alibi	alibi	NULL	lemma/88311	*one*	NULL
531	alicubi	alicubi	NULL	lemma/88320	*one*	NULL
532	alicunde	alicunde	NULL	lemma/88321	*one*	NULL
533	aliēnātio, -ōnis,	alienatio	NOUN	lemma/88322	ONE	NULL
534	aliēnigena, -ae,	alienigena	NOUN	lemma/88325	ONE	NULL
535	aliēno	alieno	NULL	lemma/88329	*one*	NULL
536	aliēnus, -a, -um:	alienus	ADJ	lemma/88330	ONE	NULL
537	āliger, -gera, -gerum:	aliger	ADJ	lemma/88334	ONE	NULL
538	alimentum, -i,	alimentum	NOUN	lemma/88336	ONE	NULL
539	alimōnium, -i,	alimonium	NOUN	lemma/88340	ONE	NULL
540	aliō	alio	NULL	lemma/28873,hypolemma/1834	*many*	NULL
541	aliōquī(n)	alioquin	NULL	lemma/88341	*one*	NULL
542	aliorsum	aliorsum	NULL	lemma/88342	*one*	NULL
543	aliōversum	aliouersum	NULL	lemma/88342	*one*	NULL
544	alipēs, -edis:	alipes	NOUN	lemma/88344,lemma/91139	*many*	NULL
545	aliquā	aliqua	NULL	hypolemma/110474,hypolemma/110475	*many*	NULL
546	aliquandiū	aliquandiu	NULL	lemma/91093	*one*	NULL
547	aliquandō	aliquando	NULL	lemma/91094	*one*	NULL
548	aliquantulus, -a, -um:	aliquantulus	ADJ	lemma/91090	*one*	NULL
549	aliquantus, -a, -um:	aliquantus	ADJ	lemma/91088	*one*	NULL
550	aliqui	aliqui	NULL	lemma/91087,hypolemma/110474,hypolemma/110475	*many*	NULL
551	aliquis	aliquis	NULL	lemma/91108	*one*	NULL
552	aliquō	aliquo	NULL	hypolemma/110474,hypolemma/110475	*many*	NULL
553	aliquot	aliquot	NULL	lemma/91092	*one*	NULL
554	aliquotiens	aliquotiens	NULL	lemma/91099	*one*	NULL
555	aliter	aliter	NULL	lemma/28966	*one*	NULL
556	alitus, -a, -um:	alitus	ADJ	hypolemma/1781	ONE	NULL
557	ālium, -i,	alium	NOUN	lemma/88352	ONE	NULL
558	aliunde	aliunde	NULL	lemma/91101	*one*	NULL
559	alius, -a, -ud:	alius	NULL	lemma/88481	*one*	NULL
560	allābor, allapsus	allabor	NOUN	lemma/88354	*one*	NULL
561	allabōro	allaboro	NULL	lemma/88355	*one*	NULL
562	allacrimo	allacrimo	NULL	lemma/88356	*one*	NULL
563	allapsus, -a, -um:	allapsus	ADJ	hypolemma/1695	ONE	NULL
564	allapsus, -ūs,	allapsus	NOUN	lemma/88371	ONE	NULL
565	allātro	allatro	NULL	lemma/88360	*one*	NULL
566	allātus, -a, -um:	allatus	ADJ	hypolemma/1369,hypolemma/88635	MANY	NULL
567	allec, -ēcis	allec	NOUN	lemma/105117,lemma/29012	MANY	NULL
568	allecto	allecto	NULL	lemma/10268,lemma/88368	*many*	NULL
569	allectus, -a, -um:	allectus	ADJ	hypolemma/1721,hypolemma/1739	MANY	NULL
570	allegātio, -ōnis,	allegatio	NOUN	lemma/88372	ONE	NULL
571	allēgi	allegi	NULL	lemma/29034,lemma/88374	*many*	NULL
572	allēgo	allego	NULL	lemma/88373,lemma/88374	*many*	NULL
573	allego, -lēgi, -lectum	allego	VERB	lemma/88373,lemma/88374	MANY	NULL
574	allevāmentum, -i,	alleuamentum	NOUN	lemma/88380	ONE	NULL
575	allēvi	alleui	NULL	lemma/10612,lemma/29066,lemma/88397	*many*	NULL
576	allevo	alleuo	NULL	lemma/88348,lemma/88385	*many*	NULL
577	allexi	allexi	NULL	lemma/29068,lemma/88388	*many*	NULL
578	allicio, -lexi, -lectum	allicio	VERB	lemma/88388	ONE	NULL
579	allido, -lisi, -lisum	allido	VERB	lemma/88389	ONE	NULL
580	alligo	alligo	NULL	lemma/88395	*one*	NULL
581	al(l)ium, -i,	allium	NOUN	lemma/88352	ONE	NULL
582	allino, -lēvi, -litum	allino	VERB	lemma/88397	ONE	NULL
583	allīsi	allisi	NULL	lemma/88389	*one*	NULL
584	allīsus, -a, -um:	allisus	ADJ	hypolemma/1742	ONE	NULL
585	alloquium, -i,	alloquium	NOUN	lemma/88404	ONE	NULL
586	alloquor, allocūtus	alloquor	NOUN	lemma/88405	*one*	NULL
587	allūdo, allūsi, allūsum	alludo	VERB	lemma/88412	ONE	NULL
588	alluo, allui, —	alluo	VERB	lemma/88413	ONE	NULL
589	alluxi	alluxi	NULL	lemma/29171,lemma/88408	*many*	NULL
590	alnus, -i,	alnus	NOUN	lemma/88428	ONE	NULL
591	alo, alui, altum	alo	VERB	lemma/28564,lemma/88429	MANY	NULL
592	alsi	alsi	NULL	lemma/11337,lemma/11346,lemma/88298,lemma/88450,lemma/88451	*many*	NULL
593	alsius, -a, -um:	alsius	ADJ	lemma/88450	ONE	NULL
594	alter, -era, -erum:	alter	ADJ	lemma/88457	*one*	NULL
595	altercor	altercor	NULL	lemma/88460	*one*	NULL
596	alterno	alterno	NULL	lemma/88468	*one*	NULL
597	alternus, -a, -um:	alternus	ADJ	lemma/88469	ONE	NULL
598	alteruter, -utra, -utrum:	alteruter	ADJ	lemma/91086	*one*	NULL
599	altilis, -e:	altilis	NOUN	lemma/88489	*one*	NULL
600	altisonus, -a, -um:	altisonus	ADJ	lemma/88495	ONE	NULL
601	altitūdo, -inis,	altitudo	NOUN	lemma/88498	ONE	NULL
602	altor, -ōris,	altor	NOUN	lemma/88504	ONE	NULL
603	altrix, -īcis,	altrix	NOUN	lemma/88506	ONE	NULL
604	altum, -i,	altum	NOUN	lemma/91069	ONE	NULL
605	altus, -a, -um:	altus	ADJ	hypolemma/1781	ONE	NULL
606	alūcinor	alucinor	NULL	lemma/88513	*one*	NULL
607	alui	alui	NULL	lemma/29456,lemma/88265,lemma/88429,lemma/88525	*many*	NULL
608	alumna, -ae,	alumna	NOUN	lemma/88537	ONE	NULL
609	alumnus, -i,	alumnus	NOUN	lemma/88538	ONE	NULL
610	alumnus, -a, -um:	alumnus	ADJ	lemma/88536	ONE	NULL
611	alveārium, -i,	aluearium	NOUN	lemma/88515	ONE	NULL
612	alveus, -i,	alueus	NOUN	lemma/88522	ONE	NULL
613	alvus, -i,	aluus	NOUN	lemma/88525	ONE	NULL
614	āmando	amando	NULL	lemma/88555	*one*	NULL
615	amans, -antis	amans	NOUN	lemma/29537	ONE	NULL
616	amāracum, -i,	amaracum	NOUN	lemma/88561	ONE	NULL
617	amāritūdo, -inis,	amaritudo	NOUN	lemma/88573	ONE	NULL
618	amārus, -a, -um:	amarus	ADJ	lemma/88578	ONE	NULL
619	ambactus, -i,	ambactus	NOUN	lemma/88594	ONE	NULL
620	ambāges, -is,	ambages	NOUN	lemma/88596	ONE	NULL
621	ambigo, —, —	ambigo	VERB	lemma/88613	ONE	NULL
622	ambiguitās, -ātis,	ambiguitas	NOUN	lemma/88614	ONE	NULL
623	ambiguus, -a, -um:	ambiguus	ADJ	lemma/88615	ONE	NULL
624	ambii	ambii	NULL	lemma/13359,lemma/88618	*many*	NULL
625	ambio, -īvi	ambio	NOUN	lemma/29653	ONE	NULL
626	ambitio, -ōnis,	ambitio	NOUN	lemma/88619	ONE	NULL
627	ambitiōsus, -a, -um:	ambitiosus	ADJ	lemma/88620	ONE	NULL
628	ambitus, -a, -um:	ambitus	ADJ	hypolemma/1967	ONE	NULL
629	ambitus, -ūs,	ambitus	NOUN	lemma/91039	ONE	NULL
630	ambō, -ae, -ō:	ambo	NULL	lemma/130532,lemma/29666,lemma/88625	*many*	NULL
631	ambrosia, -ae,	ambrosia	NOUN	lemma/89370	ONE	NULL
632	ambrosius, -a, -um:	ambrosius	ADJ	lemma/13610,lemma/89457	MANY	NULL
633	ambūbāia, -ae,	ambubaia	NOUN	lemma/88629,lemma/88632	MANY	NULL
634	ambulātio, -ōnis,	ambulatio	NOUN	lemma/88636	ONE	NULL
635	ambulātōrius, -a, -um:	ambulatorius	ADJ	lemma/88640	ONE	NULL
636	ambulo	ambulo	NULL	lemma/29710,lemma/88642	*many*	NULL
637	ambūro, -ussi, -ustum	amburo	VERB	lemma/88645	ONE	NULL
638	ambussi	ambussi	NULL	lemma/88645	*one*	NULL
639	ambustus, -a, -um:	ambustus	ADJ	hypolemma/1994	ONE	NULL
640	āmens, -entis:	amens	NOUN	lemma/88653	*one*	NULL
641	āmentia, -ae,	amentia	NOUN	lemma/88655	ONE	NULL
642	āmentum, -i,	amentum	NOUN	lemma/88694	ONE	NULL
643	ames, -itis,	ames	NOUN	lemma/88657	ONE	NULL
644	amica, -ae,	amica	NOUN	lemma/87694	ONE	NULL
645	amicio, -cui	amicio	NOUN	lemma/29778	ONE	NULL
646	amīcitia, -ae,	amicitia	NOUN	lemma/89461	ONE	NULL
647	amictus, -a, -um:	amictus	ADJ	hypolemma/2024	ONE	NULL
648	amictus, -ūs,	amictus	NOUN	lemma/91042	ONE	NULL
649	amicui	amicui	NULL	lemma/88674	*one*	NULL
650	amiculum, -i,	amiculum	NOUN	lemma/88646	ONE	NULL
651	amicus, -a, -um:	amicus	ADJ	lemma/87667	ONE	NULL
652	amicus, -i,	amicus	NOUN	lemma/88684	ONE	NULL
653	āmīgro	amigro	NULL	lemma/88685	*one*	NULL
654	āmīsi	amisi	NULL	lemma/14425,lemma/14426,lemma/14433,lemma/14472,lemma/14476,lemma/88724	*many*	NULL
655	āmissio, -ōnis,	amissio	NOUN	lemma/88686	ONE	NULL
656	āmissus, -a, -um:	amissus	ADJ	hypolemma/2085	ONE	NULL
657	āmissus, -ūs,	amissus	NOUN	lemma/88736	ONE	NULL
658	āmita, -ae,	amita	NOUN	lemma/88687	ONE	NULL
659	āmitto, -mīsi, -missum	amitto	VERB	lemma/88724	ONE	NULL
660	amixi	amixi	NULL	lemma/88674	*one*	NULL
661	amnis, -is,	amnis	NOUN	lemma/88704	ONE	NULL
662	amo	amo	NULL	lemma/29874,lemma/88705	*many*	NULL
663	amoenitās, -ātis,	amoenitas	NOUN	lemma/88708	ONE	NULL
664	amoenus, -a, -um:	amoenus	ADJ	lemma/88710	ONE	NULL
665	āmōlior	amolior	NULL	lemma/88713	*one*	NULL
666	amōmum, -i,	amomum	NOUN	lemma/88716	ONE	NULL
667	amor, -ōris,	amor	NOUN	lemma/88717	ONE	NULL
668	āmōtio, -ōnis,	amotio	NOUN	lemma/88723	ONE	NULL
669	āmōtus, -a, -um:	amotus	ADJ	hypolemma/2088	ONE	NULL
670	āmoveo, -mōvi, -mōtum	amoueo	VERB	lemma/88725	ONE	NULL
671	āmōvi	amoui	NULL	lemma/88725	*one*	NULL
672	amphibolia, -ae,	amphibolia	NOUN	lemma/88737	ONE	NULL
673	amphora, -ae,	amphora	NOUN	lemma/88762	ONE	NULL
674	amplector, -plexus	amplector	NOUN	lemma/88767	*one*	NULL
675	amplexor, -ātus	amplexor	NOUN	lemma/88772	*one*	NULL
676	amplexus, -a, -um:	amplexus	ADJ	hypolemma/2123	ONE	NULL
677	amplexus, -ūs,	amplexus	NOUN	lemma/88787	ONE	NULL
678	amplifico	amplifico	NULL	lemma/88779	*one*	NULL
679	amplio	amplio	NULL	lemma/88781	*one*	NULL
680	amplitūdo, -inis,	amplitudo	NOUN	lemma/88782	ONE	NULL
681	amplius	amplius	NULL	hypolemma/113513	*one*	NULL
682	amplus, -a, -um:	amplus	ADJ	lemma/88785	ONE	NULL
683	ampulla, -ae,	ampulla	NOUN	lemma/88789	ONE	NULL
684	ampullor	ampullor	NULL	lemma/88793	*one*	NULL
685	amputātio, -ōnis,	amputatio	NOUN	lemma/88795	ONE	NULL
686	amputo	amputo	NULL	lemma/88799	*one*	NULL
687	amygdalum, -i,	amygdalum	NOUN	lemma/88816	ONE	NULL
688	amystis, -idis,	amystis	NOUN	lemma/88826,lemma/88827	MANY	NULL
689	an	an	NULL	lemma/88828,lemma/88829,lemma/90944	*many*	NULL
690	anadēma, -atis,	anadema	NOUN	lemma/88854	ONE	NULL
691	anagnostēs, -ae,	anagnostes	NOUN	lemma/88869	ONE	NULL
692	analecta, -ae,	analecta	NOUN	lemma/88874	ONE	NULL
693	analecta, -ōrum,	analecta	NOUN	lemma/88874	ONE	NULL
694	anapaestus, -i,	anapaestus	NOUN	lemma/89804	ONE	NULL
695	anas, -atis,	anas	NOUN	lemma/88901,lemma/91140	MANY	NULL
696	anceps, -cipitis:	anceps	NOUN	lemma/88935	*one*	NULL
697	ancīle, -is,	ancile	NOUN	lemma/88938	ONE	NULL
698	ancilla, -ae,	ancilla	NOUN	lemma/88939	ONE	NULL
699	ancora, -ae,	ancora	NOUN	lemma/88953	ONE	NULL
700	ancorāle, -is,	ancorale	NOUN	lemma/88955	ONE	NULL
701	andabata, -ae,	andabata	NOUN	lemma/88969	ONE	NULL
702	andrōn, -ōnis,	andron	NOUN	lemma/88977	ONE	NULL
703	ānellus, -i,	anellus	NOUN	lemma/88986	ONE	NULL
704	anēthum, -i,	anethum	NOUN	lemma/88996	ONE	NULL
705	anfractus, -ūs,	anfractus	NOUN	lemma/89005	ONE	NULL
706	angellus, -i,	angellus	NOUN	lemma/89015	ONE	NULL
707	ango, anxi, —	ango	VERB	lemma/89023	ONE	NULL
708	angor, -ōris,	angor	NOUN	lemma/89025	ONE	NULL
709	anguis, -is,	anguis	NOUN	lemma/89037	ONE	NULL
710	angulus, -i,	angulus	NOUN	lemma/89047	ONE	NULL
711	angustiae, -ārum,	angustiae	NOUN	lemma/141663	ONE	NULL
712	angustus, -a, -um:	angustus	ADJ	lemma/89054	ONE	NULL
713	anhēlitus, -ūs,	anhelitus	NOUN	lemma/89059	ONE	NULL
714	anhēlo	anhelo	NULL	lemma/89060	*one*	NULL
715	anhēlus, -a, -um:	anhelus	ADJ	lemma/89062	ONE	NULL
716	anima, -ae,	anima	NOUN	lemma/89075	ONE	NULL
717	animadversio, -ōnis,	animaduersio	NOUN	lemma/89077	ONE	NULL
718	animadverto, -rti, -rsum	animaduerto	VERB	lemma/88974	ONE	NULL
719	animal, -ālis,	animal	NOUN	lemma/89082	ONE	NULL
720	animālis, -e:	animalis	NOUN	lemma/89081	*one*	NULL
721	animans, -antis,	animans	NOUN	hypolemma/2425	*one*	NULL
722	animātio, -ōnis,	animatio	NOUN	lemma/89084	ONE	NULL
723	animo	animo	NULL	lemma/89089	*one*	NULL
724	animōsus, -a, -um:	animosus	ADJ	lemma/89091	ONE	NULL
725	animus, -i,	animus	NOUN	lemma/89094	ONE	NULL
726	annālis, -e:	annalis	NOUN	lemma/30453	ONE	NULL
727	annālis, -is,	annalis	NOUN	lemma/30453	ONE	NULL
728	annato	annato	NULL	lemma/87577	*one*	NULL
729	anne	anne	NULL	lemma/88828,lemma/88829	*many*	NULL
730	annecto, -nexui, -nexum	annecto	VERB	lemma/87580	ONE	NULL
731	annexui	annexui	NULL	lemma/87580,lemma/91022	*many*	NULL
732	annexus, -a, -um:	annexus	ADJ	hypolemma/871	ONE	NULL
733	annexus, -ūs,	annexus	NOUN	lemma/91022	ONE	NULL
734	anniculus, -a, -um:	anniculus	ADJ	lemma/89103	ONE	NULL
735	annīsus, -a, -um:	annisus	ADJ	hypolemma/878	ONE	NULL
736	annitor, -nīsus	annitor	NOUN	lemma/87585	*one*	NULL
737	annixus, -a, -um:	annixus	ADJ	hypolemma/878	ONE	NULL
738	anniversārius, -a, -um:	anniuersarius	ADJ	lemma/89111	ONE	NULL
739	anno	anno	NULL	lemma/18141,lemma/30464,lemma/87586,lemma/90977	*many*	NULL
740	annon	annon	NULL	lemma/88828,lemma/88829	*many*	NULL
741	annōna, -ae,	annona	NOUN	lemma/89113	ONE	NULL
742	annōsus, -a, -um:	annosus	ADJ	lemma/89119	ONE	NULL
743	annotātio, -ōnis,	annotatio	NOUN	lemma/87591	ONE	NULL
744	annōtinus, -a, -um:	annotinus	ADJ	lemma/89120	ONE	NULL
745	annoto	annoto	NULL	lemma/87594	*one*	NULL
746	annumero	annumero	NULL	lemma/87596	*one*	NULL
747	annuntio	annuntio	NULL	lemma/87597	*one*	NULL
748	annuo, -ui, —	annuo	VERB	lemma/87599	ONE	NULL
749	annus, -i,	annus	NOUN	lemma/89129,lemma/89365	MANY	NULL
750	annuus, -a, -um:	annuus	ADJ	lemma/89132	ONE	NULL
751	anquīro, -quīsīvi, -quīsītum	anquiro	VERB	lemma/89144	ONE	NULL
752	anquīsītus, -a, -um:	anquisitus	ADJ	hypolemma/2489	ONE	NULL
753	anquīsīvi	anquisiui	NULL	lemma/89144	*one*	NULL
754	ansa, -ae,	ansa	NOUN	lemma/89146	ONE	NULL
755	anser, -eris,	anser	NOUN	lemma/87825	ONE	NULL
756	ante	ante	NULL	lemma/89164,lemma/89165	*many*	NULL
757	antea	antea	NULL	lemma/89166	*one*	NULL
758	anteactus, -a, -um:	anteactus	ADJ	lemma/90979	ONE	NULL
759	Antecanem	antecanem	NULL	lemma/18802	*one*	NULL
760	antecapio, -cēpi, -captum	antecapio	VERB	lemma/89173	ONE	NULL
761	antecaptus, -a, -um:	antecaptus	ADJ	hypolemma/2514	ONE	NULL
