id	qid	text
2100	L89084	cito, adb.: laster, agudo, arin.
2101	L89085	cito 1: deitu; hitzordua jarri; gonbidatu; oihu egin; mugiarazi, etorrarazi, eragin.
2102	L89086	citrā, prep. ak.: -z alde honetako; -en aurrean; gabe. — adb.: alde honetako.
2103	L89087	citreus, -a, -um: limoiondo-zurezko.
2104	L89088	citrō, adb.: alde honetako; ultro citroque: bi aldeetatik.
2105	L89089	citrum, -i, n.: limoiondo-zur.
2106	L89090	citrus, -i, f.: limoiondo.
2107	L89091	citus, -a, -um: bizkor, arin, presatu(a).
2108	L89092	cīvicus, -a, -um: hiritar, herritarraren, hiri-, hiritar-, zibil.
2109	L89093	cīvīlis, -e: hiritar, herritarraren, hiri-, hiritar-; zibil; aberkoi, herrikoi; atsegin, adeitsu, apal, sinpatiko; publiko, estatuaren; c. vir: estatu-politikari, politikari.
2110	L89094	cīvīlitās, -ātis, f.: hiritartasun, gizalege; populartasun; xalotasun, adeitasun, gizabide, tolesgabetasun; politika.
2111	L89095	cīvis, -is, m. eta f.: hiritar; herrikide, hirikide; mendeko.
2112	L89096	cīvitās, -ātis, f.: hiritartasun-eskubide; hiri; estatu.
2113	L89097	clādēs, -is, f.: hondamendi; galera, kalte, ezbehar; porrot.
2114	L89098	clam, prep. ak. eta abl.: -en ezkutuan. — adb.: ezkutuan, gordean.
2115	L89099	clāmātor, -ōris, m.: aldarrikari, oihukari (hizlari txar).
2116	L89100	clāmito 1: oihu egin, ozen mintzatu, aldarrikatu, oihuka eskatu; altu dei egin.
2117	L89101	clāmo 1: oihu egin, aldarrikatu; oihuka deitoratu; deitu; argi adierazi, iragarri.
2118	L89102	clāmor, -ōris, m.: aldarriak, oihuak, iskanbila; txalo-jotze; zalaparta.
2119	L89103	clanculum,adb.: ezkutuan.
2120	L89104	clandestinus, -a, -um: isilpeko, sekretu.
2121	L89105	clango, —, — 3: oihu egin; soinua sortu, durundatu.
2122	L89106	clangor, -ōris, m.: garrasi, karranka, hots; soinu, oihartzun.
2123	L89107	clāreo, —, — 2: distira egin, argi egin; nabarmen izan, bistako izan.
2124	L89108	clāresco, clārui, — 3: distira egin; argitu, argi bihurtu; eguna argitu; argia izan (entzumenerako); nabarmen izan, gailendu, nabarmendu.
2125	L89109	clārigātio, -ōnis, f.: erreklamazio, eskabide, ordain-eskaera (gerran, etsaiari); errepresalia.
2126	L89110	clāritās, -ātis, f.: argitasun; distira; ozentasun, zolitasun (ahotsarena); ospe, noblezia.
2127	L89111	clāritūdo, -inis, f.: argitasun; ospe, fama.
2128	L89112	clāro 1: argitu; erakutsi; azaldu; ospetsu egin, loriatu.
2129	L89113	clārus, -a, -um: argi; distiratsu, dirdaitsu; oskarbitzen duen(a); ozen, zoli; goren, nabarmen, entzutetsu, famatu.
2130	L89114	classiārius, -a, -um: ontzidiari dagokion(a), itsastar; classiārii, -ōrum, m. pl.: marinelak; itsas armadako soldaduak.
2131	L89115	classicum, -i, n.: turuta, tronpeta; turuta-jotze, turuta-joaldi, turuta-seinale.
2132	L89116	classicus, -a, -um: ontzidiari dagokion(a); classici, -ōrum, m. pl.: ontzidiko soldaduak.
2133	L89117	classis, -is, f.: klase (herritarrena), maila, sail (eskolan); classem ducere: eskolako lehena izan; lurreko edo itsasoko armada, bereziki, ontzidia; poet.: ontzi.
2134	L89118	clātri, -ōrum, m. pl. [eta clātra, -ōrum, n. pl.]: burdin-sare, burdin-hesi.
2135	L89119	claudicātio, -ōnis, f.: herren egite.
2136	L89120	claudico 1: herren egin, herren izan, herrenka ibili; duda egin; amore eman.
2137	L89121	claudeo[etaclaudo], —, —3: herren egin; duda egin; amore eman.
2138	L89122	claudo, clausi, clausum 3: itxi, bukatu; biribildu (periodoa); giltzaperatu, barruratu, barruan hartu; (ura, bidea...) moztu; inguratu, hesitu, setiatu; eragotzi; amaitu.
2139	L89123	claudus, -a, -um: herren; hondatu(a); zalantzakor, amore ematen duen(a).
2140	L89124	clausi: perf., ikus claudo
2141	L89125	claustrum, -i, n.: itxitura, sarraila, kisketa; hesiaren kate; ate, harresi, horma, dike, langa, muga; kaiola, kartzela; (mendien arteko) igarobide; itsasarte; bastioi; ingurabide-lerro.
2142	L89126	clausula, -ae, f.: itxiera, bukaera.
2143	L89127	clausus, -a, -um: pp., ikus claudo
2144	L89128	clāva, -ae, f.: mazo, borra.
2145	L89129	clāvis, -is, f.: giltza; sarraila.
2146	L89130	clāvus, -i, m.: iltze; lema; purpurazko zinta (tunikan josirik, zeramanaren maila adierazten zuen: zabala senadoreek, estuagoa zaldun-ordenakoek), purpurazko tunika; tumor, handitsu.
2147	L89131	clēmens, -entis: bihozbera, otzan, gozo, barkabera, on; lasai.
2148	L89132	clēmentia, -ae, f.: bihozberatasun, onberatasun, gozotasun.
2149	L89133	clepo, clepsi, cleptum 3: lapurtu, ostu.
2150	L89134	clepsydra, -ae (y laburra), f.: klepsidra, ur-erloju.
2151	L89135	cliens, -entis, m.: kliente, babespeko, babestu(a); mendeko, agindupeko.
2152	L89136	clientēla, -ae, f.: klienteria, klienteak; segizio.
2153	L89137	clīnātus, -a, -um: makur, oker.
2154	L89138	clipeātus, -a, -um: ezkutudun; clipeāti, -ōrum, m. pl.: ezkutuz armatutako soldaduak.
2155	L89139	clipeus, -i, m. [gutxitan clipeum, -i, n.]: ezkutu; eguzki-disko; zeru; medailoietan egindako busto eta erliebeak.
2156	L89140	clītellae, -ārum, f. pl.: anekak, zakutoak.
2157	L89141	clītellārius, -a, -um: anekak daramatzan(a).
2158	L89142	clīvōsus, -a, -um: malkartsu, aldapatsu.
2159	L89143	clīvus, -i, m.: muino, mendixka; aldats gora.
2160	L89144	cloāca, -ae, f.: estolda, simaurtegi, sastegi.
2161	L89145	clūdo:ikus claudo
2162	L89146	clueo, —, — 2: izena izan; -tzat hartua izan, -en fama izan; ospetsu bihurtu; izan, existitu.
2163	L89147	clūnis, -is, f.: ipurmasail; zaldiaren ipurgain.
2164	L89148	clupeus,clypeus: ikusclipeus.
2165	L89149	clyster, -ēris, m.: enema, aiuta; xiringa.
2166	L89150	coacervātio, -ōnis, f.: pilaketa, metatze.
2167	L89151	coacervo 1: pilatu.
2168	L89152	coacesco, -acui, — 3: garraztu, mindu.
2169	L89153	coacta, -ōrum, n. pl.: artile, zurda edo feltro ehundu gabea.
2170	L89154	coactor, -ōris, m.: zerga-biltzaile, kobratzaile; batzen duen(a), biltzen duen(a); bortxatzen duen(a), behartzen duen(a); agminis coactores: armadako atzeguardia.
2171	L89155	coactus, -a, -um: pp., ikus cōgo
2172	L89156	coactus, -ūs, m.: indar, bortxakeria, gonbit (coactu meo: ene presiopean, nik hartaraturik)
2173	L89157	coaedifico 1: eraikinez bete.
2174	L89158	coaequo 1: alderatu, konparatu; zelaitu; berdindu.
2175	L89159	coagmentātio, -ōnis, f.: batasun, bat-egite.
2176	L89160	coagmento 1: elkartu, lotu, bat egin; bakea egin.
2177	L89161	coagmentum, -i, n.: lotura, juntura, elkarretaratze, mihiztadura.
2178	L89162	coagulum, -i, n.: gatzagi, koagulu.
2179	L89163	coalesco, -alui, -alitum 3: batera hazi; elkartu, batu, bat egin; errotu, finkatu; sendotu, tinkotu; galerak izan ostean indartzen hasi; orbaindu.
2180	L89164	coalitus, -a, -um: pp., ikus coalesco
2181	L89165	coalui: perf., ikus coalesco
2182	L89166	coangusto 1: estutu, murriztu.
2183	L89167	coarguo, -argui, -argūtum 3: argi eta garbi helarazi (belarrietara), jakinarazi, erakutsi, frogatu; konbentzitu, leporatu; faltsutasuna frogatu.
2184	L89168	coartātio, -ōnis, f.: estutasun, estugune.
2185	L89169	coarto 1: sakatu, estutu, zapaldu, zanpatu; laburtu; laburbildu.
2186	L89170	coaxo 1: korroka egin, igelek kantatu.
2187	L89171	coccum, -i, n.: kotxinila; eskarlata, gorri bizi.
2188	L89172	coc(h)lea, -ae, f.: barraskilo.
2189	L89173	cochlear, -āris, n.: koilara.
2190	L89174	cocles, -itis, m.: begibakar.
2191	L89175	coctilis, -e: egosi(a); adreilu egosiz egina.
2192	L89176	coctus, -a, -um: pp., ikus coquo
2193	L89177	cōdex, -icis, m.: idazteko oholtxo; liburu, kodex; idazki; sarrera-irteeren liburu.
2194	L89178	cōdicillus, -i, m.: enbor txiki; pl.: idazteko oholtxoak; eskuizkribu, gutun, eskaera idatzi(a); kodizilo.
2195	L89179	coēgi: perf., ikus cōgo
2196	L89180	coelebs, coelibātus, coelum, etab.: ikus caelebs, etab.
2197	L89181	coelum:caelum da forma zuzena latin klasikoan.
2198	L89182	coemo, -ēmi, -emptum 3: batera erosi.
2199	L89183	coemptio, -ōnis, f.: zenbait gauza eroste; ezkontza simulatua.
2200	L89184	coeo, -ii, -itum 4: elkarrekin joan, elkartu, topo egin; talka egin; eratu (societatem: aliantza); (zauri bat) itxi; gatzatu, izoztu.
2201	L89185	coepi, coeptum (coepio ark.) 3 def.: hasi, -i ekin.
2202	L89186	coepto 1: hasi, -i ekin.
2203	L89187	coeptum, -i, n.: hasiera, asmo; eginkizun, zeregin; obra hasi(a).
2204	L89188	coeptus, -ūs, m.: hasiera, asmo; eginkizun, zeregin.
2205	L89189	coerceo, -ercui, -ercitum 2: mantendu, atxiki; itxi, eduki, mugen barruan izan, kontrolatu; eutsi, geldiarazi; landareak hostotsuegi haztea geldiarazi; otzandu, arrastoan sartuta izan; zigortu.
2206	L89190	coercitio, -ōnis, f.: hezte, euste; zigor, zigortzeko eskubide.
2207	L89191	coetus, -ūs, m.: batze, bat-egite, bilkura; batzar.
2208	L89192	cogitātio, -ōnis, f.: pentsamendu, irudikapen; irudipen; gogoeta; meditazio; ideia, xede, asmo, proiektu.
2209	L89193	cōgito 1: imajinatu, bururatu, asmatu; pentsatu, gogoeta egin; helburu hartu, erabaki, -tzeko asmoa izan.
2210	L89194	cognātio, -ōnis, f.: odolkidetasunezko ahaidetasun, senideak, senitarte; kidetasun, antzekotasun, adostasun.
2211	L89195	cognātus, -a, -um: odolezko ahaide; ados den(a), iritzi bereko, pareko, kideko; -i dagokion(a) [dat.].
2212	L89196	cognitio, -ōnis, f.: ezagutze, ezagutza; irudikapen, ideia, kontzeptu; zientzia; azterketa, ikerketa; ikuskapen.
2213	L89197	cognitor, -ōris, m.: ezagutzaile, identitate-lekuko; ordezkari, mandatari; abokatu akusatzaile edo defendatzaile; fiskal.
2214	L89198	cognitus, -a, -um: pp., ikus cognosco
2215	L89199	cognōmen, -inis, n.: ezizen, abizen; epiteto; izen.
2216	L89200	cognōminātus, -a, -um: sinonimo.
2217	L89201	cognōminis, -e: izen bereko.
2218	L89202	cognōmino 1: ezizena jarri, deitura jarri, izena jarri; deitu, izendatu.
2219	L89203	cognosco, -gnōvi, -gnitum 3: ezagutu, -tzat ezagutu; esperimentatu, probatu; jakin, -en berri jaso; onartu.
2220	L89204	cognōvi: perf., ikus cognosco
2221	L89205	cōgo, coēgi, coactum 3: elkartu, multzokatu, jaso; dei egin, deitu; bildu; [armadaren martxa] itxi; ondorioztatu; urritu, laburtu; behartu, zerbait egitera derrigortu.
2222	L89206	cohaerentia, -ae, f.: harreman, erlazio, lotura, koherentzia.
2223	L89207	cohaereo, -haesi, -haesum 2: -i elkartua egon, -i lotua egon, -ekin harremana izan [dat.]; kohesioa izan, osotasun organiko bat osatu; koherentea izan.
2224	L89208	cohaeresco, -haesi, — 3; elkartu, batu, bat eginda geratu.
2225	L89209	cohaesi: perf., ikus cohaereo
2226	L89210	cohaesus, -a, -um: pp., ikus cohaereo
2227	L89211	cohērēs, -ēdis, m. eta f.: oinordekide.
2228	L89212	cohibeo, -hibui, -hibitum 2; eduki, izan; atxiki, eutsi; galarazi, eragotzi, -tik kendu (c. oculos ab auro: begiak urretik kendu, urrea ez ukitu).
2229	L89213	cohonesto 1: edertu, apaindu; ohoratu, beneratu.
2230	L89214	cohorresco, -horrui, — 3: batera beldurtu, ikaratu.
2231	L89215	cohors, -ortis, f.: ukuilu, korta; mordo, jendetza, aldra; kohorte (legioaren hamarrena); zaintzaileak, segizio, jarraigo; tropa laguntzaile. 
2232	L89216	cohortātio, -ōnis, f.: aholku-hitzaldi, harenga.
2233	L89217	cohortor 1: akuilatu, bultzatu, aholkatu, aholku-hitzaldia egin.
2234	L89218	co(i)icio: ikus con-iicio.
2235	L89219	coinquino 1: lohitu, zikindu.
2236	L89220	coitio, -ōnis, f.: elkargune, talka, elkartze; bat-egite, koalizio; koito.
2237	L89221	coitus, -a, -um: pp., ikus coeo
2238	L89222	coitus, -ūs, m.: bat-egite, elkartze; koito.
2239	L89223	colaphus, -i, m.: belarrondoko, ukabilkada.
2240	L89224	collabefacto 1: balantza eginarazi, astindu, inarrosi, dardarazi.
2241	L89225	collabefio, -factus3: hondoratu, hondatu; (politikari batek) behea jo.
2242	L89226	collābor, -lapsus 3: erori, lur jota geratu; (adinaren ondorioz) gain behera etorri; zorabiatu, hil.
2243	L89227	collacerātus, -a, -um: erabat zarrastatu(a), hondatu(a), suntsitu(a).
2244	L89228	collacrimātio, -ōnis, f.: negar, negar egite.
2245	L89229	collacrimo 1: negar egin, negarra jo; deitoratu.
2246	L89230	collapsus, -a, -um: pp., ikus collabor
2247	L89231	collātio, -ōnis, f.: kontribuzio, zerga; intsignia militarrak ezartzea; kolazio; elkartze, borroka; bilketa, gehikuntza; konparazio, alderaketa, analogia.
2248	L89232	collātus, -a, -um: pp., ikus cōnfero
2249	L89233	collaudātio, -ōnis, f.: laudorio, goraipamen.
2250	L89234	collaudo 1: goratu, laudatu.
2251	L89235	collecta, -ae, f.: ekarpen, diru-biltze; batzar.
2252	L89236	collectīcius, -a, -um: presaka batu(a), inprobisatu(a).
2253	L89237	collectio, -ōnis, f.: bilketa; laburbiltze; argudiaketa; abzesu.
2254	L89238	collectus, -a, -um: pp., ikus colligo
2255	L89239	collectus, -ūs, m.: bilketa, bilduma, pilatze; pila, pilo.
2256	L89240	collēga, -ae, f.: kideko, -lagun.
2257	L89241	collēgi: perf., ikus colligo
2258	L89242	collēgium, -i, n.: kidetza; bilkura, elkarte; (pretoreen...) elkargo; gremio.
2259	L89243	collēvi: perf., ikus collino
2260	L89244	collevo 1: erabat leundu, distirarazi.
2261	L89245	collibertus, -i, m.: nagusi beraren liberto.
2262	L89246	collibet [eta collubet],-buit,-bitum est 2inperts.: atsegin izan, gutiziatu.
2263	L89247	collīdo, -līsi, -līsum 3: talka egin; elkarren aurka egon; zanpatu, mailatu; etsaitu.
2264	L89248	colligātio, -ōnis, f.: lotura, giltzadura.
2265	L89249	colligo 1: lotu, elkartu; uztartu, kateatu; hesgailua jarri; geldiarazi, menderatu.
2266	L89250	colligo, -lēgi, -lectum 3: jaso, hartu; pilatu; elkartu, bildu; erdietsi, irabazi; adierazi, kontatu; -n pentsatu, gogoeta egin; ondorioztatu, ondorioa atera; se colligere: elkarrengana bildu; adorea berreskuratu.
2267	L89251	collīneo [eta-io]1: zuzen bideratu, destatu, apuntatu; itua jo.
2268	L89252	collino, -lēvi, -litum 3: igurtzi; zikindu, lohitu.
2269	L89253	colliquefacio, -fēci, -factum 3: likidotu, urtu.
2270	L89254	collis, -is, m.: muino, mendi-lepo; goragune, goi.
2271	L89255	collīsi: perf., ikus collīdo
2272	L89256	collīsus, -a, -um: pp., ikus collīdo
2273	L89257	collitus, -a, -um: pp., ikus collino
2274	L89258	collocātio, -ōnis, f.: kokatze, kokapen, antolatze, antolaera; (alaba) ezkontzarako ematea.
2275	L89259	colloco 1: jarri, ipini, ezarri; -rako erabili, -i eskaini [in + abl.]; prestatu, gertatu; idatziz esan; agindu, xedatu; ostatatu; ezkonarazi; erabili, baliatu.
2276	L89260	collocuplēto 1: asko aberastu; apaindu.
2277	L89261	collocūtio, -ōnis, f.: elkarrizketa.
2278	L89262	colloquium, -i, n.: hizketaldi, elkarrizketa, solasaldi; harreman, gutun bidezko harreman.
2279	L89263	colloquor, -locūtus 3: hitz egin, mintzatu.
2280	L89264	collubet: ikuscollibet.
2281	L89265	collūceo, —, — 2: alde guztietatik distiratu, argi egin; argitu; nabarmendu.
2282	L89266	collūdo, -lūsi, -lūsum 3: beste batekin jolastu; beste batekin konpondu (hirugarren baten kaltetan).
2283	L89267	collum, -i, n.: lepo, sama; [lorearen] zurtoin.
2284	L89268	colluo, -lūi, -lūtum 3: uretan pasatu, irakuzi (c. ora: egarria kendu); busti, freskatu, ureztatu.
2285	L89269	collūsi: perf., ikus collūdo
2286	L89270	collūsio, -ōnis, f.: kolusio, hirugarren baten kaltetan adostea.
2287	L89271	collūsor, -ōris, m.: jolaskide; kolusioko kide.
2288	L89272	collustro 1: argitu; begiratu, aintzakotzat hartu, begietsi.
2289	L89273	collūsus, -a, -um: pp., ikus collūdo
2290	L89274	collūviēs, -ēi, f., eta colluvio, -ōnis, f.: nahaste; kaos, nahasketa, nahas-mahas, nahaspila, katramila.
2291	L89275	collybus, -i (y luzea), m.; agio (trukean irabazitakoa); truke, kanbio [diruarena]
2292	L89276	collyrium, -i (y luzea), n.: kolirio.
2293	L89277	colo 1: iragazi, garbitu, arazi.
2294	L89278	colo, colui, cultum 3: landu, laboratu; nekazaritzako lanetan aritu; bizi izan, -n bizi izan, bizitokia -n izan, -ra sarri joan; zaindu, tratatu, elikatu; apaindu, dotoretu, txukundu; jardun, erabili, -n ari izan; helburu izan, lortzen saiatu; babestu; ohoratu, errespetatu, gurtu, maitatu, adoratu; ospatu; -i errenditu.
2295	L89279	colocāsium, -i, n.: kolokasia (Indiako arrosa akuatikoa).
2296	L89280	colōna, -ae, f.: emakumezko nekazari, kolonoaren emazte.
2297	L89281	colōnia, -ae, f.: landa-eremuko jabetza, landa-eremuko egoitza; kolonia.
2298	L89282	colōnicus, -a, -um: koloniari dagokion(a).
2299	L89283	colōnus, -i, m.: nekazari, kolono; kolonia bateko biztanle; bizilagun.
2300	L89284	color [eta colōs], -ōris, m.; kolore, ñabardura; itxura, kanpoko irudi; tonu dotore, kolore dotore, distira; apaindura; desenkusatze, zuritze.
2301	L89285	colōro 1: koloratu, koloreztatu; koloreak eman; desenkusatu, zuritu.
2302	L89286	coluber, -bri, m.: suge (txiki).
2303	L89287	colubra, -ae, f.: suge.
2304	L89288	cōlum, -i, n.: iragazki, bahe, galbahe.
2305	L89289	columba, -ae, f.: uso.
2306	L89290	columbārium, -i, n.: usategi.
2307	L89291	columbinus, -a, -um: uso-.
2308	L89292	columbus, -i, m.: uso ar.
2309	L89293	columella, -ae, f.: koloma txiki, zutabe txiki; pilare, zutoin.
2310	L89294	columen, -inis, n.: goigune, gailur, tontor, goialde, punta; zutabe, sostengu, eustoin, koloma
2311	L89295	columna, -ae, f.: koloma, zutabe; euskarri, sostengu.
2312	L89296	columnārii, -ōrum, m. pl.: alferrak, alprojak (Menioren kolomaren ondoan epaitu eta zigortu ohi zirenak).
2313	L89297	columnārium, -i, n.: zutabe bakoitzeko ordaintzen zen zerga.
2314	L89298	colurnus, -a, -um: hurritzezko, hurritz-.
2315	L89299	colus, -ūs, f. [eta m.]: goru.
2316	L89300	coma, -ae, f.: adats, ilaje; hostotza, bizar, belar, zurtoin; argi izpiak; artile.
2317	L89301	comans, -antis: iletsu, bilotsu, ilez estali(a); hostotsu, orriz bete(a); c. stella: kometa.
2318	L89302	comātus, -a, -um: iletsu; hostotsu.
2319	L89303	combibo, -bibi, — 3: lagunartean edan; zurrupatu, irentsi; -z busti, -z blaitu.
2320	L89304	combibo, -ōnis, m.: kide (edanean); mozkorti.
2321	L89305	combūro, -bussi, -bustum 3: erre, kiskali; suntsitu.
2322	L89306	combussi: perf., ikus combūro
2323	L89307	combustus, -a, -um: pp., ikus combūro
2324	L89308	comēdi: perf., ikus comedo
2325	L89309	comedo, -ēdi, -ēsum [etaestum] 3: dena jan; irentsi, xahutu.
2326	L89310	comes, -itis, m. eta f.: bidaide, bidelagun; kide; aliatu; haurtzain; laguntzaile, segiziokide; pl.: segizio.
2327	L89311	comēsus, -a, -um: pp., ikus comedo
2328	L89312	comestus, -a, -um: pp., ikus comedo
2329	L89313	cometēs, -ae, f.: kometa.
2330	L89314	cōmicus, -a, -um: komediari dagokion(a), komiko.
2331	L89315	cōminus, adb.: ikus comminus.
2332	L89316	cōmis, -e: adeitsu, xalo, bihozbera, lagunkoi, gozo, samur; alai.
2333	L89317	cōmissabundus, -a, -um: haragikoi, libertino.
2334	L89318	cōmissātio, -ōnis, f.: musika eta dantzaz alaituriko bankete; orgia; tripakada.
2335	L89319	cōmissātor, -ōris, m.: haragikoi, libertino.
2336	L89320	cōmissor 1: festa egin; libertino baten moduan bizi izan [tripakada, dantzaldi... ugariko bizimodua izan]
2337	L89321	cōmitās, -ātis, f.: adeitasun, xalotasun, leuntasun, samurtasun; ontasun; umore on, poztasun, alaitasun.
2338	L89322	comitātus, -ūs, m.: laguntalde, konpainia; bidaidetalde, karabana; segizio, jarraigo, gorte.
2339	L89323	comitiālis, -e: hauteskundeei dagokien(a), hauteskunde-; c. morbus: epilepsia.
2340	L89324	comitiātus, -ūs, m.: herri-biltzar.
2341	L89325	comitium, -i, n.: komizio [herritarrak foroan biltzen ziren tokia]; pretorea foroan jartzen zen tokia [justizia-arazoak aztertzeko]; pl.: komizioak [erromatar herri osoaren batzarra, zeinaren bidez kontsulak, etab. aukeratzen baitzituzten]
2342	L89326	comitor [gutxitan comito] 1: lagundu, lagun egin; -i loturik izan.
2343	L89327	commaculo 1: zikindu, lohitu.
2344	L89328	commanipulāris, -e: manipulu edo konpainia bereko [soldadua].
2345	L89329	commeātus, -ūs, m.: leku batetik bestera igarotze; konboi, elikagaiak, janari, hornikuntza; garraio, karga; lizentzia, baimen; merkataritza; armadako hornitze-zutabe; fardelak, armadaren hatuak.
2346	L89330	commemini, def.: ongi gogoratu.
2347	L89331	commemorābilis, -e: gogoangarri, aipagarri.
2348	L89332	commemorātio, -ōnis, f.: oroipen, oroitzapen; oroitze, aipamen.
2349	L89333	commemoro 1: oroitzapena egin; gogora ekarri, gogoratu; gogorarazi; aipatu.
2350	L89334	commendābilis, -e: gomendagarri.
