EGOKITUA	UNIDECODE	JATORRIZKOA	SARASOLA	SARASOLA1745	WIKIDATA	OEH	OEHLINK
biurtsalkarra	biursalcarra	biurſalcarra					
bertso heroiko	verso heroico	verſo heroico					
berdingarria	berdingarria	berdingarria	berdingarri			berdingarri	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=berdingarri
berdindea	berdindea	berdindea					
inguru berdintzailea	inguru berdintzallea	inguru berdintzallea					
arimaren berdindea	arimaren berdindea	arimaren berdindea					
zaldundeko	zaldundeco	zaldundeco					
txokaberdina	chocaberdiña	chocaberdiña				txokaberdin	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=txokaberdin
ondagokia	ondagoquia	ondagoquia					
esaberdina	esaberdiña	eſaberdiña					
berdin bidastitu	berdin bidastitu	berdin bidaſtitu					
berdinaldea	berdiñaldea	berdiñaldea					
ainbastundu	aimbastundu	aimbaſtundu					
ainbastunekoak	aimbastunecoac	aimbaſtunecoac					
gauberdintzakoa	gauberdintzacoa	gauberdintzacoa					
gauberdintza	gauberdintza	gauberdintza					
presbearra	presbearra	presbearra					
presbeartu	presbeartu	presbeartu					
ornitu	ornitu	ornitu					
presbeartua	presbeartua	presbeartua					
razion	racion	racion					
konparar	comparar	comparar					
ainbatea	aimbatea	aimbatea					
ainbatekoa	aimbatecoa	aimbatecoa					
ainbatekiro	aimbatequiro	aimbatequiro					
ainbatetu	aimbatetu	aimbatetu					
begitaeioa	beguitaeioa	beguitaeioa					
begitazinoa	beguitacinoa	beguitacinoa	begitazino				
bidaurkiro	bidaurquiro	bidaurquiró					
begitandu	beguitandu	beguitandu	begitandu	begitandu	begitandu	begitandu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=begitandu
begitandua	beguitandua	beguitandua	begitandu	begitandu	begitandu	begitandu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=begitandu
irudin	irudin	irudin					
dirugordairua	dirugordairua	dirugordairua					
gorandea	gorandea	gorandea					
altxatea	alchatea	alchatea					
gorataria	gorataria	gorataria					
altxatzailea	alchatzallea	alchatzallea	altxatzaile		altxatzaile	altxatzaile	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=altxatzaile
eremukoa	eremucoa	eremucoa					
bakardadekoa	bacardadecoa	bacardadecoa					
zutatu	zutatu	zutatu					
zutindu	zutindu	zutindu					
zutatua	zutatua	zutatua				zutatu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=zutatu
zutindua	zutindua	zutindua					
zuta	zuta	zutá	zut			zut	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=zut
zutina	zutina	zutina				zutin	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=zutin
tia	tia	tia					
goratu	goratu	goratu	goratu		goratu	goratu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=goratu
goititu	goititu	goititu	goititu		goititu	goititu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=goititu
altxatu	alchatu	alchatu	altxatu		altxatu	altxatu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=altxatu
jaso	jaso	jaſo	jaso		jaso	jaso	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=jaso
goratua	goratua	goratua	goratu		goratu	goratu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=goratu
&k	&c	&c					
laztu	laztu	laztu	laztu		laztu	laztu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=laztu
laztua	laztua	laztua	laztu		laztu	laztu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=laztu
ere-	ere-	ere-					
ermua	ermua	ermua					
Ermitainoa	Ermitañoa	Ermitañoa					
Eleiztxoaren zaitzailea	Eleizchoaren zaitzallea	Eleizchoaren zaitzallea					
eremutarra	eremutarra	eremutarra	eremutar		eremutar	eremutar	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=eremutar
mortuarra	mortuarra	mortuarra	mortuar	mortuar		mortuar	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=mortuar
bakartarra	bacartarra	bacartarra	bakartar	bakartar		bakartar	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=bakartar
dr	dr	dr					
distribuir	distribuir	diſtribuir					
erogarria	erogarria	erogarria	erogarri			erogarri	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=erogarri
zoragarria	zoragarria	zoragarria	zoragarri		zoragarri	zoragarri	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=zoragarri
txoragarria	choragarria	choragarria				txoragarri	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=txoragarri
error	error	error					
utsegin	utseguin	utſeguin					
utsegina	utseguiña	utſeguiña					
utsa	utsa	utſa					
utsegina	utseguiña	utſeguiña					
ustuna	ustuna	uſtuna					
ustia	ustia	uſtia				usti	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=usti
utsa	utsa	utſa					
utsegina	utseguiña	utſeguiña					
regoldar	regoldar	regoldar					
regeldo	regueldo	regueldo					
irakasdea	iracasdea	iracaſdea				irakasde	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=irakasde
jakintza	jaquintza	jaquintza	jakintza	jakintza	jakintza	jakintza	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=jakintza
jakindea	jaquindea	jaquindea				jakinde	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=jakinde
irakastiro	iracastiro	iracaſtiró					
jakintiro	jaquintiro	jaquintiro					
jakintsuro	jaquintsuro	jaquintſuro					
irakastia	iracastia	iracaſtia					
jaqnintia	jaqnintia	jaqnintia					
jakintsua	jaquintsua	jaquintſua	jakintsu		jakintsu	jakintsu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=jakintsu
suazala	suazala	ſuazala					
suazaldu	suazaldu	ſuazaldu					
suazaldua	suazaldua	ſuazaldua					
bermejo	bermejo	bermejo					
liraintasuna	liraintasuna	liraintaſuna	liraintasun	liraintasun	liraintasun	liraintasun	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=liraintasun
liraina	liraiña	liraiña	lirain		lirain	lirain	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=lirain
eskabetxatu	escabechatu	eſcabechatu	eskabetxatu	eskabetxatu			
eskabetxatua	escabechatua	eſcabechatua	eskabetxatu	eskabetxatu		eskabetxatu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=eskabetxatu
eskabe-	escabe-	eſcabe-					
oinalkia	oñalquia	oñalquia				oinalki	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=oinalki
atzbelarra	atzbelarra	atzbelarra					
ugalatza	ugalatza	ugalatza				ugalatz	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=ugalatz
laztasuna	laztasuna	laztaſuna	laztasun		laztasun	laztasun	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=laztasun
latza	latza	latza	latz		latz	latz	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=latz
iesegin	ieseguin	ieſeguin					
iges joan	igues joan	igues joan					
zurubia	zurubia	zurubia	zurubi		zurubi	zurubi	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=zurubi
eskala	escala	eſcalá	eskala	eskala	eskala	eskala	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=eskala
eskalera	escalera	eſcalera	eskalera				
baia	baya	bayá	baia		baia	baia	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=baia
kaia	caya	cayá			kai	kai	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=kai
eskalada	escalada	eſcaladá	eskalada		eskalada	eskalada	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=eskalada
eskalatzailea	escalatzallea	eſcalatzallea			eskalatzaile		
toleta	toleta	toletá	tolet	tolet	tolet	tolet	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=tolet
arraunpeka	arraumpeca	arraumpeca					
eskalatu	escalatu	eſcalatu			eskalatu	eskalatu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=eskalatu
eskalatua	escalatua	eſcalatua			eskalatu		
ugaldatu	ugaldatu	ugaldatu					
ugaldatua	ugaldatua	ugaldatua					
goria	goria	goria	gori		gori	gori	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=gori
zurubia	zurubia	zurubia	zurubi		zurubi	zurubi	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=zurubi
eskalera	escalera	eſcalera	eskalera				
eskailera	escallera	eſcallera	eskailera		eskailera	eskailera	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=eskailera
uberontzia	uberontzia	uberontzia					
feta	feta	fetá				fet	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=fet
ugosi	ugosi	ugoſi					
arraultz ugosiak	arraultz ugosiac	arraultz ugoſiac					
ogi kiskaldua	ogui quiscaldua	ogui quiſcaldua					
erreegia	erreeguia	erreeguia					
iaii	iaii	iaii					
oal aila.Lat	oal alla.Lat	oál alla.Lat					
ezkata	ezcata	ezcatá	ezkata		ezkata	ezkata	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=ezkata
ezkatatzea	ezcatatzea	ezcatatzea					
ezkatatu	ezcatatu	ezcatatu	ezkatatu				
ezkatatua	ezcatatua	ezcatatua	ezkatatu			ezkatatu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=ezkatatu
garbitu	garbitu	garbitu	garbitu		garbitu	garbitu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=garbitu
lorotartxa	lorotarcha	lorotarcha					
lorotartxatua	lorotarchatua	lorotarchatua					
igindu	iguindu	iguindu					
ezkatatsua	ezcatatsua	ezcatatſua	ezkatatsu			ezkatatsu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=ezkatatsu
ezkatatia	ezcatatia	ezcatatia					
ezkataduna	ezcataduna	ezcataduna	ezkatadun	ezkatadun		ezkatadun	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=ezkatadun
ateri	ateri	ateri	ateri		ateri	ateri	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=ateri
aterri	aterri	aterri					
atertu	atertu	atertu	atertu		atertu	atertu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=atertu
aterrunea	aterrunea	aterrunea	aterrune	aterrune	aterrune	aterrune	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=aterrune
aterraldia	aterraldia	aterraldia	aterraldi	aterraldi	aterraldi	aterraldi	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=aterraldi
kanpora igesdea	campora iguesdea	campora igueſdea					
oliboazinautsi	oliboaciñautsi	oliboaciñautſi					
garbitu	garbitu	garbitu	garbitu		garbitu	garbitu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=garbitu
olibadarra	olibadarra	olibadarra					
saloila	saloilla	ſaloilla					
eskantzaria	escanzaria	eſcanzaria					
eskantziatu	escanciatu	eſcanciatu					
galtxuria	galchuria	galchuria	galtxuri	galtxuri			
gari zuria	gari zuria	gari zuria				gari zuri	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=gari zuri
gaizbidaria	gaizbidaria	gaizbidaria					
gaizbidetia	gaizbidetia	gaizbidetia					
gaizkartaria	gaizcartaria	gaizcartaria					
trebukaria	trebucaria	trebucaria				trebukari	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=trebukari
gaitzbidatu	gaitzbidatu	gaitzbidatu					
gaizkartu	gaizcartu	gaizcartu					
trebukatu	trebucatu	trebucatu	trebukatu				
gaizbidatua	gaizbidatua	gaizbidatua					
gaizkartua	gaizcartua	gaizcartua				gaizkartu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=gaizkartu
trebukatua	trebucatua	trebucatua	trebukatu			trebukatu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=trebukatu
gaitzbidea	gaitzbidea	gaitzbidea	gaitzbide	gaitzbide			
gaizkarra	gaizcarra	gaizcarra					
trebuka	trebuca	trebucá					
gaitzbidetia	gaitzbidetia	gaitzbidetia					
gaizkartia	gaizcartia	gaizcartia					
gaizkar-	gaizcar-	gaizcar-					
enkolerizar	encolerizar	encolerizar					
enojar	enojar	enojar					
ganbara	gambara	gambara	ganbara		ganbara	ganbara	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=ganbara
ganbaratxoa	gambarachoa	gambarachoa	ganbaratxo			ganbaratxo	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=ganbaratxo
ziorria	ciorria	ciorria				ziorri	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=ziorri
mausa	mausa	mauſa	mausa	mausa			
biurtsak neurtu	biursac neurtu	biurſac neurtu					
truesa	truesa	trueſá					
siltsilua	silsilua	ſilſilua					
zizeilua	cicellua	cicellua	zizeilu	zizeilu	zizeilu	zizeilu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=zizeilu
itzurea	itzurea	itzurea					
igesdea	iguesdea	igueſdea					
iesdea	iesdea	ieſdea					
eskapada	escapada	eſcapada	eskapada		eskapada	eskapada	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=eskapada
eskapaitza	escapaitza	eſcapaitza					
eskapea	escapea	eſcapea				eskape	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=eskape
itzuri	itzuri	itzuri	itzuri		itzuri	itzuri	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=itzuri
iesegin	ieseguin	ieſeguin					
igesi	iguesi	igueſi	igesi				
eskapatu	escapatu	eſcapatu	eskapatu		eskapatu	eskapatu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=eskapatu
itzurazi	itzuraci	itzuraci					
ieserazo	ieserazo	ieſerazo					
itzuria	itzuria	itzuria	itzuri		itzuri	itzuri	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=itzuri
itzurazia	itzuracia	itzuracia					
eskapara-	escapara-	eſcapara-					
txirkua	chircua	chircua				txirku	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=txirku
itzurpidea	itzurpidea	itzurpidea	itzurpide			itzurpide	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=itzurpide
iesbidea	iesbidea	ieſbidea					
itzuringurua	itzuringurua	itzuringurua				itzuringuru	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=itzuringuru
eskapularioa	escapularioa	eſcapularioa	eskapulario	eskapulario	eskapulario	eskapulario	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=eskapulario
etxakiatua	echaquiatua	echaquiatua					
txaurala	chaurala	chaurala					
kakalardoa	cacalardoa	cacalardoa	kakalardo	kakalardo	kakalardo	kakalardo	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=kakalardo
karamarroa	caramarroa	caramarroa	karamarro	karamarro			
utsuneak	utsuneac	utſuneac					
sa-	sa-	ſa-					
gudaurrea	gudaurrea	gudaurrea					
gudaurretu	gudaurretu	gudaurretu					
gudaitzindu	gudaitzindu	gudaitzindu					
eskarapuila	escarapulla	eſcarapulla					
atela	atela	atelá	atela	atela			
aserraldia	aserraldia	aſerraldia					
nastxingolua	naschingolua	naſchingolua					
aserratu	asserratu	aſſerratu	aserratu				
istar	istar	iſtar					
zeilua	cellua	cellua					
ingurubilak	ingurubillac	ingurubillac				ingurubil	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=ingurubil
ekaehea	ecaehea	ecaehea					
eskartxatu	escarchatu	eſcarchatu					
eskartxeatu	escarcheatu	eſcarcheatu					
bitsurritu	bitsurritu	bitſurritu					
enkrespar	encrespar	encreſpar					
arrangorria	arrangorria	arrangorria				arrangorri	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=arrangorri
eskartzina	escarcina	eſcarcina					
eskartzinkada	escarcincada	eſcarcincada					
jorra	jorra	jorra	jorra	jorra	jorra	jorra	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=jorra
jorratea	jorratea	jorratea					
jorratzailea	jorratzallea	jorratzallea	jorratzaile	jorratzaile	jorratzaile	jorratzaile	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=jorratzaile
jorraria	jorraria	jorraria	jorrari	jorrari		jorrari	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=jorrari
jorratu	jorratu	jorratu	jorratu	jorratu	jorratu	jorratu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=jorratu
jorraitu	jorraitu	jorraitu					
jorratua	jorratua	jorratua	jorratu	jorratu	jorratu	jorratu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=jorratu
jorraitua	jorraitua	jorraitua				jorraitu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=jorraitu
jorraia	jorraya	jorraya	jorrai		jorrai	jorrai	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=jorrai
txaurala garbitu	chaurala garbitu	chaurala garbitu					
besuteoa	besuteoa	beſuteoa				besuteo	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=besuteo
eskarlata	escarlata	eſcarlatá	eskarlata				
besuteokina	besuteoquina	beſuteoquina					
eskarlatina	escarlatina	eſcarlatina			eskarlatina	eskarlatina	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=eskarlatina
kaltartu	caltartu	caltartu					
ajolautsi	ajolautsi	ajolautſi					
kaltartua	caltartua	caltartua				kaltartu	https://www.euskaltzaindia.eus/index.php?option=com_oehberria&task=bilaketa&Itemid=413&lang=eu&query=kaltartu
