arrandegi,arrandeguia
gobada,gobada
libratzaile,libratzallea
ortu,ortu
kitatu,quitatu
egin,eguiña
libra,libra
zalantza,zalanza
liburutegi,liburuteguia
lizentzia,licencia
bidezko,bidezcoa
gudari,gudaria
gudatu,gudatu
lotura,lotura
lotura,loturá
lotura,lotura
agudo,agudo
arin,ariñ
laster,laſter
arintasun,arintaſuna
arintasun,arintaſuna
arin,ariña
arin,ariña
laster,laſterra
bizi,bicia
ertz,ertza
eskas,eſcas
urri,urri
mugatu,mugatua
muga,muga
limonada,limonada
limosna,limoſná
garbitu,garbitu
ikuzi,icuzi
araztu,araztu
garbitu,garbitua
garbitasun,garbitaſuna
araztasun,araztaſuna
agiri,aguiria
garbi,garbia
aratz,aratza
politasun,politaſuna
edertasun,edertaſuna
lerrotu,lerrotu
gozagarri,gozagarria
garbi,garbia
elbarritu,elbarritua
leun,leuna
lausengari,lauſengaria
lausengatu,lauſengatu
zerrendatu,cerrendatua
listatu,liſtatua
jakintsu,jaquintſua
jakintza,jaquintza
auzilari,aucilaria
auzi,aucia
auzizale,aucizalea
zauritu,zauritu
zauritu,zauritua
gar,garra
kar,carra
berme,bermea
dei,deia
deitzaile,deitzallea
kisketa,quiſqueta
deitu,deitu
deigarri,deigarria
deskortesia,deſcortesìa
petxero,pechero
giltza,guiltza
gako,gacoa
etorri,etorri
ailegatu,allegatu
bete,bete
betatu,betatu
betetasun,betetaſuna
eramangarri,eramangarria
eramaile,eramallea
eraman,eráman
plural,plural
euri,euri
zuri,zuri
on,on
egon,egon
negartu,negartua
negar,negarra
auhen,auhena
negarti,negartia
erauntsi,eraunſi
euri,euria
bisuts,biſutſa
erauntsi,eraunſi
euri,euria
ekaitz,ecaitza
euritsu,euritſua
txori,choria
lupu,lupua
otsokume,otſocumea
ilun,illuna
ilun,iluna
txoro,choroa
erotu,erotu
zoratu,zoratu
txoratu,choratu
mintzo,mintzoa
erokeria,eroqueria
txorakeria,choraqueria
zorakeria,zoraqueria
erotasun,erotaſuna
lupetza,lupetza
zingira,cinguira
lupetza,lupetza
idoi,idoya
iritxi,irichi
lukurari,lucuraria
bizio,bicioa
urrutiko,urruticoa
luzetasun,lucetaſuna
hitzontzikeria,hitzontziqueria
berritsukeria,berritſuqueria
erausi,erauſia
erausle,erauslea
hitzontzi,hitzontzia
isats,iſatſac
gurendu,gurendu
limuri,limuria
labana,labaña
artizar,artizarra
gudari,gudaria
gudatu,gudatu
argitsu,arguitſua
argitasun,arguitaſuna
argitu,arguitu
egin,eguin
agiri,aguiri
on egin,on eguin
argitsu,arguitſua
argidun,arguiduna
argitu,arguitua
negargarri,negargarria
burla,burla
ordea,ordea
su,ſua
argi,arguia
argitsu,arguitſua
alditsu,alditſua
garbitu,garbitu
zapaldu,zapaldu
lanabes,lanabeſa
kopia,copia
flako,flaco
eskumen,eſcumena
zur,zurá
zurtz,zurtza
zur,zura
mataza,mataza
amaizun,amaizuna
ama,amá
amabitxi,amabichia
zoritu,zoritu
zori,zoria
zaldun,zaldun
doktrina,doctrina
maskal,maſcala
ahuldu,ahuldu
argal,argala
mailatu,mallatu
zapaldu,zapaldu
zapaldu,zapaldua
biribilatu,biribillatu
bildu,bildu
biribilatu,biribillatua
matutia,matutia
saletxe,ſalechea
asto,aſtoa
jotze,jotzea
desgrazia,deſgracia
zapaldu,zapaldua
gaizki,gaizqui
zorigaiztoko,zorigaiztocoa
goseti,goſetia
gaizki,gaizqui
gaiztakeria,gaiztaqueria
gaiztotasun,gaiztotaſuna
madarikatu,madaricatu
madarikazio,madaricacioa
madarikatu,madaricatua
gaiztotu,gaiztotu
maleta,maletá
orbel,orbela
gaiztakeria,gaiztaqueria
gaizki,gaizquia
gaizto,gaiztoa
donge,donguea
gaizki,gaizqui
donge,donguea
malba,malva
tonto,tonto
sinple,ſimple
bular,bularra
fortuna,fortuna
ele,elea
eskumen,eſcumena
maingutu,maingutu
elbarritu,elbarritu
gazte,gaztea
galai,galaya
mantxa,mancha
lastima,laſtima
elkarte,elcartea
mandatari,mandataria
mandatu,mandatua
manu,manua
agindu,aguindu
manatu,manatu
agindu,aguindu
agindu,aguindu
mende,mendea
agintari,aguintaria
saletxe,ſalechea
ondo,ondo
burdel,burdel
kirten,quirtena
gider,guiderra
eskutoki,eſcutoquia
txar,charra
txatar,chatarra
etzauntza,etzauntza
agertu,aguertua
agiri,aguiria
mango,mango
arpoi,arpoya
samur,ſamurra
samurtu,ſamurtua
emaile,emaillea
ongile,onguillea
janari,janaria
jaki,jaquia
azao,azaoa
eskumen,eſcumena
eskuzorro,eſcuzorroa
eskuztatu,eſcuztatu
eskukatu,eſcucatu
ukitu,uquitu
elbarritasun,elbarritaſuna
malgutasun,malgutaſuna
biguntasun,biguntaſuna
egoitza,egoitza
guri,guria
gantz,gantzá
zamau,zamaua
dafaila,dafailla
mantelina,manteliña
zartada,zartada
bazka,bazca
janari,janaria
espeka,eſpecá
ortu,ortu
ortu,ortua
sagar,ſagarra
sagasti,ſagaſtia
sagar,ſagara
sagarrondo,ſagarrondoa
putakume,putacumea
goiz,goizá
makila,maquila
lakatu,lacatu
itsaso,itſaſoa
sasidi,ſaſidia
miretsi,miretſi
miretsi,miretſia
miragarri,miragarria
miresgarri,mireſgarria
markatzaile,marcatzallea
markatu,marcatu
markatu,marcatua
marka,marca
mastrikatu,maſtricatu
baztertu,baztertu
elkarte,elcartea
ezkondu,ezcondu
senar,ſenarra
mamu,mamua
marinel,mariñela
itsastar,itſaſtarra
inguma,inguma
mariskal,mariſcala
lap,lapac
bildu,bildu
lapa,lapa
magurio,magurioa
marmol,marmola
baga,baga
txerriki,cherriquia
astearte,aſteartea
mailukada,mallucada
mailukatu,mallucatu
mailu,mallua
mailuki,malluquia
gabi,gabia
txikitu,chiquitu
arra,arrá
mast,maſtac
artzanor,artzanora
eraile,erallea
larritu,larritu
irozkai,irozcaya
gai,gaya
kai,caya
gesal,gueſalá
zoli,zolia
ekai,ecaya
amatasun,amataſuna
kirrika,quirrica
burla,burla
ezkontza,ezcontza
egon,egon
nagusitu,naguſitu
guraso,guraſoac
agure,agurea
gailendu,gallendu
buruzagi,buruzaguia
mozorka,mozorca
artaburu,artaburua
txar,charra
doilor,dollorra
medaila,medalla
adinon,adiñona
artetu,artetu
arteko,artecoa
artetu,artetua
sendagarri,ſendagarria
sendagai,ſendagaya
sendagarri,ſendagarria
erdi,erdia
arte,artea
ondasun,ondaſunac
gauerdi,gauerdia
artetu,artetu
neurtu,neurtua
mami,mamia
adats,adatſa
ergelkeria,erguelqueria
ibili,ibilli
akastu,acaſtu
akastu,acaſtua
biki,biquia
muxika,muxica
eztitsu,eztitſua
memoria,memoria
irasagar,iraſagarra
gogoangarri,gogoangarria
gogo,gogoa
oroitza,oroitza
gloria,gloria
sama,ſama
gogoangarri,gogoangarria
goraintzi,gorainciac
korrespontsal,correſponſal
oroitza,oroitza
aitatu,aitatu
aipatu,aipatu
eskale,eſcaleac
eskatzaile,eſcatzalleac
mugitu,muguitu
erabili,erabilli
eragin,eraguin
premia,premia
gutitu,gutitu
urritu,urritu
mandatu,mandatua
mandatari,mandataria
txoro,choroa
gezur,guezurra
erran,erran
gezur,guezurra
gezurti,guezurtia
gezur,guezurra
txiki,chiquia
mendre,mendrea
errai,errayac
mami,mamia
ibili,ibilli
merkatalgo,mercatalgoa
kakatsu,cacatſua
merezi,mereci
merezi,merecia
merezimendu,merecimendua
legatz,legatza
bermatu,bermatu
urritu,urritu
ostalari,oſtalaria
ile,illeac
otadi,otadia
begirune,beguirunea
sartu,ſartu
sartu,ſartua
sarrera,ſarrera
nabar,navarrá
nahasi,nahaſi
beldur,beldurra
izu,izua
ikara,icara
izialdura,icialdura
arreta,arreta
artean,artean
bitartean,bitartean
bizkitartean,bizquitartean
asteazken,aſteazquena
kaka,cacá
apur,apurra
papur,papurra
apurtu,apurtu
papurtu,papurtu
mirarigile,mirariguillea
mira,mirá
mirari,miraria
miraritsu,miraritſua
miru,miruá
gudari,gudaria
zume,zumea
zumitz,zumitza
bufoi,bufoya
mina,mina
mineral,mineral
meatzari,meatzaria
txiki,chiquia
tipi,tipia
ekintza,equintza
ministro,miniſtroa
buruzagi,buruzaguia
nagusi,naguſia
ministro,miniſtroa
txikitu,chiquitu
urritu,urritu
txikitu,chiquitua
txikigarri,chiquigarria
laburgarri,laburgarria
begirada,beguirada
begiratzaile,beguiratzallea
buruzagi,buruzaguia
begiratu,beguiratu
begiratzaile,beguiratzallea
begiratu,beguiratua
zeken,cequena
zikoitz,cicoitza
eutsi,eutſia
zikoizkeria,cicoizqueria
zekenkeria,cequenqueria
erruki,erruquia
urrikalmendu,urricalmendua
errukitsu,erruquitſua
miserable,miſerable
meza,mezá
misio,miſſioa
ematu,ematu
ematu,ematua
ibili,ibilli
gaztetasun,gaztetaſuna
burukada,burucada
motxila,mochilla
mugida,muguida
mukitsu,muquitſua
moderatzaile,moderatzallea
moderatu,moderatu
moderatu,moderatua
moderno,modernoa
moldakaitz,moldacaitza
lizun,lizuna
lizundu,lizundua
busti,buſtia
moldeatu,moldeatu
moldura,moldura
eho,eho
eho,ehoa
atsekabetu,atſecabetu
atsekabetu,atſecabetua
atsekabe,atſecabea
errotari,errotaria
errota,errotá
bolu,bolua
bera,beraa
bigun,biguña
era,eraa
ere,erea
nagi,naguia
tximu,chimua
tximino,chimino
tximu,chimua
bakartegi,bacarteguia
garbiketa,garbiqueta
garbitu,garbitu
buzkantz,buzcantzá
diru,dirua
dei,deiá
gaztigu,gaztiguá
kaskamotz,caſcamotza
mezulari,mezularia
menditar,menditarra
menditsu,menditſua
igo,igo
igo,igoa
basati,baſatia
mendi,mendia
montera,montera
basati,baſatia
menditar,menditarra
ukabilkatu,ucabilcatu
jardun,jardun
ibili,ibilli
dindirri,dindirria
bizitegi,viciteguia
odolki,odolquia
ante,antea
motz,motza
ilki,ilquia
motrailu,motraillua
ilki,ilquia
hildura,hildura
hilduratu,hilduratu
diru,dirua
euli,euliac
ikaratu,icaratu
kendu,quendu
moskete,moſquetea
eltxo,elchoa
erakusle,eracuslea
senatu,ſenatu
senatu,ſeñatu
agiri,aguiri
senatu,ſenatua
senatu,ſeñatua
ilaundu,illaundu
edertu,edertu
aintzatu,aintzatu
aintzatu,aintzatua
mugida,muguida
ibili,ibillia
galdu,galdua
mozkor,mozcorra
seinkeria,ſeinqueria
neskatxa,neſcachá
neskatila,neſcatilla
neska,neſcá
mol,molá
aldakor,aldacorra
aldaira,aldaira
aldagarri,aldagarria
errotarri,errotarria
kai,caya
bigun,biguña
akats,acatſa
kraka,cracá
lakatz,lacatza
itu,ituá
makila,maquilla
muskildu,muſquildu
muskildu,muſquildua
era,era
mundu,mundua
eskumutur,eſcumuturra
anddere,anyerea
deitu,deitua
kirten,quirtenac
murru,murrua
murrutu,murrutua
alamen,alamena
lauso,lauſoa
armiarma,armiarma
musika,muſica
muker,muquer
muker,muquerra
mirra,mirra
mirra,mirra
jaio,jayoa
jaiotza,jayotza
ezerezkeria,ecerezqueria
beilegi,belleguia
lilipa,lilipa
akara,acara
sudur,ſudura
kondaira,condairá
kontatu,contatu
manu,manua
izate,izatea
goragale,goragalea
eguberri,eguberriac
ontzi,ontzia
bisuts,biſutſa
lanbro,lambroa
premiazko,premiazcoa
premia,premia
kasu,caſua
eragin,eraguiña
itsusi,itſuſia
uko,ucoa
ezezko,ezezcoa
ezetz,ezetza
ukatu,ucatu
ukatu,ucatu
ukatu,ucatua
deslai,deslaya
erabili,erabilli
egiteko,eguitecoa
eginbide,eguimbidea
beltz,beltz
beltz,beltz
zumar,zumarra
zumardi,zumardia
beltz,beltza
basati,baſatia
ilberri,ilberria
elurte,elurtea
elurtu,elurtua
elurtsu,elurtſua
iloba,illoba
elur,elurra
noblezia,noblecia
gautar,gautarra
gau,gaua
inude,iñudea
izendatu,icendatu
izendatu,icendatua
izen,icená
izendatzaile,icendatzallea
notario,notarioa
jakintza,jaquintza
berrizale,berrizalea
berritasun,berritaſuna
berri,berriac
berrizale,berrizalea
bederatziurren,bederatziurrena
azaro,azaroa
zezenko,cecencoa
idisko,idiſcoa
piper,piper
joan,joan
egin,eguin
ibili,ibilli
ostia,oſtia
korapilatsu,corapillatſua
erran,erraña
bederatzi,bederatzi
berri,berria
barri,barria
igaraba,igarabá
inude,iñudea
itsutu,itſutua
sorrera,ſorrera
obeditu,obeditu
obeditu,obeditua
obedientzia,obediencia
itsutu,itſutua
sorrera,ſorrera
obeditu,obeditu
obeditu,obeditua
obedientzia,obediencia
obligatu,obligatu
eragin,eraguin
arazo,arazo
oker,oquér
okertu,oquertu
okertasun,oquertaſuna
oker,oquerra
okertu,oquertua
luze,lucea
uztaldi,uztaldia
egile,eguillea
ekintza,equintza
obratu,obratu
langile,languillea
itsustasun,itſuſtaſuna
ilundu,illundu
ilundu,illundua
iluntze,illuntzea
ilun,illuná
iluntasun,illuntaſuna
ilun,illuna
arreta,arretá
arreta,arreta
egikaritu,eguicaritu
gorde,gorde
no,no
seta,ſetá
parada,parada
motibo,motivo
sartalde,ſartaldea
itsaso,itſaſoa
laurogei,lauroguei
zortzi,zortzi
alper,alperra
nagi,naguia
zortzidun,zortziduna
urri,urria
begiko,beguicoa
ezkutatu,ezcutatu
estali,eſtali
estaldu,eſtaldu
ezkutatu,ezcutatua
estali,eſtalia
gorde,gordea
egiteko,eguitecoa
jardun,jardun
gertaldi,guertaldia
gogoratu,gogoratu
gaitzetsi,gaitzetſia
gaitzesgarri,gaitzeſgarria
ofenditu,ofenditu
sumindu,ſumindu
ofenditu,ofenditua
iraindu,iraindua
iraingarri,iraingarria
ekin,equiña
buruzagi,buruzaguia
buruzagi,buruzaguiac
erasan,eraſan
lantegi,lanteguia
ola,olá
ekintza,equintza
agintari,aguintaria
agintzaile,aguintzallea
agindu,aguindu
belarri,belarriac
belarriak itxi,belarriac ichi
begirada,beguiradá
begiratu,beguiratua
beltzuri,beltzuria
baga,bagá
oliatu,oliatu
oliatu,oliatua
usna,uſná
oliba,oliva
olibadi,olivadia
te,té
eltze,eltzea
lapiko,lapicoa
eltzegile,eltzeguillea
zumardi,zumardia
zumar,zumarra
urrintsu,urrintſua
zil,cila
eman,eman
txolarte,cholartea
aukera,auquera
obr,obrac
obratu,obratu
egin,eguin
langile,languillea
eragile,eraguillea
ile,llea
unagarri,unagarria
nekagarri,necagarria
ugari,ugaria
iritzi,iritzia
fama,fama
parada,parada
gudari,gudaria
laido,laidoa
irain,iraina
ongi,ongui
hitzaldi,hitzaldia
esaldi,eſaldia
bisuts,biſutſa
lanbro,lambroa
biribil,biribilla
agindu,aguindu
agindu,aguindua
sarri,ſarri
betiko,beticoa
eguneroko,egunerocoa
egurastu,eguraſtua
kirten,quirtenac
organista,organiſta
organo,organoa
sortalde,ſortaldea
jaiotza,jayotza
urregile,urreguillea
jatorri,jatorria
jaiotza,jayotza
jatorrizko,jatorrizcoa
jaio,jayo
sortu,ſortua
ertz,ertzá
ertz,ertza
apainketa,apainqueta
apaingarri,apaingarria
edergarri,edergarria
osin,oſiña
osin,oſiná
asun,aſuna
mirari,miraria
atezain,atezaina
begiratzaile,beguiratzallea
otadi,otadia
belar,belarra
ardi,ardiá
mokor,mocorra
konkor,concorra
gaur,gaur
egun,egun
larre,larrea
bazkatu,bazcatua
jan,jana
gaur,gaur
egun,egun
larre,larrea
bazkatu,bazcatua
jan,jana
pazientzia,paciencia
pairamen,pairamena
pairakor,pairacorra
pairatu,pairatu
ugazaita,ugazaita
eragozgarri,eragozgarria
kaltegarri,caltegarria
aita,aita
izan,izan
aitabitxi,aitabichia
laguntzaile,laguntzallea
lista,liſta
pagatzaile,pagatzallea
pagatu,pagatu
pagatu,pagatua
lasto,laſtoa
lastategi,laſtateguia
hitz,hitza
mintz,mintza
mintzo,mintzoa
berba,verbá
palada,paladá
eztitu,eztitu
eztitu,eztitu
zaletu,zaletu
ederretsi,ederretſi
agiri,aguiria
makilatu,maquillatua
espeka,eſpeca
makilada,maquillada
palari,palaria
paleta,paleta
estali,eſtali
estaldu,eſtaldu
estalgarri,eſtalgarria
ubel,ubela
zotz,zotza
zaplada,zaplada
eskutad,eſcutadac
agiri,aguiria
jakin,jaquiña
palma,palma
uso,uſoa
pagauso,pagauſoa
usategi,uſateguia
eremu,eremua
usakume,uſacumea
uso,uſoa
uso,uſo
ukigarri,uquigarria
haztatu,haztatu
ukitu,uquitu
muskil,muſquilla
nagi,naguia
okintza,oquintzá
okin,oquiña
ostikada,oſticada
sabelki,ſabelquia
makurtu,macurtu
jotze,jotzea
tonto,tonto
bandurria,bandurria
opil,opilla
zaku,zacua
arto,artoa
artale,artalea
artaburu,artaburua
aintzira,aintzira
zingira,cinguira
aztal,aztala
urratu,urratua
loro,loroa
mamu,mamua
ai,ayá
parabola,parabola
dirualdi,dirualdia
konporta,comportá
leku,lecua
toki,toquia
paradisu,paradiſua
utzi,utzia
estalki,eſtalquia
basamortu,baſamortua
eremu,eremua
familiar,familiar
eskas,eſcaſá
agertu,aguertu
arretu,arretua
iritzi,iritzia
uste,uſtea
irudi,irudia
agiri,aguiri
agertu,aguertu
iritzi,iritzi
irudi,irudi
iduritu,iduritu
iruditu,iruditu
begitandu,beguitandu
antzeko,antzecoa
progu,progua
pergamino,pergamino
erditze,erditzea
erausle,erauslea
hitzontzi,hitzontzia
hitzontzikeria,hitzontziqueria
erausi,erauſia
berritsukeria,berritſuqueria
jolas,jolaſa
erausi,erauſi
betazal,betazala
txanpon,champona
basa,baſa
bezero,beceroa
parte,parteac
emagin,emaguiña
emagintza,emaguintza
emagin,emaguiña
zatigarri,zatigarria
uzkur,uzcura
berezi,berecia
izate,izatea
gizadi,guizadia
pila,pilla
partida,partida
zer,cer
pot,pota
partitzaile,partitzallea
partitu,partitu
erdiratu,erdiratu
ebaki,ebaqui
gari,gari
pila,pilla
ertz,ertzá
miragarri,miragarria
pasaera,paſaera
pasagarri,paſſagarria
jokaldi,jocaldia
adinon,adiñona
pasagarri,paſſagarria
euskarri,euſcarria
iragankor,iragancorra
pasaporte,paſaportea
pasatu,paſſatu
iragan,iragan
eragin,eraguin
pasatu,paſatua
paseatu,paſeatu
ibiltari,ibiltaria
alper,alperra
pase,paſea
pasealeku,paſealecua
ibilera,ibillera
pairakor,pairacorra
jaiera,jayerá
bazka,bazca
artzain,arzaina
gizen,guicená
bete,betea
larre,larrea
ostiko,oſticoa
ostikada,oſticada
oinkada,oincada
patena,patena
ageri,agueria
agiri,aguiria
aitaren,aitarena
aitatasun,aitataſuna
oinarritu,oiñarritua
sorterri,ſorterria
ararteko,arartecoa
arteko,artecoa
bitarteko,bitartecoa
nagusi,naguſia
patruila,patrulla
patruilatu,patrullatu
pausatu,pauſatua
pausatu,pauſatu
geldo,gueldoa
txori,choria
pekatu,pecatu
bekatu,becatua
pekatu,pecatu
arin,ariña
bekatari,becataria
petxa,pecha
bular,bularra
ugatz,ugatza
abere,aberea
lapurreta,lapurreta
zain,zaina
puska,puſca
amen,amena
zati,zatia
oinezko,oiñezcoa
eskale,eſcalea
eskatzaile,eſcatzallea
eskatu,eſcatu
eskatu,eſcatua
txingor,chingorra
itsaskor,itſaſcorra
itsatsi,itſatſi
erantsi,eranſi
itsaski,itſaſquia
motxaile,mochallea
moztu,moztu
mutildu,mutildua
garagar,garagar
gudu,gudua
gatazka,gatazca
gudari,gudaria
gudatu,gudatu
gatazkatu,gatazcatu
maneatzaile,maneatzallea
pelikano,pelicanoa
ibili,ibilli
peril,perillá
ilegorri,illegorria
larru,larrua
larru,larrua
zimikatu,cimicatu
zimiko,cimicoa
murriztu,murriztú
pisutasun,piſutaſuna
zabarkeria,zabarqueria
astun,aſtuna
pisu,piſua
zabar,zabarra
pobre,pobre
miserable,miſerable
zekenkeria,cequenqueria
iletsu,illetſua
bilotsu,bilotſua
pilota,pillota
pilotari,pillotaria
jokatu,jocatu
iletsu,illetſua
geun,gueuna
goroldio,goroldio
gandor,gandorra
pena,pena
penatu,penatua
liskar,liſcarra
aldapa,aldapa
estandarte,eſtandartea
zerrenda,cerrenda
tantai,tantaya
barneko,barnecoa
barnatu,barnatu
barrendu,barrendu
zoli,zolia
ziur,ciurra
nekez,nequez
aditz,aditza
uste,uſtea
uste izan,uſte izan
lanaldi,lanaldia
lanaldi,lanaldia
zibota,cibota
txikitasun,chiquitaſuna
txiki,chiquia
tipi,tipia
mendre,mendrea
mendre,mendrea
udare,udarea
madari,madaria
udare,udare
lakio,laquioa
sare,ſarea
jotze,jotzea
galdu,galdu
belatu,belatu
galdu,galdua
galera,galerá
galtzapen,galtzapena
galera,galerá
perdigoi,perdigoya
eper,eperrá
barkazio,barcacioa
barkamen,barcamena
barkatu,barcatu
barkatu,barcatu
kitatu,quitatu
barkatu,barcatua
kitatu,quitatua
galgarri,galgarria
buru,buru
betiko,beticoa
beti,beti
nagitu,naguitu
galkor,galcorra
galbide,galbidea
beila,beilla
beilatu,beillatu
beilari,beillaria
betiko,beticoa
betikotasun,beticotaſuna
perrexil,perrexilla
nagitasun,naguitaſuna
alper,alper
alfertasun,alfertaſuna
nagi,naguia
alfer,alfer
alper,alperra
alper,alper
desleialtasun,desleyaltaſuna
desleial,desleyalá
apain,apain
lurrindu,lurrindu
lurrindu,lurrindua
loro,loro
txiki,chiquia
esate,eſatea
jakin,jaquiña
jakintsu,jaquintſua
kalte egin,calte eguin
kaltedun,calteduna
kaltegarri,caltegarria
kalte,caltea
perla,perla
luzatu,luzatu
zilegitu,cileguitu
baimendu,baimendua
zilegitu,cileguitua
zuzen,zucena
zuzen,zuzen
artez,artez
berun,beruna
iraungi,iraunguia
iraunkor,irauncorra
zalantza,zalantzá
zakur,zacur
gaizki,gaizqui
txakurtegi,chacurteguia
txakurkume,chacurcumea
pertsekuzio,perſecucioa
pertsegitu,perſeguitu
pertsegitu,perſeguitua
iraupen,iraupena
iraun,iraun
pertsiana,perſiana
zinatu,ciñatu
pertsona,perſona
zain,zaina
txatar,chatarra
ikuskari,icuſcari
ziur,ciurra
iritzi,iritzi
sinistu,ſiniſtu
uste,uſte
baietz,bayetz
sinistu,ſiniſtua
uste,uſtea
egoki,egoqui
ze,ce
egoki,egoquia
zurrun,zurruna
seta,ſetá
setati,ſetatia
burukoi,burucoya
makatz,macatza
pisu,piſua
pisutasun,piſutaſuna
lozorro,lozorroá
damu,damua
damu,damua
urriki,urriquia
urri,urri
garbai,garbaya
damutu,damutu
damu,damu
pisatu,piſatua
pisu,piſua
astun,aſtuna
damutu,damutua
urrikitu,urriquitua
arrandegi,arrandeguia
arrai,arrai
ile,llea
arrai,arrai
arrain,arraina
bakailao,bacallao
arrantzari,arranzaria
arrantzale,arranzalea
arrantzatu,arranzatu
arrantzatu,arranzatua
atzitu,atzitua
matraileko,matrallecoa
masaileko,maſallecoa
belarrondoko,belarrondocoa
lepo,lepoa
idun,iduna
ganbela,gambelá
arrantza,arrantza
izurrite,izurritea
kisketa,quiſqueta
larrutx,larrucha
puskatu,puſcatu
petardo,petardoa
apaingarri,apaingarria
eskabide,eſcabidea
berandu,berandu
okil,oquila
okil,oquilla
kisketa,quiſqueta
ibili,ibilli
poto,potoa
mokokada,mococada
erausi,erauſi
mokodun,mocoduna
on,oña
oin,oiña
zorroztarri,zorroztarria
errotarri,errotarria
bernazaki,bernazaquia
orri,orria
puska,puſca
zati,zatia
nano,nanoa
lapur,lapurra
pila,pilla
lapurreta,lapurreta
lapurreria,lapurreria
pipermin,pipermiña
muskil,muſquilla
pintzel,pincela
aldaro,aldaroa
gizen,guicena
koipetsu,coipetſua
lodi,lodia
pinu,pinua
natu,natua
pinta,pinta
pintatu,pintatu
pintatu,pintatua
nabar,navarra
pintore,pintorea
pintura,pintura
pintura,pintura
itsaslapur,itſaslapurra
kalkatu,calcatu
kalkatu,calcatua
aztarna,aztarna
pistola,piſtola
makar,macarra
makartsu,macartſua
puska,puſca
emagarri,emagarria
poz,poza
atsegin,atſeguiña
plazer,placera
bete,betea
orri,orria
plantxa,plancha
plantxa,plancha
plantxatu,planchatu
plantxatu,planchatua
landare,landarea
paratu,paratu
jo,jo
sabi,ſabia
adia,adia
aldi,aldia
erosta,eroſta
erostatu,eroſtatu
adi,adiac
zilar,cillarra
laster,laſter
platano,platanoa
zilarreztatu,cillarreztatu
platina,platiña
zilargin,cillarguiña
zilargile,cillarguillea
solas,ſolaſa
jolas,jolaſa
hizketa,hizqueta
hitzaldi,hitzaldia
praktikante,practicante
platina,platiña
plater,platera
gurdi,gurdia
orga,orga
plaza,plaza
ofizio,oficio
ministerio,miniſterio
epe,epea
buru,burua
tolesgarri,toleſgarria
toles,toleſa
tolestu,toleſtu
tolestatu,toleſtatu
tolestu,toleſtua
otoitz,otoitza
auzilari,auzilaria
ibili,ibilli
promes,promeſſa
auzi,aucia
bete,betea
ilbete,ilbetea
toles,toleſa
zimur,cimurra
berun,beruna
berun,beruna
luma,luma
eragin,eraguin
lumadi,lumadia
premia,premia
txerritoki,cherritoquia
urdandegi,urdandeguia
almena,almená
ustel,uſtela
polaina,polaina
ai,aya
kortesia,corteſia
sits,ſitſa
txartel,chartela
asto,aſtoa
alper,alperra
nagi,naguia
nagitasun,naguitaſuna
nagitu,naguitu
zikin,ciquiña
likits,liquitſa
astindu,aſtindu
sagasti,ſagaſtia
dontzeila,doncella
pontxe,ponchea
paratu,paratu
ipini,ipiñi
paratu,paratua
paratu,paratu
jarri,jarri
jazarri,jazarri
sartalde,ſartaldea
pozoitsu,pozoitſua
lasto,laſtoa
urritasun,urritaſuna
txerrikume,cherricumea
parte,partea
anoa,anoa
likiskeria,liquiſqueria
kortxete,corchete
atari,ataria
eramaile,eramallea
soto,ſotoa
sarbide,ſarbidea
maleta,maleta
eraman,eraman
mirari,miraria
izukari,izucaria
izukari,izucaria
mi,mi
ate,atea
atezain,atezaina
akats,acatſa
ostatu,oſtatua
zurrun,zurrun
egoera,egoera
egoitza,egoitza
egoitza,egoitza
postura,poſtura
menpetu,mempetu
menpetu,mempetua
menpe,mempea
menpeko,mempecoa
te,te
puska,puſca
zati,zatia
etorri,etorri
atzeratu,atzeratu
atzeratu,atzeratua
geroko,guerocoa
gero,guero
oilaur,ollaura
erantsi,eranſia
erakarri,eracarria
jarri,jarri
jarri,jarria
atzen,atzena
atzeneko,atzenecoa
azken,azquena
azkeneko,azquenecoa
egoera,egoera
egoitza,egoitza
zuku,zucua
almen,almenac
ahaldun,ahalduna
mende,mendea
apal,apalá
putzu,putzua
ekin,equin
landa,landa
solo,ſoloa
soro,ſoroa
larre,larrea
gaiztakeria,gaiztaqueria
manu,manua
maisu,maiſua
irakasle,iracaslea
otoitz,otoitzac
prezio,precioa
balio,balioa
baliotsu,baliotſua
urduritu,urduritu
doi,doi
eragin,eraguin
doi,doya
zoritu,zoritua
somatu,ſomatu
predikari,predicaria
predikatu,predicatu
prediku,predicua
pregoi,pregoya
pregoilari,pregoilaria
galde,galdea
galdetzaile,galdetzallea
galdetu,galdetua
aloger,aloguera
emaile,emallea
aloger,aloguera
sariztatu,ſariztatu
sari,ſaria
aloger,aloguera
prenda,prenda
euskarri,euſcarria
itsatsi,itſatſia
itsatsi,itſatſi
apaindu,apaindu
itsatsi,itſatſia
preso,preſoac
itsaspen,itſaſpena
prentsa,prenſá
trinkatu,trincatu
prentsatu,prenſatua
seindun,ſeinduna
prestaera,preſtaera
prestatu,preſtatu
maneatu,maneatu
prestatu,preſtatu
prestatu,preſtatua
prestatu,preſtatua
prestatzaile,preſtatzallea
maneatzaile,maneatzallea
buruzagi,buruzaguia
azti,aztia
apaizgo,apaizgoa
apaiz,apaiza
abade,abadea
jakite,jaquitea
berezitu,berecitu
presentzia,preſencia
aurkeztu,aurqueztu
aurkeztu,aurqueztua
