LAR_LEMMA_EGOKITUA	ANCHORTEXT	ANCHORLINK	EUS_CANDIDATES
abotinado	abotinado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abotinado	botiñatua
abotonar	abotonar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abotonar	motetú, ninicatzea, moteatzen asi dira, motea ernetzen, aguertzen, ateratzen asi dira, ninicatzen asi dirade
abotonado	abotonado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abotonado	motetua, motez jancia
abotonadura	abotonadura	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abotonadura	botonadura
abovedar	abovedar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abovedar	uztaitu, uztayaren
abovedado	abovedado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abovedado	uztaitua, uztayatua, uztayaren guisa eguiña, ezarria
abra	abra	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abra	caya, caea
abracijo	abracijo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abracijo	abrazo
abrasar	abrasar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrasar	erre
abrasado	abrasado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrasado	errea, errea nago
abrasador	abrasador	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrasador	erretzallea, quemar, encender, inftamar
abrasarse	abrasarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrasarse	erre, erretzen naiz, cera da, biciric erretzen naiz
abrasamiento	abrasamiento	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrasamiento	erredura, errapena
abrazar	abrazar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrazar	laztandu, laztaneguin, eman, besarcatu, arraiztu, alcar laztandu ciran, laztanac eman ciran
abrazado	abrazado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrazado	laztandua, besarcatua, arraiztua
abrazador	abrazador	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrazador	laztanaria, laztanguillea, laztan emallea, besarcaria, besarcatzallea, ar aitzaria, arraitzallea
abrazo	abrazo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrazo	laztana, besarcatzea, besarquera, arraicia, indazu laztan bat, eguidazu laztan
abrazaderas	abrazaderas	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrazaderas	arpoyac
abrego	abrego	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrego	egoa, egoia
abrevar	abrevar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrevar	abere, aberevar
abrevar	abrevar2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrevar2	ederatu, edaran, abereac edanerazo, edanaraci, abereac edateratu
abrevado	abrevado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrevado	ederatua, edarana, edanerazoa, edaneracia, edateratua
abrevadero	abrevadero	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrevadero	abereen edatoquia, ederatoquia
abreviacion	abreviacion	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abreviacion	compendio
abreviar	abreviar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abreviar	laburtu, chaburtu
abreviado	abreviado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abreviado	laburtua, chaburtua, chit dago luburtua, chit dago labur
abreviador	abreviador	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abreviador	laburtzallea, laburtaria, chaburtzallea, chaburtaria
abreviatura	abreviatura	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abreviatura	laburrera, chaburrer
abreviatura	abreviatura2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abreviatura2	hitzasia, æ
abrevia	abrevia	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrevia	lasterreguizu, ea agudo, ea laster, biciró, azquenean laster esateagatic, diot ecen, azquenean beiñ, edo beiñ bucatzeco, diot ecen, asquenean hitz batez esateco, &c
abribonarse	abribonarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abribonarse	alperquerian sartzea, alper eguitea, alperquerian
abribonado	abribonado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abribonado	alperquerian sartua, icia, alper eguiña
abridero	abridero	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abridero	erraz irequitzen diran muicac
abridor	abridor	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abridor	irequitzallea
abridor	abridor2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abridor2	otallaria
abrigaño	abrigaño	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrigaño	nozgueitza
abrigarse	abrigarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrigarse	briga
abrigar	abrigar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrigar	berotu, nozguetu, det, dezu, áeu, oroldu, badau noc oroldu, oroldu, ondo oroldua dago
abrigarse	abrigarse2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrigarse2	lecu segurura biribil latzea, lecu seguruan gordetzea, ezcutatzea, sartzea
abrigado	abrigado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrigado	lecu beroa, otzetie gordea, segurua, nozguea, abrigua, seguro
abrigo	abrigo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrigo	eguzquiaz, suaz berotzea
abrigo	abrigo2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrigo2	beroa, berotasuna
abril	abril	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abril	pirilla, jorrailla, pirillean@euri betean
abrir	abrir	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrir	idiqui, zabaldu, irequi, idequiezac ate hori, zabelezazu escua
abrirle	abrirle	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrirle	burua autsi, urratu, erdiratu, ceatu, zatitu, begui gora bera batean, ichi idiqui batean
abierta	abierta2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abierta2	autsia, urratua, autsitua, erdiratua, ceatua, zatitua
abiertamente	abiertamente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abiertamente	idiquiró, idequiro, zabalquiro, otzaná, guizon coscabaguea, azpilduragabea
abierto	abierto	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abierto	miaurtuá, azarracátua, miauria
abrirse	abrirse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrirse	henderse, arracatú
abrirse	abrirse2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrirse2	miaurtú, azarractu
abrogacion	abrogacion	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrogacion	indarguea, indarguetzea, indarbaguetzea
abrogar	abrogar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrogar	legueren bat indarguetú, indarbaguetñ, legue hori indarguetua, indarbaguetua dago, anular, revocar
abrojo	abrojo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrojo	sasilarra, saparlarra
abrojos	abrojos	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrojos	burnilarrac
abromarse	abromarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abromarse	cedeneztatu, cerreneztatu, cedenéz, cerrenéz beté
abromado	abromado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abromado	cedeneztatua, &c
abroquelarse	abroquelarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abroquelarse	broqneldu, ezcutatzea, ezcutuaz estaltzea, gordetzea
abroquelado	abroquelado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abroquelado	broqueldua, ezcutatua, ezcutuaz estalia
alesconderse	alesconderse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#alesconderse	ezcutatu, ezcutua, escudo, ezcutatzea, escudo, y escudarse
abrotano	abrotano	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrotano	chichare belaárra
abrumar	abrumar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abrumar	brumar
absceso	absceso	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#absceso	anditsu zornatua, zolditua
absconderse	absconderse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#absconderse	esconder
absentarse	absentarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#absentarse	ausentarse
absolver	absolver	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#absolver	norbait pecatutic, gaizquitic libretzat, ascatutzát emátea, Asbsolvitú, ascatú, deslotú
absolucion	absolucion	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#absolucion	absolitzea, ascatzea, deslotzea, absolicioa, as-, caturá, desloturá, absclaitua, ascatua, deslotaa
absolvederas	absolvederas	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#absolvederas	absoloigarriac
absolutamente	absolutamente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#absolutamente	ichir, ertsiróá, guciró, deblauqui, deblauquiró, ichi, ichiró nai izan ceuan, ala eguin cedilla, os, ta or
absoluto	absoluto	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#absoluto	iñori eztichecana, gauzaren batean iñoren bearric ezteuana, ascatua, bere naiguiñeta ezta iñoren bcar, ascatua da, bere ondasunaren jabe da oso ta oro
absolutas	absolutas	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#absolutas	ichirocó, guciroc eráusiac, esác, hitzac, beti dátorquit icarátzen nauteén, gucirocó erausi bátzuequin
absortar	absortar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#absortar	sortatú, arritu, cordebaguetuæ bezala
absorto	absorto	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#absorto	sorrá, sorrá, jortú, gorr, a sorraá, sorrá, sortuá, corde baguetua bézala, arritua, sorrá guelditu zan, arrituric gueratu zan, cordebaguetu bezala zan, sorrá guelditzea, arritzea, cordebaguetzea beézala, quedarse como sju sentido
absorbente	absorbente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#absorbente	chucatzaria, idortaria
abstenerse	abstenerse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abstenerse	cerbait eguitetic gordetzea, eguiratzea, iñori gaitz eguitctic gordetzen da, beguiratzen da, zten, vtzitzendeugaitzic iñori eouitea
abstenerse	abstenerse2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abstenerse2	pecatutic, jocotic, ardotic gordetzea, beguiratzea
abstinente	abstinente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abstinente	urrijalea, urriiaria, guichi jaten deuaná
abstinencia	abstinencia	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abstinencia	urrijaldura, abstinennencia, urrijalpena
abstraccion	abstraccion	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abstraccion	cordearen galtzeaz, cordebaguetzea
abstraccion	abstraccion2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abstraccion2	berequicotzea, bere buruaren ajolaz, arduraz bicitzea
abstrahido	abstrahido	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abstrahido	cordea galdua, cordebaguetua
abstrahido	abstrahido2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abstrahido2	berequicotua barrencoia, bere bururen ajolaz bici dana
abstrahido	abstrahido3	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abstrahido3	nere, neurequicotua, cerequicotua, zure, zenrequicotua, berequicotua, guerequicotua
abstracto	abstracto	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abstracto	utseragoa
abstraher	abstraher	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abstraher	utseragotu
abstruso	abstruso	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abstruso	estalia, ezcutatua, ichia, ertsia
absurdo	absurdo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#absurdo	egoquieza, egoquibaguea, bearzaquea, bearreztana, bearzaque icaragarria eguin dec
abubilla	abubilla	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abubilla	basollarra, cucurustá
abucasta	abucasta	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abucasta	até, ata mueta bat, egazti aztinanzá gaiztoco bat, nola ere dan basollarrá, avis casta
abuela	abuela	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abuela	amoná, amanagusia, amasaba, amasoa, amagoya, esayoc, esaneguioc hire amonari, amasabari
abuelo	abuelo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abuelo	aitona, aitanagusia, aitasaba, aitasoa, aitagoya, ara guré aitonen, guré gurasoen eran, demboran
abuelo	abuelo2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abuelo2	asabac, o
abueltas	abueltas	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abueltas	orrequin batean, orrez naste, vuelta
abuenas	abuenas	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abuenas	bien, buena
abuhado	abuhado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abuhado	buiatua, aurpegui ubel, ta uanditua daucana
abuharse	abuharse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abuharse	vbeltzea, ta uanditzea, buyatu
abultar	abultar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abultar	aundiagotu, andiagotu, gueitu, gueiagotu
abulta	abulta	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abulta	aundia, lodia@da, dirudi, gueyegui da aundi, lodi, aundiegui, lodiegui da, Cein aundi, cein lodi izango da
abultado	abultado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abultado	anditua, andiagotua, gueitua, gueiagotua
abultador	abultador	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abultador	andi, andiagotzallea, gueitzallea, gueiagotzallea
abultaren	abultaren	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abultaren	aundia, andia, lodia izatea, iduritzea
abulto	abulto	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abulto	bulto
abundancia	abundancia	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abundancia	ioria, iyoria, ioritasuna, iyoritasuna, ugaria, ugaritasuna, naroá, narotasuna, francotasuna, gauza gucien vgaria dezu, gauza guciac ugari@dituzu
abundante	abundante	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abundante	ioritsua, ugaritsua, narotsua, ioriá, ugariá, naroá, iori, ugari dator vrtea, ioritsua, ugaritsua, narotsua dator urtea
abundantemente	abundantemente	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abundantemente	ioriró, ugariró naroró, ioriqui, ugariqui, naroqui, iori, ugari, naró
abundantemente	abundantemente2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abundantemente2	oparó, opipare
abundar	abundar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abundar	iori, ugari, oparo izan
abuñuelar	abuñuelar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abuñuelar	orapildu
aburar	aburar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#aburar	
aburelado	aburelado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#aburelado	gorribeztua
aburrado	aburrado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#aburrado	astotua, asto eguiña, asto biurtua, mutill au astotua dago, asto bat eguiña dago, asto biurtua dago
aburrarse	aburrarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#aburrarse	astotutzea, astotzea, asto izatea, eguitea, biurtzea
aburrimiento	aburrimiento	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#aburrimiento	gogaicioa, gogaitzea, gogaipena
aburrir	aburrir	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#aburrir	gogaitu, gogaiterazo, gogaitaraci, gogaiteraguin
aburrirse	aburrirse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#aburrirse	gogaitu, gogaitzea, erraz gogaitzen da
aburrido	aburrido	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#aburrido	gogaitua
abusar	abusar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abusar	gaizqui-vsatzea, dongaróvsatzea, bere ondasunaz, bere doaiñaz gaizqui, dongaró vsatzen da bere ondasunac, doaiñac gaizqui vsatzen ditu
abusar	abusar2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abusar2	gaizqui erabilli, gaizqui dárabiltza, dárabiltzi beré ondasúnac
abuso	abuso	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abuso	vsadio gaistoa, dongueá, vsadio@gaiztoz, deunguaz eguiten dana, usu, uso
abutarda	abutarda	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abutarda	eganaguisa, egazti lúrtarra, ecin egaa deuana, avis@tarda, otida, ae
abuvilla	abuvilla	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abuvilla	abubil@la
abyeccion	abyeccion	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#abyeccion	
aca	aca	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#aca	oná, onará, onat, unat, onarat, oná, orrá, onará, orrará, onat, orrat, atoz, oná, atoz onarár eldu oná, zato onat, betor oná, onago, onarago, onatago, atoz onarago, eldu onago, zato onatago, ononz, unonz, ononzago, unonzago, aronz, arunz, ononzago, unonzago, aronz, arunz, aronzago, arunzago, Noiz ezquero, noiz ezqueroz, noizdanic, arrezquero, azquero, arrezqueroz, orduandanic, vrtebatezquero, vrtebatezgueroztic, vrtebatean danic
acabalar	acabalar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acabalar	cabaleguin, ifiñi, cabaldú, berdindu, osatu, cabal, osagarri
acaballerado	acaballerado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acaballerado	chit restua, ezcutari guisacoa
acaballadero	acaballadero	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acaballadero	
acabar	acabar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acabar	oraiñ, oran, orainche, orain etorri da, orainche joan da
acabar	acabar2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acabar2	bucatu, acabatu, aitu, azquenáu, asi, ta búca, amandatu, amandu, &c
acabado	acabado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acabado	bucatua, acabatu, aitua
acabarse	acabarse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acabarse	bucatzea, acabatzea, aitutzea, acabatua, galdua dago chit, bucaraci, bucaerazo, acabaraci, acaberazo, aitue razo
acaba	acaba	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acaba	ea@laster, ea bada, oa, joan bear badec
al	al	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#al	astoa illa danean, garagarra buztanean, usoac joan eta sareac eda, astoaren aoarú eztia eztagoca ongui
acabose	acabose	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acabose	eguin da, zla, ezta cereguiñic
acabaronse	acabaronse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acabaronse	aitu dira nere pozac, bucatu dira nere atseguiñac, iiñoiz ez bucatzea lizateque
acabamiento	acabamiento	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acabamiento	acabantzá, acaballá, bucaera, amandá
acabdillar	acabdillar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acabdillar	acaudillar
acabo	acabo	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acabo	
acabronado	acabronado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acabronado	aquerguisacoa
acacharse	acacharse	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acacharse	agacharse
acacia	acacia	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acacia	acacia
academia	academia	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#academia	icasolá, jaquiñen, jaquintsuen, letradunen ballerá, bilgumá, batarrea
academico	academico	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#academico	icasolacoa, icasolarra, jaquientsuen balleracoa, bilgumacoa, batzarrecoá
acaecer	acaecer	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acaecer	suertatu, guertatu, jasó, jazo, acertadu
accidit	accidit	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#accidit	siuertatu@zan ecen &c, guertatu zait ecen, acertadu jat ece, jazo jat eze
acaecimiento	acaecimiento	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acaecimiento	suertaera, guertaera, jasó, jazoaera, acertaera, suertapena, guertapena &c
acairelado	acairelado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acairelado	cirpitz ederréz ertzatua
acalcar	acalcar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acalcar	calcatu, calcare
acalcar	acalcar2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acalcar2	calcatu, oñez, edo bestela estutu, tincatu
acalcado	acalcado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acalcado	calcatua, tincatua, estutua
acalcador	acalcador	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acalcador	calcaria, calcatzallea, estutaria, estutzallea, calcaraci, calcaerazo, calcaeraguin
acallar	acallar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acallar	isildu, igildu, isilaraci, isilerazo, igilaraci, igilerazo
acallado	acallado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acallado	isilaracia, isilerazoa, isilaracitua, isilerazotua
acallador	acallador	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acallador	isilaracitzallea, isilerazotzallea, isileraguillea
acaloñar	acaloñar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acaloñar	calumniar
acalorar	acalorar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acalorar	berotu, suquindu
acalorado	acalorado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acalorado	berotua, suquindua
acampamento	acampamento	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acampamento	eercito baten etzauntza, jarlecua
acampar	acampar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acampar	etzauntza artu, ifiñi
acampado	acampado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acampado	etzauntzac artua, ifiñia
acamuzado	acamuzado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acamuzado	agamuzado
acanalar	acanalar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acanalar	boillustu, abodiatu, odiatu, odiac eguin
acanalado	acanalado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acanalado	boillustua, abodiatua, odiatua, odiaz, odiacquin eguiña
acanalador	acanalador	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acanalador	odiatzallea, odi eguillea
acandilar	acandilar	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acandilar	criseldu, cruseldu, criselu eérara, guisará páratu, ifiñi
acanelado	acanelado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acanelado	canelaztua
acanillado	acanillado	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acanillado	uneac dituen oyalá, oyal úneduna
acañaberear	acañaberear	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acañaberear	cañabera, canabela, cañaberal
acañaberear	acañaberear2	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitza/A#acañaberear2	cañaberatu, canabelatu, cañaberaz, josi, zulatu
