LAR_LEMMA	UNIDECODE	EGOKITUA	SARASOLA	SARASOLA1745	WIKIDATA
biotzurcodea	biotzurcodea	biotzurkodea			
biotzurrugoa	biotzurrugoa	biotzurrugoa			
biotzutsá	biotzutsa	biotzutsa			
bioz andia	bioz andia	bioz andia			
biozcuta	biozcuta	biozkuta			
biozgorqui	biozgorqui	biozgorki			
biozgorrá	biozgorra	biozgorra			
biozgortasuna	biozgortasuna	biozgortasuna			
biozmuguida	biozmuguida	biozmugida			
biozquida	biozquida	biozkida			
bioztarquiro	bioztarquiro	bioztarkiro			
bioztarra	bioztarra	bioztarra			
bioztzarra	bioztzarra	bioztzarra			
biquendea	biquendea	bikendea			
biquia	biquia	bikia	biki	biki	biki
biracorra	biracorra	birakorra			
biraputu	biraputu	biraputu			
biraua	biraua	biraua			
birauba	birauba	birauba			
birauduna	birauduna	birauduna	biraudun	biraudun	
birauez-	birauez-	birauez-			
biraumena	biraumena	biraumena			
biraumenaria	biraumenaria	biraumenaria			
biraumenatu	biraumenatu	biraumenatu			
biraumendu	biraumendu	biraumendu			
birbeatu	birbeatu	birbeatu			
birbeatua	birbeatua	birbeatua			
birbetandea	birbetandea	birbetandea			
bircaldctu	bircaldctu	birkaldctu			
bircaldea	bircaldea	birkaldea			
birciazcua	birciazcua	birtziazkua			
birciazcutaria	birciazcutaria	birtziazkutaria			
birciazcutu	birciazcutu	birtziazkutu			
birciazcutua	birciazcutua	birtziazkutua			
bircobera	bircobera	birkobera			
bircobratua	bircobratua	birkobratua			
bircobratul berriz cobratu	bircobratul berriz cobratu	birkobratul berriz kobratu			
bircobrua	bircobrua	birkobrua			
bircontaera	bircontaera	birkontaera			
bircontatu	bircontatu	birkontatu			
bircontatua	bircontatua	birkontatua			
birdastá	birdasta	birdasta			
birdastatu	birdastatu	birdastatu			
birdastatua	birdastatua	birdastatua			
biredaria	biredaria	biredaria			
birendatu	birendatu	birendatu			
birendatua	birendatua	birendatua			
birgambiatua	birgambiatua	birganbiatua			
birgambioa	birgambioa	birganbioa			
biria	biria	biria	biri		
biribelarra	biribelarra	biribelarra			
biribi llatu	biribi llatu	biribi ilatu			
biribi-	biribi-	biribi-			
biribilca galyurtua	biribilca galyurtua	biribilka galddurtua			
biribilchoa	biribilchoa	biribiltxoa			
biribildu	biribildu	biribildu	biribildu		biribildu
biribilla	biribilla	biribila	biribil		biribil
biribillac	biribillac	biribilak	biribil	biribil	biribil
biribillaria	biribillaria	biribilaria			
biribillatu	biribillatu	biribilatu	biribilatu		biribilatu
biribillatua	biribillatua	biribilatua	biribilatu		biribilatu
biribillatuá	biribillatua	biribilatua	biribilatu		biribilatu
biribillatzallea	biribillatzallea	biribilatzailea			
biribillatzea	biribillatzea	biribilatzea			
biribiltasuna	biribiltasuna	biribiltasuna	biribiltasun		
biribiltsua	biribiltsua	biribiltsua			
birica	birica	birika	birika		birika
biricaldia	biricaldia	birikaldia			
biricamiña	biricamina	birikamina			
biricaquiac	biricaquiac	birikakiak			
biricodiac	biricodiac	birikodiak	birikodi	birikodi	
birilauna	birilauna	birilauna			
biriqueria	biriqueria	birikeria	birikeri	birikeri	birikeri
birjayo	birjayo	birjaio	birjaio	birjaio	birjaio
birlá	birla	birla	birla	birla	birla
birlachoa	birlachoa	birlatxoa			
birlandartu	birlandartu	birlandartu			
birlandatua	birlandatua	birlandatua	birlandatu		
birlandatzea	birlandatzea	birlandatzea			
birlatu	birlatu	birlatu			
birlautu	birlautu	birlautu			
birleatu	birleatu	birleatu			
birloa	birloa	birloa	birlo	birlo	
birloratu	birloratu	birloratu	birloratu		birloratu
birlotu	birlotu	birlotu			
birlotua	birlotua	birlotua			
birmacola	birmacola	birmakola			
biroquia	biroquia	birokia			
birpisatu	birpisatu	birpisatu			
birpisua	birpisua	birpisua			
birrecanzatu	birrecanzatu	birrekantzatu			
birretan amlat	birretan amlat	birretan amlat			
birretán gueyago	birretan gueyago	birretan geiago			
birretatu	birretatu	birretatu			
birretatua	birretatua	birretatua			
birretatzallea	birretatzallea	birretatzailea			
birretatzea	birretatzea	birretatzea			
birreztatu	birreztatu	birreztatu			
birreztatzea	birreztatzea	birreztatzea			
birrirotu	birrirotu	birrirotu			
birsalá	birsala	birtsala			
birsaldu	birsaldu	birtsaldu			
birsaldua	birsaldua	birtsaldua			
birsalera	birsalera	birtsalera			
birsaltzallea	birsaltzallea	birtsaltzailea			
birtaitortu	birtaitortu	birtaitortu			
birtaitzurtu	birtaitzurtu	birtaitzurtu			
birtaitzurtua	birtaitzurtua	birtaitzurtua			
birtalocaira	birtalocaira	birtalokaira			
birtamarrena	birtamarrena	birtamarrena			
birtaratu	birtaratu	birtaratu			
birtaratua	birtaratua	birtaratua			
birtarguia	birtarguia	birtargia			
birtarguitu	birtarguitu	birtargitu			
birtatsia	birtatsia	birtatsia			
birtautsiqui	birtautsiqui	birtautsiki			
birtautsiquia	birtautsiquia	birtautsikia			
birtautsiquitzallea	birtautsiquitzallea	birtautsikitzailea			
birtebaqui	birtebaqui	birtebaki			
birtebaquia	birtebaquia	birtebakia			
birtegosi	birtegosi	birtegosi			
birtegosia	birtegosia	birtegosia			
birteguin	birteguin	birtegin			
birtemarmetn	birtemarmetn	birtemarmetn			
birtemarmetua	birtemarmetua	birtemarmetua			
birtemasquida	birtemasquida	birtemaskida			
birtequida	birtequida	birtekida			
birtequidatu	birtequidatu	birtekidatu			
birtereiñ	birterein	birterein			
birternea	birternea	birternea			
birtestalqua	birtestalqua	birtestalka			
birtetartzea	birtetartzea	birtetartzea			
birtiesdea	birtiesdea	birtiesdea			
birtiesia	birtiesia	birtiesia			
birtiguesi	birtiguesi	birtigesi			
birtiracurri	birtiracurri	birtirakurri			
birtiracurria	birtiracurria	birtirakurria			
birtiragoa	birtiragoa	birtiragoa			
birtiraquin	birtiraquin	birtirakin			
birtiraquiña	birtiraquina	birtirakina			
birtirudetu	birtirudetu	birtirudetu			
birtirun	birtirun	birtirun			
birtiruna	birtiruna	birtiruna			
birtjcuzi bercarbitu	birtjcuzi bercarbitu	birtjkuzi berkarbitu			
birtolestu	birtolestu	birtolestu			
birtondatua	birtondatua	birtondatua			
birtondctu	birtondctu	birtondctu			
birtoñeztu	birtoneztu	birtoneztu			
birtoñeztua	birtoneztua	birtoneztua			
birtosatu	birtosatu	birtosatu			
birtosatuá	birtosatua	birtosatua			
birtosatzea	birtosatzea	birtosatzea			
birtucia	birtucia	birtuzia			
birturtua	birturtua	birturtua			
birturtzea	birturtzea	birturtzea			
birtuzcura	birtuzcura	birtuzkura			
birunca	birunca	birunka	birunka	birunka	
biruncaria	biruncaria	birunkaria			
biruncatu	biruncatu	birunkatu			
biruncatua	biruncatua	birunkatua			
birureca	birureca	birureka			
birzulatua	birzulatua	birtzulatua			
birzuloa	birzuloa	birtzuloa			
bisaiea	bisaiea	bisaiea			
bisca	bisca	biska	biska		biska
biscatsua	biscatsua	biskatsua	biskatsu	biskatsu	biskatsu
biscatu	biscatu	biskatu	biskatu	biskatu	
bisetartecoa	bisetartecoa	bisetartekoa			
bisicá	bisica	bisika			
bisicatua	bisicatua	bisikatua			
bisiga	bisiga	bisiga			
bisigada	bisigada	bisigada			
bisigaguillea	bisigaguillea	bisigagilea			
bisilotea	bisilotea	bisilotea			
bisoño	bisono	bisono			
bispoa	bispoa	bispoa			
bisquetacoa	bisquetacoa	bisketakoa			
bisquitasuna	bisquitasuna	biskitasuna			
bistguesdea	bistguesdea	bistgesdea			
bisuntsa	bisuntsa	bisuntsa			
bisutsa	bisutsa	bisutsa	bisuts	bisuts	bisuts
bisutsa izan	bisutsa izan	bisutsa izan			
bisutsari eraso	bisutsari eraso	bisutsari eraso			
bitará	bitara	bitara	bitara		bitar
bitaradea	bitaradea	bitaradea			
bitarazco	bitarazco	bitarazko			
bitarte egon	bitarte egon	bitarte egon			
bitartea	bitartea	bitartea	bitarte		bitarte
bitartean	bitartean	bitartean	bitartean		bitartean
bitartecoa	bitartecoa	bitartekoa	bitarteko		bitarteko
bitartecoac	bitartecoac	bitartekoak	bitarteko	bitarteko	bitarteko
bitarteonetan	bitarteonetan	bitarteonetan			
bitartero	bitartero	bitartero			
bitarterocoa	bitarterocoa	bitarterokoa			
bitartetn	bitartetn	bitartetn			
bitartetu	bitartetu	bitartetu			
bitartetzea	bitartetzea	bitartetzea			
bitatu	bitatu	bitatu			
bite-	bite-	bite-			
biterdicoa	biterdicoa	biterdikoa			
bitezardea	bitezardea	bitezardea			
bitezarlea	bitezarlea	bitezarlea			
bitezarra	bitezarra	bitezarra			
bitezarri	bitezarri	bitezarri			
bitezarria	bitezarria	bitezarria			
bitezarriac	bitezarriac	bitezarriak			
bitezartia	bitezartia	bitezartia			
bitiña	bitina	bitina	bitina		
bitinarrua	bitinarrua	bitinarrua			
bitoranza	bitoranza	bitorantza			
bitoré izan	bitore izan	bitore izan			
bitorea	bitorea	bitorea	bitore		
bitorequiró	bitorequiro	bitorekiro			
bitorra	bitorra	bitorra			
bitsa	bitsa	bitsa	bits		bits
bitsuia	bitsuia	bitsuia			
bitsurritu	bitsurritu	bitsurritu			
bitzaburtua	bitzaburtua	bitzaburtua			
bitzaira	bitzaira	bitzaira			
bitzaldaira	bitzaldaira	bitzaldaira			
bitzeraquidatu	bitzeraquidatu	bitzerakidatu			
biurca joan	biurca joan	biurka joan			
biurcaya	biurcaya	biurkaia			
biurcea	biurcea	biurtzea			
biurcicoa	biurcicoa	biurtzikoa			
biurciezgarria	biurciezgarria	biurtziezgarria			
biurcilaria	biurcilaria	biurtzilaria			
biurciquizuna	biurciquizuna	biurtzikizuna			
biurcitzallea	biurcitzallea	biurtzitzailea			
biurpoilla	biurpoilla	biurpoila			
biurquea	biurquea	biurkea			
biurqueta	biurqueta	biurketa			
biurquetaria	biurquetaria	biurketaria			
biurquetatu	biurquetatu	biurketatu			
biurrera	biurrera	biurrera			
biurria	biurria	biurria			
biurridea	biurridea	biurridea			
biurriró	biurriro	biurriro			
biurriroó	biurriroo	biurriroo			
biurritaria	biurritaria	biurritaria			
biurritu	biurritu	biurritu			
biurritzea	biurritzea	biurritzea			
biurrondea	biurrondea	biurrondea			
biurrondu	biurrondu	biurrondu			
biurrondua	biurrondua	biurrondua			
biurrongarrria	biurrongarrria	biurrongarrria			
biursa	biursa	biurtsa			
biursac	biursac	biurtsak			
biursac becaldu	biursac becaldu	biurtsac bekaldu			
biursac neurtu	biursac neurtu	biurtsac neurtu			
biursachoa	biursachoa	biurtsatxoa			
biursaguillea	biursaguillea	biurtsagilea			
biursalcarra	biursalcarra	biurtsalkarra			
biursaquiña	biursaquina	biurtsakina			
biursaquindea	biursaquindea	biurtsakindea			
biursaquintza	biursaquintza	biurtsakintza			
biursaria	biursaria	biurtsaria			
biursaritu	biursaritu	biurtsaritu			
biursate damugarria	biursate damugarria	biurtsate damugarria			
biursate damugarrizcoa	biursate damugarrizcoa	biurtsate damugarrizkoa			
biursatea	biursatea	biurtsatea			
biursen becaldaria	biursen becaldaria	biurtsen bekaldaria			
biurserdia	biurserdia	biurtserdia			
biursurria	biursurria	biurtsurria			
biursurriquiña	biursurriquina	biurtsurrikina			
biurta	biurta	biurta			
biurtu	biurtu	biurtu			
biurtua	biurtua	biurtua			
biurtuaz eguin	biurtuaz eguin	biurtuaz egin			
biurtuaz eguiña	biurtuaz eguina	biurtuaz egina			
biurtueguia	biurtueguia	biurtuegia			
biurturunta	biurturunta	biurturunta			
biurtza	biurtza	biurtza			
biurtzaá	biurtzaa	biurtzaa			
biurtzallea	biurtzallea	biurtzailea			
biurtzasená	biurtzasena	biurtzasena			
biurtzea	biurtzea	biurtzea			
biurtzi maillebatu	biurtzi maillebatu	biurtzi mailebatu			
biz orduonean.Lat	biz orduonean.Lat	biz orduonean.Lat			
bizacaiguea	bizacaiguea	bizakaigea			
bizacaiguetu	bizacaiguetu	bizakaigetu			
bizacaiquiro	bizacaiquiro	bizakaikiro			
bizacairó	bizacairo	bizakairo			
bizacaitia	bizacaitia	bizakaitia			
bizacaya	bizacaya	bizakaia			
bizar	bizar	bizar	bizar		bizar
bizar bustia	bizar bustia	bizar bustia			
bizar ozta	bizar ozta	bizar ozta			
bizar zapia	bizar zapia	bizar zapia			
bizar-eguiña	bizar-eguina	bizar-egina			
bizaramnte	bizaramnte	bizaramnte			
bizarbaguea	bizarbaguea	bizarbagea	bizarbage		
bizarcaiztu	bizarcaiztu	bizarkaiztu			
bizarchuria	bizarchuria	bizartxuria			
bizarcoipea	bizarcoipea	bizarkoipea			
bizarcutsua	bizarcutsua	bizarkutsua			
bizargorria duena	bizargorria duena	bizargorria duena			
bizarguea	bizarguea	bizargea			
bizarguichia	bizarguichia	bizargitxia			
bizarguillea	bizarguillea	bizargilea	bizargile	bizargile	bizargile
bizarichia	bizarichia	bizaritxia			
bizarmochallea	bizarmochallea	bizarmotxailea			
bizarquenlea	bizarquenlea	bizarkenlea			
bizarquentzallea moistzallea mochallea	bizarquentzallea moistzallea mochallea	bizarkentzailea moistzailea motxailea			
bizarquiña	bizarquina	bizarkina	bizarkin	bizarkin	
bizarquinteguia	bizarquinteguia	bizarkintegia	bizarkintegi	bizarkintegi	
bizarquintza	bizarquintza	bizarkintza	bizarkintza	bizarkintza	
bizarrá	bizarra	bizarra			
bizarra eguin	bizarra eguin	bizarra egin			bizarra egin
bizarra quendú	bizarra quendu	bizarra kendu			bizarra kendu
bizarria	bizarria	bizarria	bizarria		
bizarroa	bizarroa	bizarroa			
bizarrorá	bizarrora	bizarrora			
bizartsua	bizartsua	bizartsua	bizartsu		bizartsu
bizartu	bizartu	bizartu	bizartu	bizartu	
bizartzarra	bizartzarra	bizartzarra			
bizbatarra	bizbatarra	bizbatarra			
bizbatatu	bizbatatu	bizbatatu			
bizbatea	bizbatea	bizbatea			
bizbatecoa	bizbatecoa	bizbatekoa			
bizbatetua	bizbatetua	bizbatetua			
bizcar beraatia	bizcar beraatia	bizkar beraatia			
bizcar dendá	bizcar denda	bizkar denda			
bizcarcaiztu	bizcarcaiztu	bizkarkaiztu			
bizcardendaren zaya	bizcardendaren zaya	bizkardendaren zaia			
bizcarrandia	bizcarrandia	bizkarrandia			
bizcarrea eramatea	bizcarrea eramatea	bizkarrea eramatea			
bizcarrean	bizcarrean	bizkarrean			
bizcarrezurra	bizcarrezurra	bizkarrezurra			
bizcarrezurrecoa	bizcarrezurrecoa	bizkarrezurrekoa			
bizcartia	bizcartia	bizkartia			
bizcartsua	bizcartsua	bizkartsua			
bizcartsuro	bizcartsuro	bizkartsuro			
bizcochatua	bizcochatua	bizkotxatua			
bizgaa	bizgaa	bizgaa			
bizodicoa	bizodicoa	bizodikoa			
bìzoditarra	bizoditarra	bizoditarra			
bizoditu	bizoditu	bizoditu			
bizoditua	bizoditua	bizoditua			
bizquetatu	bizquetatu	bizketatu			
bizquetatua	bizquetatua	bizketatua			
bizquia	bizquia	bizkia	bizki	bizki	
bizquitartea	bizquitartea	bizkitartea			
bizquitartean	bizquitartean	bizkitartean	bizkitartean		bizkitartean
bizquitartero	bizquitartero	bizkitartero			
biztandea	biztandea	biztandea			
biztandu	biztandu	biztandu	biztandu	biztandu	
biztanlea	biztanlea	biztanlea	biztanle	biztanle	biztanle
biztea	biztea	biztea			
biztu	biztu	biztu	biztu		biztu
biztua	biztua	biztua	biztu		biztu
biztundea	biztundea	biztundea			
bizuricoa	bizuricoa	bizurikoa			
blanco	blanco	blanko			
blandear .	blandear .	blandear .			
blandura	blandura	blandura			
blanquear	blanquear	blankear			
blar	blar	blar			
blastada	blastada	blastada			
blastadac	blastadac	blastadak			
blastecada	blastecada	blastekada			
blastecaria	blastecaria	blastekaria			
blastetacoa	blastetacoa	blastetakoa			
blean ari	blean ari	blean ari			
blguratua	blguratua	blguratua			
blioa eman	blioa eman	blioa eman			
bllagarria	bllagarria	bilagarria			
bo	bo	bo			
boacaya	boacaya	boakaia			
boagueilea	boagueilea	boageilea			
boagueitu	boagueitu	boageitu			
boald	boald	boald			
boaldá	boalda	boalda			
boaldaquiro	boaldaquiro	boaldakiro			
boaldaria	boaldaria	boaldaria			
boaldatia	boaldatia	boaldatia			
boaldatsua	boaldatsua	boaldatsua			
boaldatu	boaldatu	boaldatu			
boaltzaira	boaltzaira	boaltzaira			
boastaria	boastaria	boastaria			
boastia	boastia	boastia			
boastitu	boastitu	boastitu			
boastitza	boastitza	boastitza			
boatarguia	boatarguia	boatargia			
boatu	boatu	boatu			
boatzea	boatzea	boatzea			
boaustea	boaustea	boaustea			
boautsi	boautsi	boautsi			
bobada	bobada	bobada			
bobaisca	bobaisca	bobaiska			
bobaiscatu	bobaiscatu	bobaiskatu			
bobaiscatua	bobaiscatua	bobaiskatua			
bobaquerian	bobaquerian	bobakerian			
bobaquiro	bobaquiro	bobakiro			
bobasqueta	bobasqueta	bobasketa			
bobedachoa	bobedachoa	bobedatxoa			
boberia	boberia	boberia			
bobotu	bobotu	bobotu			
bobotua	bobotua	bobotua			
bobotzarra	bobotzarra	bobotzarra			
bobotzcea	bobotzcea	bobotzzea			
boca arriba	boca arriba	boka arriba			
bocanza	bocanza	bokantza	bokantza		
bocanzquiró	bocanzquiro	bokantzkiro			
bocarria	bocarria	bokarria			
bocaztia	bocaztia	bokaztia			
bocez	bocez	bozez			
bocinglaria	bocinglaria	bozinglaria			
bocolica	bocolica	bokolika			
boeltagiratu	boeltagiratu	boeltajiratu			
bofes	bofes	bofes			
bofetada	bofetada	bofetada			
bogaldac	bogaldac	bogaldak			
bogari aurrena	bogari aurrena	bogari aurrena			
bogaria	bogaria	bogaria	bogari	bogari	
bogatzallea	bogatzallea	bogatzailea			
bohadura	bohadura	bohadura			
bohatoquia	bohatoquia	bohatokia			
bohatzea	bohatzea	bohatzea			
bohordar	bohordar	bohordar			
boibilla	boibilla	boibila			
boibiltaria	boibiltaria	boibiltaria			
boilcaria	boilcaria	boilkaria			
boilcaritu	boilcaritu	boilkaritu			
boilcaritua	boilcaritua	boilkaritua			
boilcondocada	boilcondocada	boilkondokada			
boilderra	boilderra	boilderra			
boilderrá	boilderra	boilderra			
boildertzarra	boildertzarra	boildertzarra			
Boildonea	Boildonea	Boildonea			
boildu	boildu	boildu			
boildua biri ildua	boildua biri ildua	boildua biri ildua			
boilduna	boilduna	boilduna			
boildura	boildura	boildura			
boiletea	boiletea	boiletea			
boilla	boilla	boila			
boillá	boilla	boila			
boilla biribilla	boilla biribilla	boila biribila			
boilla bola	boilla bola	boila bola			
boilla ea	boilla ea	boila ea			
boillabea	boillabea	boilabea			
boillaca	boillaca	boilaka			
boillagiraduna	boillagiraduna	boilajiraduna			
boillalea	boillalea	boilalea			
boillandea	boillandea	boilandea			
boillandechoa	boillandechoa	boilandetxoa			
boillandetu	boillandetu	boilandetu			
boillandetua	boillandetua	boilandetua			
boillandetzea	boillandetzea	boilandetzea			
boillaquida	boillaquida	boilakida			
boillaquidatu	boillaquidatu	boilakidatu			
boillaquidatua	boillaquidatua	boilakidatua			
boilleransa	boilleransa	boilerantsa			
boillerdaren galyurra	boillerdaren galyurra	boilerdaren galddurra			
boillerdia	boillerdia	boilerdia			
boillersia	boillersia	boilertsia			
boillesian	boillesian	boilesian			
boillesiduna	boillesiduna	boilesiduna			
boillestac	boillestac	boilestak			
boillezna	boillezna	boilezna			
boillicatu	boillicatu	boilikatu			
boillorechoa	boillorechoa	boiloretxoa			
boilloretzarra	boilloretzarra	boiloretzarra			
boillosa	boillosa	boilosa			
boillosista	boillosista	boilosista			
boillostetua	boillostetua	boilostetua			
boillostuna	boillostuna	boilostuna			
boillotsac	boillotsac	boilotsak			
boillucea	boillucea	boiluzea			
boilluchoa	boilluchoa	boilutxoa			
boillurrac	boillurrac	boilurrak			
boillustu	boillustu	boilustu			
boillustua	boillustua	boilustua			
boillutsa	boillutsa	boilutsa			
boillutsac	boillutsac	boilutsak			
boillutsunda	boillutsunda	boilutsunda			
boilluzatu	boilluzatu	boiluzatu			
boilquiro	boilquiro	boilkiro			
boiltasuna	boiltasuna	boiltasuna			
bojarasca	bojarasca	bojaraska			
bolachoa	bolachoa	bolatxoa			
bolada	bolada	bolada	bolada		bolada
bolantea	bolantea	bolantea	bolante		bolante
bolatina	bolatina	bolatina			
bolazalea	bolazalea	bolazalea	bolazale		
bolcatu	bolcatu	bolkatu			
bolea	bolea	bolea			bolea
bolean jo	bolean jo	bolean jo			
bolgura	bolgura	bolgura			
boliche zaya	boliche zaya	bolitxe zaia			
boliná	bolina	bolina	bolina		
bolindia	bolindia	bolindia			
bolingozoa	bolingozoa	bolingozoa	bolingozo	bolingozo	
bollaesiera	bollaesiera	boilaesiera			
bollaesitu	bollaesitu	boilaesitu			
bollagira	bollagira	boilajira			
bollagiraca	bollagiraca	boilajiraka			
bollagiraco epairá	bollagiraco epaira	boilajirako epaira			
bollagiracoa	bollagiracoa	boilajirakoa			
bollagiran	bollagiran	boilajiran			
bollagiran epaqui	bollagiran epaqui	boilajiran epaki			
bollagiran epaquia	bollagiran epaquia	boilajiran epakia			
bollagiratu	bollagiratu	boilajiratu			
bollairaca ibilli	bollairaca ibilli	boilairaka ibili			
bollairatu	bollairatu	boilairatu			
bollaquindu	bollaquindu	boilakindu			
bollaquiudua	bollaquiudua	boilakiudua			
bollartetecorra	bollartetecorra	boilartetekorra			
bollarteteza	bollarteteza	boilarteteza			
bollartetu	bollartetu	boilartetu			
bollartetua	bollartetua	boilartetua			
bollatu	bollatu	boilatu			
Bollatú	Bollatu	Boilatu			
bollatuá	bollatua	boilatua			
bollatzallea	bollatzallea	boilatzailea			
bollaurena	bollaurena	boilaurena			
bollazaina	bollazaina	boilazaina			
bollebaqui	bollebaqui	boilebaki			
bollebaquia	bollebaquia	boilebakia			
bollercha	bollercha	boilertxa			
bollesa	bollesa	boilesa			
bollesia	bollesia	boilesia			
bollesicorra	bollesicorra	boilesikorra			
bollesiondocoa	bollesiondocoa	boilesiondokoa			
bollesiteza	bollesiteza	boilesiteza			
bollesitu	bollesitu	boilesitu			
bollesitua	bollesitua	boilesitua			
bolligoya	bolligoya	boiligoia			
bolsaquin dagoana	bolsaquin dagoana	boltsakin dagoana			
bolsaratu	bolsaratu	boltsaratu			
bolsaratua	bolsaratua	boltsaratua			
bolsatea	bolsatea	boltsatea			
bolsatua	bolsatua	boltsatua			
bolteatue	bolteatue	bolteatue			
bolteatzallea	bolteatzallea	bolteatzailea			
bolua	bolua	bolua	bolu		bolu
bolueta	bolueta	bolueta			
bombamotrairua	bombamotrairua	bonbamotrairua			
bombillá	bombilla	bonbila			
bonanztuna	bonanztuna	bonantztuna			
bonaza	bonaza	bonaza			
bonecaus	bonecaus	bonekaus			
bonecausá	bonecausa	bonekausa			
bonetea	bonetea	bonetea			bonete
bonetecaiztu	bonetecaiztu	bonetekaiztu			
bonetechoa	bonetechoa	bonetetxoa			
boneteguillea	boneteguillea	bonetegilea			
bonetequintza	bonetequintza	bonetekintza			
